# entropy density for QED , [dp^{(n)}/dT] = MeV^3 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   dp^{(0)}/dT,   dp^{(2)non-log}/dT,   dp^{(2)log}/dT,   dp^{(3)}/dT,   dp^{(4)}/dT,   dp^{(5)}/dT
 2.453074065917e+01   +3.561220637581e+04   -9.3963e+01   +1.5202e-03   +8.3699e+00   -7.7326e-01   +5.7135e-02
 2.455279903512e+01   +3.570836365296e+04   -9.4217e+01   +1.5216e-03   +8.3925e+00   -7.7548e-01   +5.7306e-02
 2.457487724626e+01   +3.580478056296e+04   -9.4471e+01   +1.5230e-03   +8.4152e+00   -7.7771e-01   +5.7479e-02
 2.459697531042e+01   +3.590145780683e+04   -9.4727e+01   +1.5244e-03   +8.4379e+00   -7.7994e-01   +5.7652e-02
 2.461909324547e+01   +3.599839608751e+04   -9.4982e+01   +1.5257e-03   +8.4607e+00   -7.8218e-01   +5.7825e-02
 2.464123106927e+01   +3.609559610980e+04   -9.5239e+01   +1.5271e-03   +8.4835e+00   -7.8443e-01   +5.7999e-02
 2.466338879969e+01   +3.619305858043e+04   -9.5496e+01   +1.5285e-03   +8.5064e+00   -7.8668e-01   +5.8173e-02
 2.468556645466e+01   +3.629078420803e+04   -9.5754e+01   +1.5299e-03   +8.5294e+00   -7.8894e-01   +5.8348e-02
 2.470776405207e+01   +3.638877370314e+04   -9.6013e+01   +1.5312e-03   +8.5524e+00   -7.9120e-01   +5.8523e-02
 2.472998160986e+01   +3.648702777822e+04   -9.6272e+01   +1.5326e-03   +8.5755e+00   -7.9347e-01   +5.8699e-02
 2.475221914598e+01   +3.658554714767e+04   -9.6532e+01   +1.5340e-03   +8.5987e+00   -7.9575e-01   +5.8876e-02
 2.477447667840e+01   +3.668433252778e+04   -9.6793e+01   +1.5354e-03   +8.6219e+00   -7.9803e-01   +5.9053e-02
 2.479675422509e+01   +3.678338463682e+04   -9.7054e+01   +1.5368e-03   +8.6452e+00   -8.0032e-01   +5.9230e-02
 2.481905180406e+01   +3.688270419497e+04   -9.7316e+01   +1.5382e-03   +8.6685e+00   -8.0262e-01   +5.9408e-02
 2.484136943331e+01   +3.698229192435e+04   -9.7579e+01   +1.5395e-03   +8.6919e+00   -8.0492e-01   +5.9587e-02
 2.486370713088e+01   +3.708214854907e+04   -9.7843e+01   +1.5409e-03   +8.7154e+00   -8.0723e-01   +5.9766e-02
 2.488606491481e+01   +3.718227479514e+04   -9.8107e+01   +1.5423e-03   +8.7389e+00   -8.0955e-01   +5.9946e-02
 2.490844280317e+01   +3.728267139057e+04   -9.8372e+01   +1.5437e-03   +8.7625e+00   -8.1187e-01   +6.0126e-02
 2.493084081402e+01   +3.738333906531e+04   -9.8638e+01   +1.5451e-03   +8.7862e+00   -8.1420e-01   +6.0306e-02
 2.495325896548e+01   +3.748427855132e+04   -9.8904e+01   +1.5465e-03   +8.8099e+00   -8.1654e-01   +6.0488e-02
 2.497569727564e+01   +3.758549058249e+04   -9.9171e+01   +1.5479e-03   +8.8337e+00   -8.1888e-01   +6.0669e-02
 2.499815576263e+01   +3.768697589471e+04   -9.9439e+01   +1.5493e-03   +8.8575e+00   -8.2123e-01   +6.0852e-02
 2.502063444460e+01   +3.778873522587e+04   -9.9707e+01   +1.5507e-03   +8.8814e+00   -8.2359e-01   +6.1035e-02
 2.504313333971e+01   +3.789076931584e+04   -9.9977e+01   +1.5521e-03   +8.9054e+00   -8.2595e-01   +6.1218e-02
 2.506565246613e+01   +3.799307890648e+04   -1.0025e+02   +1.5535e-03   +8.9295e+00   -8.2832e-01   +6.1402e-02
 2.508819184206e+01   +3.809566474167e+04   -1.0052e+02   +1.5549e-03   +8.9536e+00   -8.3070e-01   +6.1586e-02
 2.511075148570e+01   +3.819852756729e+04   -1.0079e+02   +1.5563e-03   +8.9778e+00   -8.3308e-01   +6.1772e-02
 2.513333141527e+01   +3.830166813123e+04   -1.0106e+02   +1.5577e-03   +9.0020e+00   -8.3547e-01   +6.1957e-02
 2.515593164903e+01   +3.840508718341e+04   -1.0133e+02   +1.5591e-03   +9.0263e+00   -8.3787e-01   +6.2143e-02
 2.517855220523e+01   +3.850878547576e+04   -1.0161e+02   +1.5605e-03   +9.0507e+00   -8.4027e-01   +6.2330e-02
 2.520119310214e+01   +3.861276376226e+04   -1.0188e+02   +1.5619e-03   +9.0751e+00   -8.4268e-01   +6.2517e-02
 2.522385435805e+01   +3.871702279890e+04   -1.0216e+02   +1.5633e-03   +9.0996e+00   -8.4510e-01   +6.2705e-02
 2.524653599127e+01   +3.882156334374e+04   -1.0243e+02   +1.5647e-03   +9.1242e+00   -8.4753e-01   +6.2893e-02
 2.526923802012e+01   +3.892638615686e+04   -1.0271e+02   +1.5661e-03   +9.1488e+00   -8.4996e-01   +6.3082e-02
 2.529196046295e+01   +3.903149200042e+04   -1.0299e+02   +1.5675e-03   +9.1735e+00   -8.5240e-01   +6.3272e-02
 2.531470333811e+01   +3.913688163861e+04   -1.0327e+02   +1.5689e-03   +9.1983e+00   -8.5484e-01   +6.3462e-02
 2.533746666397e+01   +3.924255583770e+04   -1.0354e+02   +1.5703e-03   +9.2232e+00   -8.5730e-01   +6.3652e-02
 2.536025045892e+01   +3.934851536602e+04   -1.0382e+02   +1.5718e-03   +9.2480e+00   -8.5976e-01   +6.3844e-02
 2.538305474137e+01   +3.945476099400e+04   -1.0410e+02   +1.5732e-03   +9.2730e+00   -8.6222e-01   +6.4035e-02
 2.540587952975e+01   +3.956129349411e+04   -1.0439e+02   +1.5746e-03   +9.2981e+00   -8.6470e-01   +6.4228e-02
 2.542872484248e+01   +3.966811364092e+04   -1.0467e+02   +1.5760e-03   +9.3232e+00   -8.6718e-01   +6.4421e-02
 2.545159069803e+01   +3.977522221112e+04   -1.0495e+02   +1.5774e-03   +9.3483e+00   -8.6967e-01   +6.4614e-02
 2.547447711487e+01   +3.988261998346e+04   -1.0523e+02   +1.5788e-03   +9.3736e+00   -8.7216e-01   +6.4808e-02
 2.549738411148e+01   +3.999030773881e+04   -1.0552e+02   +1.5803e-03   +9.3989e+00   -8.7466e-01   +6.5003e-02
 2.552031170638e+01   +4.009828626015e+04   -1.0580e+02   +1.5817e-03   +9.4243e+00   -8.7717e-01   +6.5198e-02
 2.554325991808e+01   +4.020655633256e+04   -1.0609e+02   +1.5831e-03   +9.4497e+00   -8.7969e-01   +6.5394e-02
 2.556622876513e+01   +4.031511874325e+04   -1.0638e+02   +1.5845e-03   +9.4752e+00   -8.8221e-01   +6.5590e-02
 2.558921826608e+01   +4.042397428156e+04   -1.0666e+02   +1.5860e-03   +9.5008e+00   -8.8474e-01   +6.5787e-02
 2.561222843950e+01   +4.053312373895e+04   -1.0695e+02   +1.5874e-03   +9.5265e+00   -8.8728e-01   +6.5985e-02
 2.563525930398e+01   +4.064256790903e+04   -1.0724e+02   +1.5888e-03   +9.5522e+00   -8.8983e-01   +6.6183e-02
 2.565831087813e+01   +4.075230758754e+04   -1.0753e+02   +1.5903e-03   +9.5780e+00   -8.9238e-01   +6.6381e-02
 2.568138318057e+01   +4.086234357238e+04   -1.0782e+02   +1.5917e-03   +9.6038e+00   -8.9494e-01   +6.6581e-02
 2.570447622994e+01   +4.097267666360e+04   -1.0811e+02   +1.5931e-03   +9.6298e+00   -8.9751e-01   +6.6781e-02
 2.572759004489e+01   +4.108330766340e+04   -1.0840e+02   +1.5946e-03   +9.6558e+00   -9.0008e-01   +6.6981e-02
 2.575072464410e+01   +4.119423737615e+04   -1.0869e+02   +1.5960e-03   +9.6819e+00   -9.0266e-01   +6.7182e-02
 2.577388004625e+01   +4.130546660842e+04   -1.0899e+02   +1.5974e-03   +9.7080e+00   -9.0525e-01   +6.7384e-02
 2.579705627006e+01   +4.141699616891e+04   -1.0928e+02   +1.5989e-03   +9.7342e+00   -9.0785e-01   +6.7586e-02
 2.582025333424e+01   +4.152882686854e+04   -1.0958e+02   +1.6003e-03   +9.7605e+00   -9.1045e-01   +6.7789e-02
 2.584347125754e+01   +4.164095952041e+04   -1.0987e+02   +1.6018e-03   +9.7868e+00   -9.1307e-01   +6.7992e-02
 2.586671005871e+01   +4.175339493981e+04   -1.1017e+02   +1.6032e-03   +9.8133e+00   -9.1568e-01   +6.8196e-02
 2.588996975653e+01   +4.186613394423e+04   -1.1047e+02   +1.6046e-03   +9.8398e+00   -9.1831e-01   +6.8401e-02
 2.591325036979e+01   +4.197917735337e+04   -1.1077e+02   +1.6061e-03   +9.8663e+00   -9.2095e-01   +6.8606e-02
 2.593655191728e+01   +4.209252598916e+04   -1.1107e+02   +1.6075e-03   +9.8930e+00   -9.2359e-01   +6.8812e-02
 2.595987441785e+01   +4.220618067571e+04   -1.1137e+02   +1.6090e-03   +9.9197e+00   -9.2624e-01   +6.9019e-02
 2.598321789033e+01   +4.232014223941e+04   -1.1167e+02   +1.6104e-03   +9.9465e+00   -9.2889e-01   +6.9226e-02
 2.600658235358e+01   +4.243441150882e+04   -1.1197e+02   +1.6119e-03   +9.9733e+00   -9.3156e-01   +6.9434e-02
 2.602996782647e+01   +4.254898931479e+04   -1.1227e+02   +1.6133e-03   +1.0000e+01   -9.3423e-01   +6.9642e-02
 2.605337432789e+01   +4.266387649038e+04   -1.1257e+02   +1.6148e-03   +1.0027e+01   -9.3691e-01   +6.9851e-02
 2.607680187676e+01   +4.277907387091e+04   -1.1288e+02   +1.6162e-03   +1.0054e+01   -9.3960e-01   +7.0061e-02
 2.610025049200e+01   +4.289458229396e+04   -1.1318e+02   +1.6177e-03   +1.0082e+01   -9.4229e-01   +7.0271e-02
 2.612372019256e+01   +4.301040259937e+04   -1.1349e+02   +1.6191e-03   +1.0109e+01   -9.4499e-01   +7.0482e-02
 2.614721099739e+01   +4.312653562924e+04   -1.1380e+02   +1.6206e-03   +1.0136e+01   -9.4771e-01   +7.0693e-02
 2.617072292547e+01   +4.324298222795e+04   -1.1410e+02   +1.6221e-03   +1.0163e+01   -9.5042e-01   +7.0905e-02
 2.619425599580e+01   +4.335974324216e+04   -1.1441e+02   +1.6235e-03   +1.0191e+01   -9.5315e-01   +7.1118e-02
 2.621781022738e+01   +4.347681952081e+04   -1.1472e+02   +1.6250e-03   +1.0218e+01   -9.5588e-01   +7.1331e-02
 2.624138563925e+01   +4.359421191514e+04   -1.1503e+02   +1.6265e-03   +1.0246e+01   -9.5862e-01   +7.1545e-02
 2.626498225045e+01   +4.371192127869e+04   -1.1534e+02   +1.6279e-03   +1.0274e+01   -9.6137e-01   +7.1760e-02
 2.628860008005e+01   +4.382994846729e+04   -1.1565e+02   +1.6294e-03   +1.0301e+01   -9.6413e-01   +7.1975e-02
 2.631223914711e+01   +4.394829433910e+04   -1.1596e+02   +1.6309e-03   +1.0329e+01   -9.6690e-01   +7.2191e-02
 2.633589947075e+01   +4.406695975459e+04   -1.1628e+02   +1.6323e-03   +1.0357e+01   -9.6967e-01   +7.2408e-02
 2.635958107008e+01   +4.418594557654e+04   -1.1659e+02   +1.6338e-03   +1.0385e+01   -9.7245e-01   +7.2625e-02
 2.638328396422e+01   +4.430525267007e+04   -1.1691e+02   +1.6353e-03   +1.0413e+01   -9.7524e-01   +7.2843e-02
 2.640700817233e+01   +4.442488190265e+04   -1.1722e+02   +1.6367e-03   +1.0441e+01   -9.7804e-01   +7.3061e-02
 2.643075371356e+01   +4.454483414407e+04   -1.1754e+02   +1.6382e-03   +1.0469e+01   -9.8084e-01   +7.3280e-02
 2.645452060712e+01   +4.466511026647e+04   -1.1786e+02   +1.6397e-03   +1.0498e+01   -9.8365e-01   +7.3500e-02
 2.647830887218e+01   +4.478571114437e+04   -1.1817e+02   +1.6412e-03   +1.0526e+01   -9.8647e-01   +7.3721e-02
 2.650211852798e+01   +4.490663765462e+04   -1.1849e+02   +1.6426e-03   +1.0554e+01   -9.8930e-01   +7.3942e-02
 2.652594959374e+01   +4.502789067646e+04   -1.1881e+02   +1.6441e-03   +1.0583e+01   -9.9214e-01   +7.4163e-02
 2.654980208872e+01   +4.514947109149e+04   -1.1913e+02   +1.6456e-03   +1.0611e+01   -9.9499e-01   +7.4386e-02
 2.657367603220e+01   +4.527137978369e+04   -1.1945e+02   +1.6471e-03   +1.0640e+01   -9.9784e-01   +7.4609e-02
 2.659757144344e+01   +4.539361763944e+04   -1.1978e+02   +1.6486e-03   +1.0669e+01   -1.0007e+00   +7.4833e-02
 2.662148834177e+01   +4.551618554750e+04   -1.2010e+02   +1.6501e-03   +1.0698e+01   -1.0036e+00   +7.5057e-02
 2.664542674649e+01   +4.563908439904e+04   -1.2043e+02   +1.6515e-03   +1.0726e+01   -1.0065e+00   +7.5282e-02
 2.666938667696e+01   +4.576231508762e+04   -1.2075e+02   +1.6530e-03   +1.0755e+01   -1.0093e+00   +7.5508e-02
 2.669336815252e+01   +4.588587850925e+04   -1.2108e+02   +1.6545e-03   +1.0784e+01   -1.0122e+00   +7.5734e-02
 2.671737119255e+01   +4.600977556230e+04   -1.2140e+02   +1.6560e-03   +1.0814e+01   -1.0151e+00   +7.5961e-02
 2.674139581644e+01   +4.613400714763e+04   -1.2173e+02   +1.6575e-03   +1.0843e+01   -1.0180e+00   +7.6189e-02
 2.676544204360e+01   +4.625857416848e+04   -1.2206e+02   +1.6590e-03   +1.0872e+01   -1.0210e+00   +7.6417e-02
 2.678950989345e+01   +4.638347753056e+04   -1.2239e+02   +1.6605e-03   +1.0902e+01   -1.0239e+00   +7.6647e-02
 2.681359938544e+01   +4.650871814201e+04   -1.2272e+02   +1.6620e-03   +1.0931e+01   -1.0268e+00   +7.6876e-02
 2.683771053903e+01   +4.663429691343e+04   -1.2305e+02   +1.6635e-03   +1.0960e+01   -1.0298e+00   +7.7107e-02
 2.686184337370e+01   +4.676021475788e+04   -1.2339e+02   +1.6650e-03   +1.0990e+01   -1.0327e+00   +7.7338e-02
 2.688599790894e+01   +4.688647259088e+04   -1.2372e+02   +1.6665e-03   +1.1020e+01   -1.0357e+00   +7.7570e-02
 2.691017416427e+01   +4.701307133042e+04   -1.2405e+02   +1.6680e-03   +1.1050e+01   -1.0387e+00   +7.7802e-02
 2.693437215922e+01   +4.714001189697e+04   -1.2439e+02   +1.6695e-03   +1.1079e+01   -1.0416e+00   +7.8035e-02
 2.695859191333e+01   +4.726729521350e+04   -1.2472e+02   +1.6710e-03   +1.1109e+01   -1.0446e+00   +7.8270e-02
 2.698283344618e+01   +4.739492220544e+04   -1.2506e+02   +1.6725e-03   +1.1139e+01   -1.0476e+00   +7.8504e-02
 2.700709677734e+01   +4.752289380076e+04   -1.2540e+02   +1.6740e-03   +1.1169e+01   -1.0506e+00   +7.8739e-02
 2.703138192642e+01   +4.765121092990e+04   -1.2574e+02   +1.6755e-03   +1.1200e+01   -1.0536e+00   +7.8975e-02
 2.705568891304e+01   +4.777987452584e+04   -1.2608e+02   +1.6770e-03   +1.1230e+01   -1.0567e+00   +7.9212e-02
 2.708001775683e+01   +4.790888552405e+04   -1.2642e+02   +1.6785e-03   +1.1260e+01   -1.0597e+00   +7.9449e-02
 2.710436847745e+01   +4.803824486255e+04   -1.2676e+02   +1.6800e-03   +1.1290e+01   -1.0627e+00   +7.9687e-02
 2.712874109456e+01   +4.816795348187e+04   -1.2710e+02   +1.6815e-03   +1.1321e+01   -1.0658e+00   +7.9926e-02
 2.715313562787e+01   +4.829801232512e+04   -1.2744e+02   +1.6831e-03   +1.1351e+01   -1.0688e+00   +8.0166e-02
 2.717755209707e+01   +4.842842233790e+04   -1.2779e+02   +1.6846e-03   +1.1382e+01   -1.0719e+00   +8.0406e-02
 2.720199052190e+01   +4.855918446842e+04   -1.2813e+02   +1.6861e-03   +1.1413e+01   -1.0750e+00   +8.0647e-02
 2.722645092208e+01   +4.869029966741e+04   -1.2848e+02   +1.6876e-03   +1.1444e+01   -1.0780e+00   +8.0889e-02
 2.725093331740e+01   +4.882176888817e+04   -1.2883e+02   +1.6891e-03   +1.1475e+01   -1.0811e+00   +8.1131e-02
 2.727543772761e+01   +4.895359308661e+04   -1.2917e+02   +1.6907e-03   +1.1506e+01   -1.0842e+00   +8.1374e-02
 2.729996417253e+01   +4.908577322117e+04   -1.2952e+02   +1.6922e-03   +1.1537e+01   -1.0873e+00   +8.1618e-02
 2.732451267196e+01   +4.921831025292e+04   -1.2987e+02   +1.6937e-03   +1.1568e+01   -1.0904e+00   +8.1863e-02
 2.734908324573e+01   +4.935120514550e+04   -1.3022e+02   +1.6952e-03   +1.1599e+01   -1.0936e+00   +8.2108e-02
 2.737367591370e+01   +4.948445886517e+04   -1.3057e+02   +1.6967e-03   +1.1630e+01   -1.0967e+00   +8.2354e-02
 2.739829069573e+01   +4.961807238078e+04   -1.3093e+02   +1.6983e-03   +1.1662e+01   -1.0999e+00   +8.2600e-02
 2.742292761171e+01   +4.975204666380e+04   -1.3128e+02   +1.6998e-03   +1.1693e+01   -1.1030e+00   +8.2848e-02
 2.744758668154e+01   +4.988638268834e+04   -1.3163e+02   +1.7013e-03   +1.1725e+01   -1.1062e+00   +8.3096e-02
 2.747226792513e+01   +5.002108143112e+04   -1.3199e+02   +1.7029e-03   +1.1756e+01   -1.1093e+00   +8.3345e-02
 2.749697136244e+01   +5.015614387150e+04   -1.3235e+02   +1.7044e-03   +1.1788e+01   -1.1125e+00   +8.3595e-02
 2.752169701342e+01   +5.029157099151e+04   -1.3271e+02   +1.7059e-03   +1.1820e+01   -1.1157e+00   +8.3845e-02
 2.754644489804e+01   +5.042736377580e+04   -1.3306e+02   +1.7075e-03   +1.1852e+01   -1.1189e+00   +8.4096e-02
 2.757121503629e+01   +5.056352321168e+04   -1.3342e+02   +1.7090e-03   +1.1884e+01   -1.1221e+00   +8.4348e-02
 2.759600744819e+01   +5.070005028915e+04   -1.3378e+02   +1.7106e-03   +1.1916e+01   -1.1253e+00   +8.4601e-02
 2.762082215376e+01   +5.083694600086e+04   -1.3414e+02   +1.7121e-03   +1.1948e+01   -1.1286e+00   +8.4854e-02
 2.764565917305e+01   +5.097421134216e+04   -1.3451e+02   +1.7136e-03   +1.1980e+01   -1.1318e+00   +8.5108e-02
 2.767051852613e+01   +5.111184731106e+04   -1.3487e+02   +1.7152e-03   +1.2013e+01   -1.1350e+00   +8.5363e-02
 2.769540023308e+01   +5.124985490830e+04   -1.3523e+02   +1.7167e-03   +1.2045e+01   -1.1383e+00   +8.5619e-02
 2.772030431400e+01   +5.138823513729e+04   -1.3560e+02   +1.7183e-03   +1.2078e+01   -1.1416e+00   +8.5875e-02
 2.774523078900e+01   +5.152698900416e+04   -1.3597e+02   +1.7198e-03   +1.2110e+01   -1.1448e+00   +8.6132e-02
 2.777017967824e+01   +5.166611751778e+04   -1.3633e+02   +1.7214e-03   +1.2143e+01   -1.1481e+00   +8.6390e-02
 2.779515100185e+01   +5.180562168970e+04   -1.3670e+02   +1.7229e-03   +1.2176e+01   -1.1514e+00   +8.6649e-02
 2.782014478002e+01   +5.194550253423e+04   -1.3707e+02   +1.7245e-03   +1.2209e+01   -1.1547e+00   +8.6908e-02
 2.784516103293e+01   +5.208576106842e+04   -1.3744e+02   +1.7260e-03   +1.2242e+01   -1.1580e+00   +8.7169e-02
 2.787019978080e+01   +5.222639831205e+04   -1.3781e+02   +1.7276e-03   +1.2275e+01   -1.1613e+00   +8.7430e-02
 2.789526104385e+01   +5.236741528768e+04   -1.3818e+02   +1.7291e-03   +1.2308e+01   -1.1647e+00   +8.7691e-02
 2.792034484233e+01   +5.250881302059e+04   -1.3856e+02   +1.7307e-03   +1.2341e+01   -1.1680e+00   +8.7954e-02
 2.794545119650e+01   +5.265059253887e+04   -1.3893e+02   +1.7323e-03   +1.2374e+01   -1.1713e+00   +8.8217e-02
 2.797058012665e+01   +5.279275487336e+04   -1.3931e+02   +1.7338e-03   +1.2408e+01   -1.1747e+00   +8.8481e-02
 2.799573165307e+01   +5.293530105770e+04   -1.3968e+02   +1.7354e-03   +1.2441e+01   -1.1781e+00   +8.8746e-02
 2.802090579609e+01   +5.307823212830e+04   -1.4006e+02   +1.7369e-03   +1.2475e+01   -1.1814e+00   +8.9012e-02
 2.804610257604e+01   +5.322154912438e+04   -1.4044e+02   +1.7385e-03   +1.2509e+01   -1.1848e+00   +8.9278e-02
 2.807132201328e+01   +5.336525308798e+04   -1.4082e+02   +1.7401e-03   +1.2542e+01   -1.1882e+00   +8.9546e-02
 2.809656412818e+01   +5.350934506394e+04   -1.4120e+02   +1.7416e-03   +1.2576e+01   -1.1916e+00   +8.9814e-02
 2.812182894113e+01   +5.365382609990e+04   -1.4158e+02   +1.7432e-03   +1.2610e+01   -1.1950e+00   +9.0082e-02
 2.814711647255e+01   +5.379869724637e+04   -1.4196e+02   +1.7448e-03   +1.2644e+01   -1.1985e+00   +9.0352e-02
 2.817242674286e+01   +5.394395955667e+04   -1.4234e+02   +1.7463e-03   +1.2678e+01   -1.2019e+00   +9.0623e-02
 2.819775977251e+01   +5.408961408698e+04   -1.4273e+02   +1.7479e-03   +1.2713e+01   -1.2053e+00   +9.0894e-02
 2.822311558196e+01   +5.423566189630e+04   -1.4311e+02   +1.7495e-03   +1.2747e+01   -1.2088e+00   +9.1166e-02
 2.824849419171e+01   +5.438210404653e+04   -1.4350e+02   +1.7511e-03   +1.2781e+01   -1.2123e+00   +9.1439e-02
 2.827389562224e+01   +5.452894160242e+04   -1.4389e+02   +1.7526e-03   +1.2816e+01   -1.2157e+00   +9.1712e-02
 2.829931989409e+01   +5.467617563158e+04   -1.4428e+02   +1.7542e-03   +1.2851e+01   -1.2192e+00   +9.1987e-02
 2.832476702779e+01   +5.482380720452e+04   -1.4467e+02   +1.7558e-03   +1.2885e+01   -1.2227e+00   +9.2262e-02
 2.835023704389e+01   +5.497183739465e+04   -1.4506e+02   +1.7574e-03   +1.2920e+01   -1.2262e+00   +9.2538e-02
 2.837572996299e+01   +5.512026727825e+04   -1.4545e+02   +1.7590e-03   +1.2955e+01   -1.2297e+00   +9.2815e-02
 2.840124580566e+01   +5.526909793452e+04   -1.4584e+02   +1.7606e-03   +1.2990e+01   -1.2333e+00   +9.3093e-02
 2.842678459252e+01   +5.541833044559e+04   -1.4624e+02   +1.7621e-03   +1.3025e+01   -1.2368e+00   +9.3371e-02
 2.845234634422e+01   +5.556796589649e+04   -1.4663e+02   +1.7637e-03   +1.3060e+01   -1.2403e+00   +9.3651e-02
 2.847793108138e+01   +5.571800537518e+04   -1.4703e+02   +1.7653e-03   +1.3095e+01   -1.2439e+00   +9.3931e-02
 2.850353882469e+01   +5.586844997257e+04   -1.4742e+02   +1.7669e-03   +1.3131e+01   -1.2475e+00   +9.4212e-02
 2.852916959483e+01   +5.601930078251e+04   -1.4782e+02   +1.7685e-03   +1.3166e+01   -1.2510e+00   +9.4494e-02
 2.855482341251e+01   +5.617055890180e+04   -1.4822e+02   +1.7701e-03   +1.3202e+01   -1.2546e+00   +9.4777e-02
 2.858050029845e+01   +5.632222543020e+04   -1.4862e+02   +1.7717e-03   +1.3237e+01   -1.2582e+00   +9.5060e-02
 2.860620027339e+01   +5.647430147046e+04   -1.4902e+02   +1.7733e-03   +1.3273e+01   -1.2618e+00   +9.5345e-02
 2.863192335811e+01   +5.662678812827e+04   -1.4943e+02   +1.7749e-03   +1.3309e+01   -1.2654e+00   +9.5630e-02
 2.865766957337e+01   +5.677968651235e+04   -1.4983e+02   +1.7765e-03   +1.3345e+01   -1.2691e+00   +9.5916e-02
 2.868343893998e+01   +5.693299773437e+04   -1.5023e+02   +1.7781e-03   +1.3381e+01   -1.2727e+00   +9.6203e-02
 2.870923147875e+01   +5.708672290903e+04   -1.5064e+02   +1.7797e-03   +1.3417e+01   -1.2763e+00   +9.6491e-02
 2.873504721053e+01   +5.724086315404e+04   -1.5105e+02   +1.7813e-03   +1.3453e+01   -1.2800e+00   +9.6779e-02
 2.876088615616e+01   +5.739541959011e+04   -1.5145e+02   +1.7829e-03   +1.3490e+01   -1.2837e+00   +9.7069e-02
 2.878674833652e+01   +5.755039334098e+04   -1.5186e+02   +1.7845e-03   +1.3526e+01   -1.2873e+00   +9.7359e-02
 2.881263377251e+01   +5.770578553345e+04   -1.5227e+02   +1.7861e-03   +1.3563e+01   -1.2910e+00   +9.7650e-02
 2.883854248504e+01   +5.786159729732e+04   -1.5268e+02   +1.7877e-03   +1.3599e+01   -1.2947e+00   +9.7942e-02
 2.886447449503e+01   +5.801782976547e+04   -1.5310e+02   +1.7893e-03   +1.3636e+01   -1.2984e+00   +9.8235e-02
 2.889042982344e+01   +5.817448407384e+04   -1.5351e+02   +1.7909e-03   +1.3673e+01   -1.3022e+00   +9.8529e-02
 2.891640849123e+01   +5.833156136143e+04   -1.5392e+02   +1.7925e-03   +1.3710e+01   -1.3059e+00   +9.8824e-02
 2.894241051940e+01   +5.848906277030e+04   -1.5434e+02   +1.7941e-03   +1.3747e+01   -1.3096e+00   +9.9119e-02
 2.896843592894e+01   +5.864698944561e+04   -1.5476e+02   +1.7958e-03   +1.3784e+01   -1.3134e+00   +9.9416e-02
 2.899448474089e+01   +5.880534253563e+04   -1.5518e+02   +1.7974e-03   +1.3821e+01   -1.3172e+00   +9.9713e-02
 2.902055697628e+01   +5.896412319168e+04   -1.5559e+02   +1.7990e-03   +1.3858e+01   -1.3209e+00   +1.0001e-01
 2.904665265618e+01   +5.912333256824e+04   -1.5601e+02   +1.8006e-03   +1.3896e+01   -1.3247e+00   +1.0031e-01
 2.907277180167e+01   +5.928297182288e+04   -1.5644e+02   +1.8022e-03   +1.3933e+01   -1.3285e+00   +1.0061e-01
 2.909891443386e+01   +5.944304211631e+04   -1.5686e+02   +1.8039e-03   +1.3971e+01   -1.3323e+00   +1.0091e-01
 2.912508057385e+01   +5.960354461235e+04   -1.5728e+02   +1.8055e-03   +1.4009e+01   -1.3361e+00   +1.0121e-01
 2.915127024279e+01   +5.976448047799e+04   -1.5771e+02   +1.8071e-03   +1.4046e+01   -1.3399e+00   +1.0151e-01
 2.917748346184e+01   +5.992585088335e+04   -1.5813e+02   +1.8087e-03   +1.4084e+01   -1.3438e+00   +1.0182e-01
 2.920372025218e+01   +6.008765700172e+04   -1.5856e+02   +1.8104e-03   +1.4122e+01   -1.3476e+00   +1.0212e-01
 2.922998063499e+01   +6.024990000956e+04   -1.5899e+02   +1.8120e-03   +1.4161e+01   -1.3515e+00   +1.0243e-01
 2.925626463149e+01   +6.041258108651e+04   -1.5942e+02   +1.8136e-03   +1.4199e+01   -1.3554e+00   +1.0274e-01
 2.928257226293e+01   +6.057570141537e+04   -1.5985e+02   +1.8153e-03   +1.4237e+01   -1.3593e+00   +1.0304e-01
 2.930890355054e+01   +6.073926218217e+04   -1.6028e+02   +1.8169e-03   +1.4276e+01   -1.3632e+00   +1.0335e-01
 2.933525851561e+01   +6.090326457611e+04   -1.6071e+02   +1.8185e-03   +1.4314e+01   -1.3671e+00   +1.0366e-01
 2.936163717942e+01   +6.106770978962e+04   -1.6115e+02   +1.8202e-03   +1.4353e+01   -1.3710e+00   +1.0397e-01
 2.938803956328e+01   +6.123259901835e+04   -1.6158e+02   +1.8218e-03   +1.4392e+01   -1.3749e+00   +1.0428e-01
 2.941446568852e+01   +6.139793346117e+04   -1.6202e+02   +1.8234e-03   +1.4430e+01   -1.3788e+00   +1.0459e-01
 2.944091557650e+01   +6.156371432018e+04   -1.6246e+02   +1.8251e-03   +1.4469e+01   -1.3828e+00   +1.0490e-01
 2.946738924858e+01   +6.172994280074e+04   -1.6289e+02   +1.8267e-03   +1.4508e+01   -1.3867e+00   +1.0522e-01
 2.949388672614e+01   +6.189662011147e+04   -1.6333e+02   +1.8284e-03   +1.4548e+01   -1.3907e+00   +1.0553e-01
