# entropy density for QED , [dp^{(n)}/dT] = MeV^3 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   dp^{(0)}/dT,   dp^{(2)non-log}/dT,   dp^{(2)log}/dT,   dp^{(3)}/dT,   dp^{(4)}/dT,   dp^{(5)}/dT
 7.966030181555e-02   +4.845054325502e-04   -4.2886e-08   +2.9422e-10   +3.6388e-09   -5.8281e-09   -8.0230e-10
 7.973193344339e-02   +4.859797599463e-04   -4.3208e-08   +2.9765e-10   +3.6715e-09   -5.8434e-09   -8.0455e-10
 7.980362948337e-02   +4.874589895579e-04   -4.3533e-08   +3.0112e-10   +3.7044e-09   -5.8586e-09   -8.0681e-10
 7.987538999339e-02   +4.889431388873e-04   -4.3860e-08   +3.0463e-10   +3.7376e-09   -5.8739e-09   -8.0908e-10
 7.994721503145e-02   +4.904322254990e-04   -4.4189e-08   +3.0818e-10   +3.7710e-09   -5.8893e-09   -8.1135e-10
 8.001910465556e-02   +4.919262670200e-04   -4.4520e-08   +3.1176e-10   +3.8047e-09   -5.9047e-09   -8.1363e-10
 8.009105892380e-02   +4.934252811403e-04   -4.4854e-08   +3.1539e-10   +3.8388e-09   -5.9201e-09   -8.1591e-10
 8.016307789429e-02   +4.949292856125e-04   -4.5189e-08   +3.1905e-10   +3.8730e-09   -5.9356e-09   -8.1821e-10
 8.023516162522e-02   +4.964382982527e-04   -4.5528e-08   +3.2275e-10   +3.9076e-09   -5.9511e-09   -8.2051e-10
 8.030731017483e-02   +4.979523369402e-04   -4.5868e-08   +3.2649e-10   +3.9424e-09   -5.9666e-09   -8.2281e-10
 8.037952360139e-02   +4.994714196177e-04   -4.6211e-08   +3.3027e-10   +3.9775e-09   -5.9822e-09   -8.2513e-10
 8.045180196325e-02   +5.009955642918e-04   -4.6556e-08   +3.3409e-10   +4.0129e-09   -5.9979e-09   -8.2745e-10
 8.052414531880e-02   +5.025247890332e-04   -4.6904e-08   +3.3795e-10   +4.0486e-09   -6.0135e-09   -8.2977e-10
 8.059655372648e-02   +5.040591119764e-04   -4.7253e-08   +3.4185e-10   +4.0846e-09   -6.0292e-09   -8.3211e-10
 8.066902724478e-02   +5.055985513206e-04   -4.7606e-08   +3.4580e-10   +4.1208e-09   -6.0450e-09   -8.3445e-10
 8.074156593226e-02   +5.071431253294e-04   -4.7960e-08   +3.4978e-10   +4.1574e-09   -6.0607e-09   -8.3680e-10
 8.081416984751e-02   +5.086928523313e-04   -4.8317e-08   +3.5381e-10   +4.1942e-09   -6.0766e-09   -8.3915e-10
 8.088683904919e-02   +5.102477507195e-04   -4.8677e-08   +3.5788e-10   +4.2313e-09   -6.0924e-09   -8.4151e-10
 8.095957359601e-02   +5.118078389528e-04   -4.9039e-08   +3.6200e-10   +4.2688e-09   -6.1083e-09   -8.4388e-10
 8.103237354672e-02   +5.133731355550e-04   -4.9403e-08   +3.6615e-10   +4.3065e-09   -6.1243e-09   -8.4626e-10
 8.110523896013e-02   +5.149436591158e-04   -4.9770e-08   +3.7036e-10   +4.3445e-09   -6.1403e-09   -8.4864e-10
 8.117816989512e-02   +5.165194282904e-04   -5.0139e-08   +3.7460e-10   +4.3829e-09   -6.1563e-09   -8.5103e-10
 8.125116641060e-02   +5.181004618004e-04   -5.0511e-08   +3.7889e-10   +4.4215e-09   -6.1723e-09   -8.5343e-10
 8.132422856554e-02   +5.196867784333e-04   -5.0885e-08   +3.8323e-10   +4.4605e-09   -6.1884e-09   -8.5583e-10
 8.139735641897e-02   +5.212783970432e-04   -5.1262e-08   +3.8761e-10   +4.4998e-09   -6.2046e-09   -8.5824e-10
 8.147055002995e-02   +5.228753365508e-04   -5.1641e-08   +3.9204e-10   +4.5393e-09   -6.2207e-09   -8.6066e-10
 8.154380945763e-02   +5.244776159436e-04   -5.2023e-08   +3.9651e-10   +4.5792e-09   -6.2370e-09   -8.6309e-10
 8.161713476118e-02   +5.260852542763e-04   -5.2408e-08   +4.0103e-10   +4.6194e-09   -6.2532e-09   -8.6552e-10
 8.169052599984e-02   +5.276982706708e-04   -5.2795e-08   +4.0560e-10   +4.6600e-09   -6.2695e-09   -8.6796e-10
 8.176398323291e-02   +5.293166843163e-04   -5.3185e-08   +4.1022e-10   +4.7008e-09   -6.2859e-09   -8.7041e-10
 8.183750651971e-02   +5.309405144702e-04   -5.3577e-08   +4.1489e-10   +4.7420e-09   -6.3023e-09   -8.7286e-10
 8.191109591966e-02   +5.325697804572e-04   -5.3972e-08   +4.1960e-10   +4.7835e-09   -6.3187e-09   -8.7533e-10
 8.198475149220e-02   +5.342045016706e-04   -5.4369e-08   +4.2436e-10   +4.8253e-09   -6.3352e-09   -8.7780e-10
 8.205847329683e-02   +5.358446975718e-04   -5.4770e-08   +4.2918e-10   +4.8675e-09   -6.3517e-09   -8.8027e-10
 8.213226139311e-02   +5.374903876909e-04   -5.5173e-08   +4.3404e-10   +4.9100e-09   -6.3682e-09   -8.8276e-10
 8.220611584066e-02   +5.391415916266e-04   -5.5578e-08   +4.3895e-10   +4.9528e-09   -6.3848e-09   -8.8525e-10
 8.228003669912e-02   +5.407983290468e-04   -5.5987e-08   +4.4392e-10   +4.9960e-09   -6.4015e-09   -8.8775e-10
 8.235402402823e-02   +5.424606196884e-04   -5.6398e-08   +4.4894e-10   +5.0395e-09   -6.4181e-09   -8.9026e-10
 8.242807788776e-02   +5.441284833580e-04   -5.6812e-08   +4.5400e-10   +5.0833e-09   -6.4348e-09   -8.9277e-10
 8.250219833752e-02   +5.458019399314e-04   -5.7228e-08   +4.5913e-10   +5.1275e-09   -6.4516e-09   -8.9529e-10
 8.257638543740e-02   +5.474810093546e-04   -5.7648e-08   +4.6430e-10   +5.1721e-09   -6.4684e-09   -8.9782e-10
 8.265063924733e-02   +5.491657116437e-04   -5.8070e-08   +4.6953e-10   +5.2170e-09   -6.4852e-09   -9.0036e-10
 8.272495982729e-02   +5.508560668849e-04   -5.8495e-08   +4.7481e-10   +5.2622e-09   -6.5021e-09   -9.0290e-10
 8.279934723734e-02   +5.525520952349e-04   -5.8923e-08   +4.8015e-10   +5.3078e-09   -6.5190e-09   -9.0546e-10
 8.287380153755e-02   +5.542538169214e-04   -5.9353e-08   +4.8554e-10   +5.3538e-09   -6.5360e-09   -9.0802e-10
 8.294832278809e-02   +5.559612522428e-04   -5.9787e-08   +4.9099e-10   +5.4001e-09   -6.5530e-09   -9.1058e-10
 8.302291104915e-02   +5.576744215688e-04   -6.0223e-08   +4.9649e-10   +5.4468e-09   -6.5701e-09   -9.1316e-10
 8.309756638098e-02   +5.593933453403e-04   -6.0663e-08   +5.0205e-10   +5.4938e-09   -6.5872e-09   -9.1574e-10
 8.317228884391e-02   +5.611180440702e-04   -6.1105e-08   +5.0767e-10   +5.5412e-09   -6.6043e-09   -9.1833e-10
 8.324707849830e-02   +5.628485383430e-04   -6.1550e-08   +5.1335e-10   +5.5890e-09   -6.6215e-09   -9.2093e-10
 8.332193540456e-02   +5.645848488151e-04   -6.1998e-08   +5.1908e-10   +5.6371e-09   -6.6387e-09   -9.2354e-10
 8.339685962317e-02   +5.663269962156e-04   -6.2450e-08   +5.2488e-10   +5.6857e-09   -6.6560e-09   -9.2615e-10
 8.347185121465e-02   +5.680750013457e-04   -6.2904e-08   +5.3073e-10   +5.7346e-09   -6.6733e-09   -9.2878e-10
 8.354691023960e-02   +5.698288850797e-04   -6.3361e-08   +5.3664e-10   +5.7839e-09   -6.6906e-09   -9.3141e-10
 8.362203675864e-02   +5.715886683646e-04   -6.3821e-08   +5.4261e-10   +5.8335e-09   -6.7080e-09   -9.3404e-10
 8.369723083247e-02   +5.733543722208e-04   -6.4284e-08   +5.4865e-10   +5.8836e-09   -6.7255e-09   -9.3669e-10
 8.377249252184e-02   +5.751260177418e-04   -6.4750e-08   +5.5474e-10   +5.9340e-09   -6.7430e-09   -9.3934e-10
 8.384782188754e-02   +5.769036260952e-04   -6.5220e-08   +5.6090e-10   +5.9848e-09   -6.7605e-09   -9.4201e-10
 8.392321899044e-02   +5.786872185222e-04   -6.5692e-08   +5.6712e-10   +6.0361e-09   -6.7780e-09   -9.4468e-10
 8.399868389143e-02   +5.804768163380e-04   -6.6168e-08   +5.7341e-10   +6.0877e-09   -6.7957e-09   -9.4735e-10
 8.407421665150e-02   +5.822724409323e-04   -6.6646e-08   +5.7975e-10   +6.1397e-09   -6.8133e-09   -9.5004e-10
 8.414981733164e-02   +5.840741137695e-04   -6.7128e-08   +5.8617e-10   +6.1921e-09   -6.8310e-09   -9.5273e-10
 8.422548599295e-02   +5.858818563884e-04   -6.7613e-08   +5.9264e-10   +6.2449e-09   -6.8488e-09   -9.5544e-10
 8.430122269655e-02   +5.876956904033e-04   -6.8101e-08   +5.9919e-10   +6.2982e-09   -6.8666e-09   -9.5815e-10
 8.437702750362e-02   +5.895156375033e-04   -6.8593e-08   +6.0580e-10   +6.3518e-09   -6.8844e-09   -9.6087e-10
 8.445290047541e-02   +5.913417194532e-04   -6.9087e-08   +6.1247e-10   +6.4059e-09   -6.9023e-09   -9.6359e-10
 8.452884167321e-02   +5.931739580936e-04   -6.9585e-08   +6.1922e-10   +6.4603e-09   -6.9202e-09   -9.6633e-10
 8.460485115836e-02   +5.950123753410e-04   -7.0086e-08   +6.2603e-10   +6.5152e-09   -6.9381e-09   -9.6907e-10
 8.468092899228e-02   +5.968569931879e-04   -7.0591e-08   +6.3291e-10   +6.5705e-09   -6.9562e-09   -9.7182e-10
 8.475707523643e-02   +5.987078337034e-04   -7.1098e-08   +6.3986e-10   +6.6262e-09   -6.9742e-09   -9.7458e-10
 8.483328995231e-02   +6.005649190334e-04   -7.1609e-08   +6.4688e-10   +6.6824e-09   -6.9923e-09   -9.7735e-10
 8.490957320150e-02   +6.024282714003e-04   -7.2124e-08   +6.5397e-10   +6.7390e-09   -7.0105e-09   -9.8013e-10
 8.498592504563e-02   +6.042979131039e-04   -7.2641e-08   +6.6113e-10   +6.7960e-09   -7.0286e-09   -9.8291e-10
 8.506234554638e-02   +6.061738665214e-04   -7.3163e-08   +6.6837e-10   +6.8534e-09   -7.0469e-09   -9.8571e-10
 8.513883476548e-02   +6.080561541074e-04   -7.3687e-08   +6.7567e-10   +6.9113e-09   -7.0652e-09   -9.8851e-10
 8.521539276473e-02   +6.099447983945e-04   -7.4215e-08   +6.8305e-10   +6.9697e-09   -7.0835e-09   -9.9132e-10
 8.529201960598e-02   +6.118398219932e-04   -7.4746e-08   +6.9051e-10   +7.0284e-09   -7.1019e-09   -9.9414e-10
 8.536871535112e-02   +6.137412475926e-04   -7.5281e-08   +6.9804e-10   +7.0876e-09   -7.1203e-09   -9.9696e-10
 8.544548006212e-02   +6.156490979601e-04   -7.5820e-08   +7.0564e-10   +7.1473e-09   -7.1387e-09   -9.9980e-10
 8.552231380099e-02   +6.175633959420e-04   -7.6361e-08   +7.1332e-10   +7.2074e-09   -7.1573e-09   -1.0026e-09
 8.559921662981e-02   +6.194841644636e-04   -7.6907e-08   +7.2108e-10   +7.2680e-09   -7.1758e-09   -1.0055e-09
 8.567618861070e-02   +6.214114265296e-04   -7.7456e-08   +7.2891e-10   +7.3291e-09   -7.1944e-09   -1.0084e-09
 8.575322980584e-02   +6.233452052239e-04   -7.8008e-08   +7.3682e-10   +7.3906e-09   -7.2131e-09   -1.0112e-09
 8.583034027747e-02   +6.252855237106e-04   -7.8564e-08   +7.4481e-10   +7.4525e-09   -7.2318e-09   -1.0141e-09
 8.590752008789e-02   +6.272324052335e-04   -7.9124e-08   +7.5288e-10   +7.5150e-09   -7.2505e-09   -1.0170e-09
 8.598476929945e-02   +6.291858731166e-04   -7.9687e-08   +7.6103e-10   +7.5779e-09   -7.2693e-09   -1.0199e-09
 8.606208797455e-02   +6.311459507648e-04   -8.0254e-08   +7.6926e-10   +7.6412e-09   -7.2881e-09   -1.0228e-09
 8.613947617565e-02   +6.331126616632e-04   -8.0824e-08   +7.7757e-10   +7.7051e-09   -7.3070e-09   -1.0257e-09
 8.621693396528e-02   +6.350860293782e-04   -8.1399e-08   +7.8597e-10   +7.7694e-09   -7.3259e-09   -1.0286e-09
 8.629446140600e-02   +6.370660775575e-04   -8.1977e-08   +7.9445e-10   +7.8342e-09   -7.3449e-09   -1.0316e-09
 8.637205856046e-02   +6.390528299301e-04   -8.2558e-08   +8.0301e-10   +7.8995e-09   -7.3639e-09   -1.0345e-09
 8.644972549133e-02   +6.410463103066e-04   -8.3144e-08   +8.1165e-10   +7.9653e-09   -7.3830e-09   -1.0375e-09
 8.652746226137e-02   +6.430465425800e-04   -8.3733e-08   +8.2038e-10   +8.0316e-09   -7.4021e-09   -1.0404e-09
 8.660526893336e-02   +6.450535507251e-04   -8.4326e-08   +8.2920e-10   +8.0984e-09   -7.4213e-09   -1.0434e-09
 8.668314557018e-02   +6.470673587993e-04   -8.4923e-08   +8.3810e-10   +8.1657e-09   -7.4405e-09   -1.0464e-09
 8.676109223473e-02   +6.490879909429e-04   -8.5524e-08   +8.4709e-10   +8.2335e-09   -7.4597e-09   -1.0493e-09
 8.683910898997e-02   +6.511154713788e-04   -8.6128e-08   +8.5617e-10   +8.3018e-09   -7.4790e-09   -1.0523e-09
 8.691719589895e-02   +6.531498244136e-04   -8.6737e-08   +8.6534e-10   +8.3706e-09   -7.4984e-09   -1.0553e-09
 8.699535302474e-02   +6.551910744369e-04   -8.7349e-08   +8.7460e-10   +8.4399e-09   -7.5178e-09   -1.0584e-09
 8.707358043048e-02   +6.572392459223e-04   -8.7965e-08   +8.8395e-10   +8.5098e-09   -7.5372e-09   -1.0614e-09
 8.715187817937e-02   +6.592943634273e-04   -8.8586e-08   +8.9339e-10   +8.5801e-09   -7.5567e-09   -1.0644e-09
 8.723024633466e-02   +6.613564515936e-04   -8.9210e-08   +9.0292e-10   +8.6510e-09   -7.5763e-09   -1.0675e-09
 8.730868495967e-02   +6.634255351475e-04   -8.9838e-08   +9.1255e-10   +8.7224e-09   -7.5959e-09   -1.0705e-09
 8.738719411775e-02   +6.655016389000e-04   -9.0470e-08   +9.2227e-10   +8.7943e-09   -7.6155e-09   -1.0736e-09
 8.746577387233e-02   +6.675847877468e-04   -9.1106e-08   +9.3209e-10   +8.8668e-09   -7.6352e-09   -1.0766e-09
 8.754442428691e-02   +6.696750066694e-04   -9.1747e-08   +9.4199e-10   +8.9398e-09   -7.6549e-09   -1.0797e-09
 8.762314542500e-02   +6.717723207343e-04   -9.2391e-08   +9.5200e-10   +9.0134e-09   -7.6747e-09   -1.0828e-09
 8.770193735021e-02   +6.738767550940e-04   -9.3040e-08   +9.6210e-10   +9.0875e-09   -7.6946e-09   -1.0859e-09
 8.778080012620e-02   +6.759883349871e-04   -9.3693e-08   +9.7231e-10   +9.1621e-09   -7.7144e-09   -1.0890e-09
 8.785973381667e-02   +6.781070857383e-04   -9.4349e-08   +9.8261e-10   +9.2373e-09   -7.7344e-09   -1.0921e-09
 8.793873848538e-02   +6.802330327588e-04   -9.5010e-08   +9.9301e-10   +9.3130e-09   -7.7544e-09   -1.0952e-09
 8.801781419617e-02   +6.823662015469e-04   -9.5676e-08   +1.0035e-09   +9.3894e-09   -7.7744e-09   -1.0984e-09
 8.809696101292e-02   +6.845066176876e-04   -9.6345e-08   +1.0141e-09   +9.4662e-09   -7.7945e-09   -1.1015e-09
 8.817617899956e-02   +6.866543068535e-04   -9.7019e-08   +1.0248e-09   +9.5437e-09   -7.8146e-09   -1.1047e-09
 8.825546822009e-02   +6.888092948046e-04   -9.7697e-08   +1.0356e-09   +9.6217e-09   -7.8348e-09   -1.1078e-09
 8.833482873857e-02   +6.909716073888e-04   -9.8379e-08   +1.0465e-09   +9.7002e-09   -7.8550e-09   -1.1110e-09
 8.841426061911e-02   +6.931412705421e-04   -9.9066e-08   +1.0575e-09   +9.7794e-09   -7.8753e-09   -1.1142e-09
 8.849376392587e-02   +6.953183102889e-04   -9.9757e-08   +1.0687e-09   +9.8591e-09   -7.8956e-09   -1.1174e-09
 8.857333872310e-02   +6.975027527422e-04   -1.0045e-07   +1.0799e-09   +9.9395e-09   -7.9160e-09   -1.1206e-09
 8.865298507506e-02   +6.996946241040e-04   -1.0115e-07   +1.0912e-09   +1.0020e-08   -7.9365e-09   -1.1238e-09
 8.873270304610e-02   +7.018939506652e-04   -1.0186e-07   +1.1027e-09   +1.0102e-08   -7.9569e-09   -1.1270e-09
 8.881249270064e-02   +7.041007588065e-04   -1.0257e-07   +1.1142e-09   +1.0184e-08   -7.9775e-09   -1.1302e-09
 8.889235410311e-02   +7.063150749980e-04   -1.0328e-07   +1.1259e-09   +1.0267e-08   -7.9980e-09   -1.1335e-09
 8.897228731805e-02   +7.085369257998e-04   -1.0400e-07   +1.1377e-09   +1.0350e-08   -8.0187e-09   -1.1367e-09
 8.905229241002e-02   +7.107663378623e-04   -1.0472e-07   +1.1496e-09   +1.0434e-08   -8.0394e-09   -1.1400e-09
 8.913236944365e-02   +7.130033379265e-04   -1.0544e-07   +1.1616e-09   +1.0518e-08   -8.0601e-09   -1.1433e-09
 8.921251848365e-02   +7.152479528241e-04   -1.0618e-07   +1.1737e-09   +1.0603e-08   -8.0809e-09   -1.1465e-09
 8.929273959476e-02   +7.175002094776e-04   -1.0691e-07   +1.1860e-09   +1.0689e-08   -8.1017e-09   -1.1498e-09
 8.937303284178e-02   +7.197601349012e-04   -1.0765e-07   +1.1983e-09   +1.0776e-08   -8.1226e-09   -1.1531e-09
 8.945339828958e-02   +7.220277562003e-04   -1.0840e-07   +1.2108e-09   +1.0863e-08   -8.1436e-09   -1.1565e-09
 8.953383600308e-02   +7.243031005725e-04   -1.0915e-07   +1.2234e-09   +1.0950e-08   -8.1645e-09   -1.1598e-09
 8.961434604727e-02   +7.265861953074e-04   -1.0990e-07   +1.2361e-09   +1.1038e-08   -8.1856e-09   -1.1631e-09
 8.969492848719e-02   +7.288770677868e-04   -1.1066e-07   +1.2489e-09   +1.1127e-08   -8.2067e-09   -1.1665e-09
 8.977558338794e-02   +7.311757454855e-04   -1.1142e-07   +1.2618e-09   +1.1217e-08   -8.2278e-09   -1.1698e-09
 8.985631081467e-02   +7.334822559710e-04   -1.1219e-07   +1.2749e-09   +1.1307e-08   -8.2490e-09   -1.1732e-09
 8.993711083261e-02   +7.357966269042e-04   -1.1297e-07   +1.2881e-09   +1.1398e-08   -8.2703e-09   -1.1765e-09
 9.001798350702e-02   +7.381188860393e-04   -1.1375e-07   +1.3014e-09   +1.1490e-08   -8.2916e-09   -1.1799e-09
 9.009892890323e-02   +7.404490612244e-04   -1.1453e-07   +1.3149e-09   +1.1582e-08   -8.3130e-09   -1.1833e-09
 9.017994708666e-02   +7.427871804017e-04   -1.1532e-07   +1.3284e-09   +1.1674e-08   -8.3344e-09   -1.1867e-09
 9.026103812273e-02   +7.451332716076e-04   -1.1611e-07   +1.3421e-09   +1.1768e-08   -8.3558e-09   -1.1901e-09
 9.034220207697e-02   +7.474873629732e-04   -1.1691e-07   +1.3560e-09   +1.1862e-08   -8.3773e-09   -1.1936e-09
 9.042343901494e-02   +7.498494827244e-04   -1.1771e-07   +1.3699e-09   +1.1957e-08   -8.3989e-09   -1.1970e-09
 9.050474900227e-02   +7.522196591824e-04   -1.1852e-07   +1.3840e-09   +1.2052e-08   -8.4205e-09   -1.2004e-09
 9.058613210465e-02   +7.545979207638e-04   -1.1934e-07   +1.3982e-09   +1.2149e-08   -8.4422e-09   -1.2039e-09
 9.066758838782e-02   +7.569842959808e-04   -1.2015e-07   +1.4126e-09   +1.2246e-08   -8.4639e-09   -1.2074e-09
 9.074911791759e-02   +7.593788134418e-04   -1.2098e-07   +1.4271e-09   +1.2343e-08   -8.4857e-09   -1.2108e-09
 9.083072075983e-02   +7.617815018514e-04   -1.2180e-07   +1.4417e-09   +1.2441e-08   -8.5075e-09   -1.2143e-09
 9.091239698045e-02   +7.641923900107e-04   -1.2264e-07   +1.4565e-09   +1.2541e-08   -8.5294e-09   -1.2178e-09
 9.099414664544e-02   +7.666115068179e-04   -1.2348e-07   +1.4714e-09   +1.2640e-08   -8.5514e-09   -1.2213e-09
 9.107596982084e-02   +7.690388812680e-04   -1.2432e-07   +1.4864e-09   +1.2741e-08   -8.5734e-09   -1.2248e-09
 9.115786657275e-02   +7.714745424537e-04   -1.2517e-07   +1.5016e-09   +1.2842e-08   -8.5954e-09   -1.2284e-09
 9.123983696734e-02   +7.739185195653e-04   -1.2603e-07   +1.5169e-09   +1.2943e-08   -8.6175e-09   -1.2319e-09
 9.132188107083e-02   +7.763708418913e-04   -1.2689e-07   +1.5324e-09   +1.3046e-08   -8.6397e-09   -1.2355e-09
 9.140399894948e-02   +7.788315388181e-04   -1.2775e-07   +1.5480e-09   +1.3149e-08   -8.6619e-09   -1.2390e-09
 9.148619066966e-02   +7.813006398311e-04   -1.2862e-07   +1.5637e-09   +1.3253e-08   -8.6842e-09   -1.2426e-09
 9.156845629774e-02   +7.837781745143e-04   -1.2950e-07   +1.5796e-09   +1.3358e-08   -8.7065e-09   -1.2462e-09
 9.165079590020e-02   +7.862641725509e-04   -1.3038e-07   +1.5956e-09   +1.3464e-08   -8.7289e-09   -1.2498e-09
 9.173320954356e-02   +7.887586637235e-04   -1.3127e-07   +1.6118e-09   +1.3570e-08   -8.7513e-09   -1.2534e-09
 9.181569729438e-02   +7.912616779147e-04   -1.3216e-07   +1.6282e-09   +1.3677e-08   -8.7738e-09   -1.2570e-09
 9.189825921931e-02   +7.937732451069e-04   -1.3306e-07   +1.6447e-09   +1.3785e-08   -8.7963e-09   -1.2606e-09
 9.198089538504e-02   +7.962933953828e-04   -1.3396e-07   +1.6613e-09   +1.3893e-08   -8.8189e-09   -1.2643e-09
 9.206360585834e-02   +7.988221589258e-04   -1.3487e-07   +1.6781e-09   +1.4003e-08   -8.8416e-09   -1.2679e-09
 9.214639070603e-02   +8.013595660202e-04   -1.3578e-07   +1.6951e-09   +1.4112e-08   -8.8643e-09   -1.2716e-09
 9.222924999497e-02   +8.039056470515e-04   -1.3670e-07   +1.7122e-09   +1.4223e-08   -8.8870e-09   -1.2753e-09
 9.231218379212e-02   +8.064604325067e-04   -1.3763e-07   +1.7294e-09   +1.4335e-08   -8.9098e-09   -1.2790e-09
 9.239519216447e-02   +8.090239529745e-04   -1.3856e-07   +1.7469e-09   +1.4447e-08   -8.9327e-09   -1.2827e-09
 9.247827517908e-02   +8.115962391459e-04   -1.3950e-07   +1.7644e-09   +1.4560e-08   -8.9557e-09   -1.2864e-09
 9.256143290306e-02   +8.141773218141e-04   -1.4044e-07   +1.7822e-09   +1.4675e-08   -8.9786e-09   -1.2901e-09
 9.264466540360e-02   +8.167672318750e-04   -1.4139e-07   +1.8001e-09   +1.4789e-08   -9.0017e-09   -1.2938e-09
 9.272797274794e-02   +8.193660003276e-04   -1.4234e-07   +1.8182e-09   +1.4905e-08   -9.0248e-09   -1.2976e-09
 9.281135500337e-02   +8.219736582740e-04   -1.4330e-07   +1.8364e-09   +1.5021e-08   -9.0479e-09   -1.3013e-09
 9.289481223727e-02   +8.245902369202e-04   -1.4427e-07   +1.8548e-09   +1.5138e-08   -9.0712e-09   -1.3051e-09
 9.297834451705e-02   +8.272157675757e-04   -1.4524e-07   +1.8734e-09   +1.5256e-08   -9.0944e-09   -1.3089e-09
 9.306195191019e-02   +8.298502816543e-04   -1.4622e-07   +1.8921e-09   +1.5375e-08   -9.1177e-09   -1.3127e-09
 9.314563448423e-02   +8.324938106746e-04   -1.4720e-07   +1.9110e-09   +1.5495e-08   -9.1411e-09   -1.3165e-09
 9.322939230679e-02   +8.351463862595e-04   -1.4820e-07   +1.9301e-09   +1.5615e-08   -9.1646e-09   -1.3203e-09
 9.331322544552e-02   +8.378080401374e-04   -1.4919e-07   +1.9493e-09   +1.5737e-08   -9.1881e-09   -1.3241e-09
 9.339713396815e-02   +8.404788041419e-04   -1.5019e-07   +1.9688e-09   +1.5859e-08   -9.2116e-09   -1.3279e-09
 9.348111794246e-02   +8.431587102122e-04   -1.5120e-07   +1.9884e-09   +1.5982e-08   -9.2352e-09   -1.3318e-09
 9.356517743631e-02   +8.458477903938e-04   -1.5222e-07   +2.0082e-09   +1.6106e-08   -9.2589e-09   -1.3356e-09
 9.364931251760e-02   +8.485460768383e-04   -1.5324e-07   +2.0281e-09   +1.6231e-08   -9.2826e-09   -1.3395e-09
 9.373352325430e-02   +8.512536018039e-04   -1.5426e-07   +2.0483e-09   +1.6356e-08   -9.3064e-09   -1.3434e-09
 9.381780971444e-02   +8.539703976560e-04   -1.5530e-07   +2.0686e-09   +1.6483e-08   -9.3303e-09   -1.3473e-09
 9.390217196611e-02   +8.566964968669e-04   -1.5634e-07   +2.0891e-09   +1.6610e-08   -9.3542e-09   -1.3512e-09
 9.398661007747e-02   +8.594319320167e-04   -1.5738e-07   +2.1098e-09   +1.6738e-08   -9.3781e-09   -1.3551e-09
 9.407112411673e-02   +8.621767357931e-04   -1.5843e-07   +2.1306e-09   +1.6867e-08   -9.4022e-09   -1.3591e-09
 9.415571415216e-02   +8.649309409924e-04   -1.5949e-07   +2.1517e-09   +1.6998e-08   -9.4262e-09   -1.3630e-09
 9.424038025210e-02   +8.676945805189e-04   -1.6056e-07   +2.1730e-09   +1.7128e-08   -9.4504e-09   -1.3670e-09
 9.432512248496e-02   +8.704676873860e-04   -1.6163e-07   +2.1944e-09   +1.7260e-08   -9.4746e-09   -1.3709e-09
 9.440994091918e-02   +8.732502947160e-04   -1.6271e-07   +2.2160e-09   +1.7393e-08   -9.4988e-09   -1.3749e-09
 9.449483562329e-02   +8.760424357409e-04   -1.6379e-07   +2.2379e-09   +1.7527e-08   -9.5231e-09   -1.3789e-09
 9.457980666588e-02   +8.788441438023e-04   -1.6488e-07   +2.2599e-09   +1.7661e-08   -9.5475e-09   -1.3829e-09
 9.466485411558e-02   +8.816554523516e-04   -1.6598e-07   +2.2821e-09   +1.7796e-08   -9.5719e-09   -1.3869e-09
 9.474997804111e-02   +8.844763949511e-04   -1.6708e-07   +2.3045e-09   +1.7933e-08   -9.5964e-09   -1.3910e-09
 9.483517851124e-02   +8.873070052732e-04   -1.6819e-07   +2.3272e-09   +1.8070e-08   -9.6210e-09   -1.3950e-09
 9.492045559478e-02   +8.901473171018e-04   -1.6931e-07   +2.3500e-09   +1.8209e-08   -9.6456e-09   -1.3991e-09
 9.500580936064e-02   +8.929973643318e-04   -1.7044e-07   +2.3730e-09   +1.8348e-08   -9.6703e-09   -1.4031e-09
 9.509123987777e-02   +8.958571809699e-04   -1.7157e-07   +2.3962e-09   +1.8488e-08   -9.6950e-09   -1.4072e-09
 9.517674721518e-02   +8.987268011347e-04   -1.7270e-07   +2.4197e-09   +1.8629e-08   -9.7198e-09   -1.4113e-09
 9.526233144195e-02   +9.016062590570e-04   -1.7385e-07   +2.4433e-09   +1.8771e-08   -9.7447e-09   -1.4154e-09
 9.534799262723e-02   +9.044955890805e-04   -1.7500e-07   +2.4672e-09   +1.8914e-08   -9.7696e-09   -1.4195e-09
 9.543373084021e-02   +9.073948256615e-04   -1.7616e-07   +2.4912e-09   +1.9058e-08   -9.7945e-09   -1.4236e-09
 9.551954615015e-02   +9.103040033696e-04   -1.7732e-07   +2.5155e-09   +1.9203e-08   -9.8196e-09   -1.4278e-09
 9.560543862640e-02   +9.132231568882e-04   -1.7850e-07   +2.5400e-09   +1.9349e-08   -9.8447e-09   -1.4320e-09
 9.569140833832e-02   +9.161523210144e-04   -1.7967e-07   +2.5647e-09   +1.9496e-08   -9.8698e-09   -1.4361e-09
 9.577745535539e-02   +9.190915306595e-04   -1.8086e-07   +2.5896e-09   +1.9644e-08   -9.8951e-09   -1.4403e-09
