# second T derivative of pressure for QED , [d2p^{(n)}/dT2] = MeV^2 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.04747 with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   d2p^{(0)}/dT2,   d2p^{(2)non-log}/dT2,   d2p^{(2)log}/dT2,   d2p^{(3)}/dT2,   d2p^{(4)}/dT2,   d2p^{(5)}/dT2
 5.973913294702e-03   +1.870354667781e-07   -3.5412e-40   +1.4360e-74   +2.4379e-56   -1.2591e-09   -1.6675e-10
 5.979285118862e-03   +1.875404751301e-07   -3.8226e-40   +1.6716e-74   +2.7304e-56   -1.2614e-09   -1.6705e-10
 5.984661773439e-03   +1.880468470387e-07   -4.1260e-40   +1.9456e-74   +3.0576e-56   -1.2636e-09   -1.6735e-10
 5.990043262777e-03   +1.885545861855e-07   -4.4532e-40   +2.2641e-74   +3.4237e-56   -1.2659e-09   -1.6765e-10
 5.995429591224e-03   +1.890636962622e-07   -4.8060e-40   +2.6345e-74   +3.8332e-56   -1.2682e-09   -1.6795e-10
 6.000820763130e-03   +1.895741809703e-07   -5.1864e-40   +3.0649e-74   +4.2912e-56   -1.2705e-09   -1.6825e-10
 6.006216782852e-03   +1.900860440216e-07   -5.5966e-40   +3.5653e-74   +4.8035e-56   -1.2727e-09   -1.6856e-10
 6.011617654748e-03   +1.905992891375e-07   -6.0388e-40   +4.1468e-74   +5.3764e-56   -1.2750e-09   -1.6886e-10
 6.017023383181e-03   +1.911139200498e-07   -6.5154e-40   +4.8224e-74   +6.0170e-56   -1.2773e-09   -1.6916e-10
 6.022433972520e-03   +1.916299405003e-07   -7.0292e-40   +5.6073e-74   +6.7332e-56   -1.2796e-09   -1.6947e-10
 6.027849427133e-03   +1.921473542406e-07   -7.5830e-40   +6.5191e-74   +7.5339e-56   -1.2819e-09   -1.6977e-10
 6.033269751398e-03   +1.926661650330e-07   -8.1799e-40   +7.5782e-74   +8.4289e-56   -1.2842e-09   -1.7008e-10
 6.038694949691e-03   +1.931863766493e-07   -8.8232e-40   +8.8081e-74   +9.4293e-56   -1.2866e-09   -1.7038e-10
 6.044125026397e-03   +1.937079928721e-07   -9.5163e-40   +1.0236e-73   +1.0547e-55   -1.2889e-09   -1.7069e-10
 6.049559985902e-03   +1.942310174938e-07   -1.0263e-39   +1.1894e-73   +1.1797e-55   -1.2912e-09   -1.7100e-10
 6.054999832596e-03   +1.947554543172e-07   -1.1068e-39   +1.3819e-73   +1.3193e-55   -1.2935e-09   -1.7131e-10
 6.060444570875e-03   +1.952813071553e-07   -1.1935e-39   +1.6053e-73   +1.4753e-55   -1.2958e-09   -1.7161e-10
 6.065894205136e-03   +1.958085798314e-07   -1.2869e-39   +1.8645e-73   +1.6495e-55   -1.2982e-09   -1.7192e-10
 6.071348739783e-03   +1.963372761793e-07   -1.3876e-39   +2.1654e-73   +1.8442e-55   -1.3005e-09   -1.7223e-10
 6.076808179221e-03   +1.968674000429e-07   -1.4960e-39   +2.5144e-73   +2.0616e-55   -1.3028e-09   -1.7254e-10
 6.082272527862e-03   +1.973989552767e-07   -1.6127e-39   +2.9193e-73   +2.3044e-55   -1.3052e-09   -1.7285e-10
 6.087741790119e-03   +1.979319457453e-07   -1.7385e-39   +3.3889e-73   +2.5755e-55   -1.3075e-09   -1.7316e-10
 6.093215970412e-03   +1.984663753241e-07   -1.8739e-39   +3.9335e-73   +2.8783e-55   -1.3099e-09   -1.7347e-10
 6.098695073161e-03   +1.990022478988e-07   -2.0198e-39   +4.5651e-73   +3.2163e-55   -1.3122e-09   -1.7379e-10
 6.104179102795e-03   +1.995395673655e-07   -2.1768e-39   +5.2973e-73   +3.5936e-55   -1.3146e-09   -1.7410e-10
 6.109668063743e-03   +2.000783376309e-07   -2.3459e-39   +6.1461e-73   +4.0148e-55   -1.3170e-09   -1.7441e-10
 6.115161960439e-03   +2.006185626123e-07   -2.5280e-39   +7.1300e-73   +4.4849e-55   -1.3193e-09   -1.7473e-10
 6.120660797322e-03   +2.011602462375e-07   -2.7240e-39   +8.2703e-73   +5.0096e-55   -1.3217e-09   -1.7504e-10
 6.126164578834e-03   +2.017033924450e-07   -2.9351e-39   +9.5916e-73   +5.5950e-55   -1.3241e-09   -1.7536e-10
 6.131673309421e-03   +2.022480051838e-07   -3.1622e-39   +1.1123e-72   +6.2482e-55   -1.3265e-09   -1.7567e-10
 6.137186993534e-03   +2.027940884136e-07   -3.4067e-39   +1.2896e-72   +6.9770e-55   -1.3289e-09   -1.7599e-10
 6.142705635626e-03   +2.033416461050e-07   -3.6699e-39   +1.4950e-72   +7.7901e-55   -1.3312e-09   -1.7630e-10
 6.148229240157e-03   +2.038906822389e-07   -3.9531e-39   +1.7330e-72   +8.6970e-55   -1.3336e-09   -1.7662e-10
 6.153757811588e-03   +2.044412008074e-07   -4.2579e-39   +2.0085e-72   +9.7085e-55   -1.3360e-09   -1.7694e-10
 6.159291354385e-03   +2.049932058131e-07   -4.5859e-39   +2.3275e-72   +1.0836e-54   -1.3385e-09   -1.7726e-10
 6.164829873020e-03   +2.055467012695e-07   -4.9389e-39   +2.6969e-72   +1.2094e-54   -1.3408e-09   -1.7758e-10
 6.170373371966e-03   +2.061016912009e-07   -5.3186e-39   +3.1244e-72   +1.3497e-54   -1.3433e-09   -1.7790e-10
 6.175921855702e-03   +2.066581796424e-07   -5.7272e-39   +3.6192e-72   +1.5061e-54   -1.3457e-09   -1.7822e-10
 6.181475328709e-03   +2.072161706402e-07   -6.1667e-39   +4.1918e-72   +1.6804e-54   -1.3481e-09   -1.7854e-10
 6.187033795476e-03   +2.077756682513e-07   -6.6396e-39   +4.8544e-72   +1.8747e-54   -1.3505e-09   -1.7886e-10
 6.192597260491e-03   +2.083366765436e-07   -7.1482e-39   +5.6209e-72   +2.0913e-54   -1.3530e-09   -1.7918e-10
 6.198165728250e-03   +2.088991995960e-07   -7.6952e-39   +6.5076e-72   +2.3326e-54   -1.3554e-09   -1.7950e-10
 6.203739203251e-03   +2.094632414986e-07   -8.2836e-39   +7.5331e-72   +2.6016e-54   -1.3578e-09   -1.7982e-10
 6.209317689996e-03   +2.100288063522e-07   -8.9163e-39   +8.7192e-72   +2.9012e-54   -1.3603e-09   -1.8015e-10
 6.214901192993e-03   +2.105958982691e-07   -9.5968e-39   +1.0091e-71   +3.2351e-54   -1.3627e-09   -1.8047e-10
 6.220489716752e-03   +2.111645213722e-07   -1.0329e-38   +1.1676e-71   +3.6070e-54   -1.3652e-09   -1.8080e-10
 6.226083265787e-03   +2.117346797961e-07   -1.1115e-38   +1.3509e-71   +4.0213e-54   -1.3676e-09   -1.8112e-10
 6.231681844617e-03   +2.123063776861e-07   -1.1961e-38   +1.5628e-71   +4.4827e-54   -1.3701e-09   -1.8145e-10
 6.237285457766e-03   +2.128796191988e-07   -1.2871e-38   +1.8076e-71   +4.9966e-54   -1.3726e-09   -1.8178e-10
 6.242894109761e-03   +2.134544085023e-07   -1.3848e-38   +2.0906e-71   +5.5688e-54   -1.3750e-09   -1.8210e-10
 6.248507805131e-03   +2.140307497756e-07   -1.4899e-38   +2.4175e-71   +6.2059e-54   -1.3775e-09   -1.8243e-10
 6.254126548413e-03   +2.146086472091e-07   -1.6029e-38   +2.7951e-71   +6.9152e-54   -1.3800e-09   -1.8276e-10
 6.259750344145e-03   +2.151881050045e-07   -1.7243e-38   +3.2313e-71   +7.7049e-54   -1.3825e-09   -1.8309e-10
 6.265379196871e-03   +2.157691273751e-07   -1.8547e-38   +3.7351e-71   +8.5839e-54   -1.3850e-09   -1.8342e-10
 6.271013111137e-03   +2.163517185451e-07   -1.9950e-38   +4.3169e-71   +9.5622e-54   -1.3874e-09   -1.8375e-10
 6.276652091497e-03   +2.169358827506e-07   -2.1457e-38   +4.9886e-71   +1.0651e-53   -1.3899e-09   -1.8408e-10
 6.282296142504e-03   +2.175216242387e-07   -2.3076e-38   +5.7641e-71   +1.1862e-53   -1.3924e-09   -1.8441e-10
 6.287945268718e-03   +2.181089472682e-07   -2.4815e-38   +6.6593e-71   +1.3210e-53   -1.3949e-09   -1.8474e-10
 6.293599474704e-03   +2.186978561095e-07   -2.6685e-38   +7.6925e-71   +1.4710e-53   -1.3974e-09   -1.8507e-10
 6.299258765029e-03   +2.192883550443e-07   -2.8693e-38   +8.8849e-71   +1.6379e-53   -1.4000e-09   -1.8540e-10
 6.304923144265e-03   +2.198804483660e-07   -3.0850e-38   +1.0261e-70   +1.8235e-53   -1.4025e-09   -1.8574e-10
 6.310592616988e-03   +2.204741403795e-07   -3.3167e-38   +1.1848e-70   +2.0299e-53   -1.4050e-09   -1.8607e-10
 6.316267187777e-03   +2.210694354015e-07   -3.5656e-38   +1.3679e-70   +2.2594e-53   -1.4075e-09   -1.8641e-10
 6.321946861218e-03   +2.216663377600e-07   -3.8329e-38   +1.5791e-70   +2.5147e-53   -1.4101e-09   -1.8674e-10
 6.327631641899e-03   +2.222648517951e-07   -4.1200e-38   +1.8227e-70   +2.7986e-53   -1.4126e-09   -1.8708e-10
 6.333321534412e-03   +2.228649818584e-07   -4.4283e-38   +2.1035e-70   +3.1142e-53   -1.4152e-09   -1.8741e-10
 6.339016543354e-03   +2.234667323133e-07   -4.7593e-38   +2.4274e-70   +3.4650e-53   -1.4177e-09   -1.8775e-10
 6.344716673325e-03   +2.240701075349e-07   -5.1148e-38   +2.8007e-70   +3.8550e-53   -1.4202e-09   -1.8809e-10
 6.350421928931e-03   +2.246751119102e-07   -5.4965e-38   +3.2310e-70   +4.2885e-53   -1.4228e-09   -1.8843e-10
 6.356132314780e-03   +2.252817498381e-07   -5.9062e-38   +3.7269e-70   +4.7702e-53   -1.4254e-09   -1.8877e-10
 6.361847835486e-03   +2.258900257292e-07   -6.3461e-38   +4.2984e-70   +5.3055e-53   -1.4279e-09   -1.8911e-10
 6.367568495666e-03   +2.264999440062e-07   -6.8183e-38   +4.9569e-70   +5.9003e-53   -1.4305e-09   -1.8945e-10
 6.373294299941e-03   +2.271115091036e-07   -7.3252e-38   +5.7155e-70   +6.5612e-53   -1.4331e-09   -1.8979e-10
 6.379025252938e-03   +2.277247254679e-07   -7.8693e-38   +6.5893e-70   +7.2954e-53   -1.4356e-09   -1.9013e-10
 6.384761359285e-03   +2.283395975577e-07   -8.4532e-38   +7.5959e-70   +8.1110e-53   -1.4382e-09   -1.9047e-10
 6.390502623618e-03   +2.289561298435e-07   -9.0798e-38   +8.7550e-70   +9.0169e-53   -1.4408e-09   -1.9082e-10
 6.396249050573e-03   +2.295743268080e-07   -9.7523e-38   +1.0090e-69   +1.0023e-52   -1.4434e-09   -1.9116e-10
 6.402000644794e-03   +2.301941929459e-07   -1.0474e-37   +1.1626e-69   +1.1140e-52   -1.4460e-09   -1.9150e-10
 6.407757410927e-03   +2.308157327642e-07   -1.1248e-37   +1.3395e-69   +1.2381e-52   -1.4486e-09   -1.9185e-10
 6.413519353622e-03   +2.314389507817e-07   -1.2079e-37   +1.5431e-69   +1.3758e-52   -1.4512e-09   -1.9219e-10
 6.419286477534e-03   +2.320638515299e-07   -1.2970e-37   +1.7775e-69   +1.5287e-52   -1.4538e-09   -1.9254e-10
 6.425058787323e-03   +2.326904395522e-07   -1.3926e-37   +2.0471e-69   +1.6985e-52   -1.4564e-09   -1.9288e-10
 6.430836287652e-03   +2.333187194043e-07   -1.4952e-37   +2.3574e-69   +1.8869e-52   -1.4591e-09   -1.9323e-10
 6.436618983187e-03   +2.339486956543e-07   -1.6052e-37   +2.7143e-69   +2.0960e-52   -1.4617e-09   -1.9358e-10
 6.442406878601e-03   +2.345803728826e-07   -1.7232e-37   +3.1249e-69   +2.3281e-52   -1.4643e-09   -1.9393e-10
 6.448199978569e-03   +2.352137556820e-07   -1.8498e-37   +3.5971e-69   +2.5856e-52   -1.4669e-09   -1.9428e-10
 6.453998287771e-03   +2.358488486575e-07   -1.9855e-37   +4.1401e-69   +2.8713e-52   -1.4696e-09   -1.9463e-10
 6.459801810893e-03   +2.364856564269e-07   -2.1310e-37   +4.7645e-69   +3.1883e-52   -1.4722e-09   -1.9498e-10
 6.465610552621e-03   +2.371241836200e-07   -2.2871e-37   +5.4824e-69   +3.5400e-52   -1.4749e-09   -1.9533e-10
 6.471424517648e-03   +2.377644348796e-07   -2.4545e-37   +6.3076e-69   +3.9300e-52   -1.4775e-09   -1.9568e-10
 6.477243710673e-03   +2.384064148607e-07   -2.6339e-37   +7.2562e-69   +4.3626e-52   -1.4802e-09   -1.9603e-10
 6.483068136395e-03   +2.390501282310e-07   -2.8262e-37   +8.3463e-69   +4.8424e-52   -1.4829e-09   -1.9638e-10
 6.488897799519e-03   +2.396955796707e-07   -3.0324e-37   +9.5989e-69   +5.3744e-52   -1.4855e-09   -1.9674e-10
 6.494732704756e-03   +2.403427738727e-07   -3.2535e-37   +1.1038e-68   +5.9643e-52   -1.4882e-09   -1.9709e-10
 6.500572856820e-03   +2.409917155427e-07   -3.4904e-37   +1.2692e-68   +6.6184e-52   -1.4909e-09   -1.9745e-10
 6.506418260427e-03   +2.416424093989e-07   -3.7444e-37   +1.4591e-68   +7.3434e-52   -1.4936e-09   -1.9780e-10
 6.512268920302e-03   +2.422948601722e-07   -4.0166e-37   +1.6772e-68   +8.1471e-52   -1.4963e-09   -1.9816e-10
 6.518124841169e-03   +2.429490726066e-07   -4.3083e-37   +1.9277e-68   +9.0379e-52   -1.4989e-09   -1.9851e-10
 6.523986027760e-03   +2.436050514586e-07   -4.6208e-37   +2.2154e-68   +1.0025e-51   -1.5016e-09   -1.9887e-10
 6.529852484809e-03   +2.442628014977e-07   -4.9558e-37   +2.5456e-68   +1.1119e-51   -1.5043e-09   -1.9923e-10
 6.535724217057e-03   +2.449223275061e-07   -5.3147e-37   +2.9247e-68   +1.2332e-51   -1.5071e-09   -1.9959e-10
 6.541601229246e-03   +2.455836342792e-07   -5.6992e-37   +3.3598e-68   +1.3675e-51   -1.5098e-09   -1.9995e-10
 6.547483526125e-03   +2.462467266251e-07   -6.1112e-37   +3.8592e-68   +1.5163e-51   -1.5125e-09   -2.0030e-10
 6.553371112445e-03   +2.469116093650e-07   -6.5525e-37   +4.4322e-68   +1.6811e-51   -1.5152e-09   -2.0066e-10
 6.559263992963e-03   +2.475782873330e-07   -7.0252e-37   +5.0897e-68   +1.8637e-51   -1.5179e-09   -2.0103e-10
 6.565162172439e-03   +2.482467653764e-07   -7.5316e-37   +5.8439e-68   +2.0659e-51   -1.5206e-09   -2.0139e-10
 6.571065655639e-03   +2.489170483555e-07   -8.0740e-37   +6.7091e-68   +2.2898e-51   -1.5234e-09   -2.0175e-10
 6.576974447331e-03   +2.495891411438e-07   -8.6549e-37   +7.7015e-68   +2.5378e-51   -1.5261e-09   -2.0211e-10
 6.582888552289e-03   +2.502630486279e-07   -9.2770e-37   +8.8395e-68   +2.8123e-51   -1.5289e-09   -2.0248e-10
 6.588807975290e-03   +2.509387757076e-07   -9.9432e-37   +1.0144e-67   +3.1163e-51   -1.5316e-09   -2.0284e-10
 6.594732721118e-03   +2.516163272958e-07   -1.0657e-36   +1.1640e-67   +3.4528e-51   -1.5344e-09   -2.0321e-10
 6.600662794557e-03   +2.522957083190e-07   -1.1420e-36   +1.3355e-67   +3.8252e-51   -1.5371e-09   -2.0357e-10
 6.606598200399e-03   +2.529769237167e-07   -1.2238e-36   +1.5321e-67   +4.2375e-51   -1.5399e-09   -2.0394e-10
 6.612538943439e-03   +2.536599784418e-07   -1.3114e-36   +1.7574e-67   +4.6937e-51   -1.5427e-09   -2.0430e-10
 6.618485028476e-03   +2.543448774606e-07   -1.4051e-36   +2.0156e-67   +5.1986e-51   -1.5455e-09   -2.0467e-10
 6.624436460314e-03   +2.550316257529e-07   -1.5055e-36   +2.3114e-67   +5.7573e-51   -1.5482e-09   -2.0504e-10
 6.630393243760e-03   +2.557202283118e-07   -1.6129e-36   +2.6502e-67   +6.3753e-51   -1.5510e-09   -2.0541e-10
 6.636355383627e-03   +2.564106901440e-07   -1.7278e-36   +3.0384e-67   +7.0591e-51   -1.5538e-09   -2.0578e-10
 6.642322884731e-03   +2.571030162697e-07   -1.8509e-36   +3.4831e-67   +7.8155e-51   -1.5566e-09   -2.0615e-10
 6.648295751893e-03   +2.577972117224e-07   -1.9825e-36   +3.9922e-67   +8.6521e-51   -1.5594e-09   -2.0652e-10
 6.654273989939e-03   +2.584932815497e-07   -2.1235e-36   +4.5753e-67   +9.5774e-51   -1.5622e-09   -2.0689e-10
 6.660257603698e-03   +2.591912308123e-07   -2.2743e-36   +5.2428e-67   +1.0601e-50   -1.5650e-09   -2.0726e-10
 6.666246598004e-03   +2.598910645849e-07   -2.4356e-36   +6.0070e-67   +1.1732e-50   -1.5678e-09   -2.0764e-10
 6.672240977695e-03   +2.605927879558e-07   -2.6082e-36   +6.8818e-67   +1.2983e-50   -1.5707e-09   -2.0801e-10
 6.678240747614e-03   +2.612964060271e-07   -2.7929e-36   +7.8829e-67   +1.4366e-50   -1.5735e-09   -2.0838e-10
 6.684245912608e-03   +2.620019239145e-07   -2.9905e-36   +9.0286e-67   +1.5895e-50   -1.5763e-09   -2.0876e-10
 6.690256477528e-03   +2.627093467478e-07   -3.2019e-36   +1.0340e-66   +1.7585e-50   -1.5792e-09   -2.0914e-10
 6.696272447229e-03   +2.634186796703e-07   -3.4280e-36   +1.1839e-66   +1.9453e-50   -1.5820e-09   -2.0951e-10
 6.702293826573e-03   +2.641299278394e-07   -3.6698e-36   +1.3555e-66   +2.1518e-50   -1.5848e-09   -2.0989e-10
 6.708320620423e-03   +2.648430964265e-07   -3.9285e-36   +1.5517e-66   +2.3799e-50   -1.5877e-09   -2.1027e-10
 6.714352833647e-03   +2.655581906168e-07   -4.2051e-36   +1.7762e-66   +2.6320e-50   -1.5906e-09   -2.1064e-10
 6.720390471120e-03   +2.662752156095e-07   -4.5009e-36   +2.0328e-66   +2.9105e-50   -1.5934e-09   -2.1102e-10
 6.726433537719e-03   +2.669941766180e-07   -4.8173e-36   +2.3262e-66   +3.2182e-50   -1.5963e-09   -2.1140e-10
 6.732482038326e-03   +2.677150788696e-07   -5.1556e-36   +2.6617e-66   +3.5581e-50   -1.5992e-09   -2.1178e-10
 6.738535977827e-03   +2.684379276058e-07   -5.5173e-36   +3.0451e-66   +3.9335e-50   -1.6020e-09   -2.1217e-10
 6.744595361112e-03   +2.691627280823e-07   -5.9039e-36   +3.4834e-66   +4.3481e-50   -1.6049e-09   -2.1255e-10
 6.750660193078e-03   +2.698894855689e-07   -6.3174e-36   +3.9843e-66   +4.8060e-50   -1.6078e-09   -2.1293e-10
 6.756730478623e-03   +2.706182053496e-07   -6.7593e-36   +4.5566e-66   +5.3116e-50   -1.6107e-09   -2.1331e-10
 6.762806222651e-03   +2.713488927227e-07   -7.2317e-36   +5.2105e-66   +5.8699e-50   -1.6136e-09   -2.1370e-10
 6.768887430071e-03   +2.720815530010e-07   -7.7367e-36   +5.9575e-66   +6.4863e-50   -1.6165e-09   -2.1408e-10
 6.774974105796e-03   +2.728161915113e-07   -8.2765e-36   +6.8108e-66   +7.1667e-50   -1.6194e-09   -2.1447e-10
 6.781066254742e-03   +2.735528135951e-07   -8.8533e-36   +7.7854e-66   +7.9178e-50   -1.6223e-09   -2.1485e-10
 6.787163881831e-03   +2.742914246081e-07   -9.4698e-36   +8.8983e-66   +8.7468e-50   -1.6252e-09   -2.1524e-10
 6.793266991990e-03   +2.750320299206e-07   -1.0129e-35   +1.0169e-65   +9.6617e-50   -1.6282e-09   -2.1562e-10
 6.799375590149e-03   +2.757746349172e-07   -1.0832e-35   +1.1620e-65   +1.0671e-49   -1.6311e-09   -2.1601e-10
 6.805489681242e-03   +2.765192449974e-07   -1.1585e-35   +1.3276e-65   +1.1785e-49   -1.6340e-09   -2.1640e-10
 6.811609270209e-03   +2.772658655749e-07   -1.2388e-35   +1.5167e-65   +1.3015e-49   -1.6370e-09   -2.1679e-10
 6.817734361994e-03   +2.780145020782e-07   -1.3247e-35   +1.7324e-65   +1.4371e-49   -1.6399e-09   -2.1718e-10
 6.823864961545e-03   +2.787651599504e-07   -1.4164e-35   +1.9786e-65   +1.5867e-49   -1.6429e-09   -2.1757e-10
 6.830001073814e-03   +2.795178446495e-07   -1.5144e-35   +2.2596e-65   +1.7517e-49   -1.6458e-09   -2.1796e-10
 6.836142703759e-03   +2.802725616479e-07   -1.6191e-35   +2.5801e-65   +1.9337e-49   -1.6488e-09   -2.1836e-10
 6.842289856341e-03   +2.810293164331e-07   -1.7309e-35   +2.9457e-65   +2.1344e-49   -1.6517e-09   -2.1875e-10
 6.848442536527e-03   +2.817881145071e-07   -1.8503e-35   +3.3627e-65   +2.3557e-49   -1.6547e-09   -2.1914e-10
 6.854600749286e-03   +2.825489613869e-07   -1.9778e-35   +3.8383e-65   +2.5998e-49   -1.6577e-09   -2.1954e-10
 6.860764499594e-03   +2.833118626046e-07   -2.1140e-35   +4.3806e-65   +2.8689e-49   -1.6607e-09   -2.1993e-10
 6.866933792430e-03   +2.840768237069e-07   -2.2594e-35   +4.9989e-65   +3.1655e-49   -1.6637e-09   -2.2033e-10
 6.873108632779e-03   +2.848438502557e-07   -2.4147e-35   +5.7039e-65   +3.4925e-49   -1.6667e-09   -2.2072e-10
 6.879289025628e-03   +2.856129478279e-07   -2.5805e-35   +6.5074e-65   +3.8529e-49   -1.6696e-09   -2.2112e-10
 6.885474975970e-03   +2.863841220152e-07   -2.7575e-35   +7.4233e-65   +4.2502e-49   -1.6727e-09   -2.2152e-10
 6.891666488803e-03   +2.871573784248e-07   -2.9465e-35   +8.4671e-65   +4.6879e-49   -1.6757e-09   -2.2192e-10
 6.897863569128e-03   +2.879327226787e-07   -3.1482e-35   +9.6564e-65   +5.1704e-49   -1.6787e-09   -2.2232e-10
 6.904066221953e-03   +2.887101604143e-07   -3.3636e-35   +1.1011e-64   +5.7019e-49   -1.6817e-09   -2.2272e-10
 6.910274452288e-03   +2.894896972842e-07   -3.5935e-35   +1.2555e-64   +6.2875e-49   -1.6847e-09   -2.2312e-10
 6.916488265147e-03   +2.902713389560e-07   -3.8389e-35   +1.4314e-64   +6.9327e-49   -1.6878e-09   -2.2352e-10
 6.922707665552e-03   +2.910550911130e-07   -4.1007e-35   +1.6317e-64   +7.6433e-49   -1.6908e-09   -2.2392e-10
 6.928932658526e-03   +2.918409594536e-07   -4.3802e-35   +1.8598e-64   +8.4261e-49   -1.6938e-09   -2.2432e-10
 6.935163249099e-03   +2.926289496916e-07   -4.6784e-35   +2.1195e-64   +9.2881e-49   -1.6969e-09   -2.2473e-10
 6.941399442304e-03   +2.934190675564e-07   -4.9967e-35   +2.4152e-64   +1.0238e-48   -1.6999e-09   -2.2513e-10
 6.947641243178e-03   +2.942113187925e-07   -5.3363e-35   +2.7518e-64   +1.1283e-48   -1.7030e-09   -2.2554e-10
 6.953888656765e-03   +2.950057091603e-07   -5.6986e-35   +3.1350e-64   +1.2434e-48   -1.7061e-09   -2.2594e-10
 6.960141688111e-03   +2.958022444356e-07   -6.0852e-35   +3.5711e-64   +1.3701e-48   -1.7091e-09   -2.2635e-10
 6.966400342268e-03   +2.966009304098e-07   -6.4976e-35   +4.0674e-64   +1.5096e-48   -1.7122e-09   -2.2676e-10
 6.972664624292e-03   +2.974017728898e-07   -6.9375e-35   +4.6321e-64   +1.6632e-48   -1.7153e-09   -2.2716e-10
 6.978934539244e-03   +2.982047776985e-07   -7.4068e-35   +5.2746e-64   +1.8322e-48   -1.7184e-09   -2.2757e-10
 6.985210092189e-03   +2.990099506742e-07   -7.9074e-35   +6.0056e-64   +2.0182e-48   -1.7215e-09   -2.2798e-10
 6.991491288196e-03   +2.998172976711e-07   -8.4413e-35   +6.8369e-64   +2.2229e-48   -1.7246e-09   -2.2839e-10
 6.997778132340e-03   +3.006268245593e-07   -9.0107e-35   +7.7825e-64   +2.4482e-48   -1.7277e-09   -2.2880e-10
 7.004070629700e-03   +3.014385372246e-07   -9.6180e-35   +8.8578e-64   +2.6960e-48   -1.7308e-09   -2.2921e-10
 7.010368785359e-03   +3.022524415688e-07   -1.0266e-34   +1.0081e-63   +2.9687e-48   -1.7339e-09   -2.2963e-10
 7.016672604406e-03   +3.030685435094e-07   -1.0956e-34   +1.1471e-63   +3.2687e-48   -1.7370e-09   -2.3004e-10
 7.022982091932e-03   +3.038868489803e-07   -1.1692e-34   +1.3051e-63   +3.5986e-48   -1.7401e-09   -2.3046e-10
 7.029297253036e-03   +3.047073639310e-07   -1.2477e-34   +1.4847e-63   +3.9615e-48   -1.7433e-09   -2.3087e-10
 7.035618092819e-03   +3.055300943273e-07   -1.3314e-34   +1.6889e-63   +4.3606e-48   -1.7464e-09   -2.3128e-10
 7.041944616386e-03   +3.063550461510e-07   -1.4207e-34   +1.9208e-63   +4.7995e-48   -1.7495e-09   -2.3170e-10
 7.048276828850e-03   +3.071822254003e-07   -1.5158e-34   +2.1844e-63   +5.2822e-48   -1.7527e-09   -2.3212e-10
 7.054614735325e-03   +3.080116380891e-07   -1.6172e-34   +2.4839e-63   +5.8128e-48   -1.7558e-09   -2.3253e-10
 7.060958340933e-03   +3.088432902481e-07   -1.7253e-34   +2.8241e-63   +6.3962e-48   -1.7590e-09   -2.3295e-10
 7.067307650796e-03   +3.096771879239e-07   -1.8405e-34   +3.2106e-63   +7.0375e-48   -1.7622e-09   -2.3337e-10
 7.073662670046e-03   +3.105133371796e-07   -1.9632e-34   +3.6495e-63   +7.7425e-48   -1.7653e-09   -2.3379e-10
 7.080023403815e-03   +3.113517440946e-07   -2.0941e-34   +4.1479e-63   +8.5173e-48   -1.7685e-09   -2.3421e-10
 7.086389857243e-03   +3.121924147646e-07   -2.2335e-34   +4.7138e-63   +9.3688e-48   -1.7717e-09   -2.3463e-10
 7.092762035472e-03   +3.130353553021e-07   -2.3821e-34   +5.3563e-63   +1.0305e-47   -1.7749e-09   -2.3506e-10
 7.099139943651e-03   +3.138805718358e-07   -2.5404e-34   +6.0856e-63   +1.1333e-47   -1.7781e-09   -2.3548e-10
 7.105523586932e-03   +3.147280705110e-07   -2.7090e-34   +6.9135e-63   +1.2463e-47   -1.7813e-09   -2.3590e-10
 7.111912970471e-03   +3.155778574897e-07   -2.8887e-34   +7.8531e-63   +1.3704e-47   -1.7845e-09   -2.3633e-10
 7.118308099432e-03   +3.164299389504e-07   -3.0802e-34   +8.9194e-63   +1.5067e-47   -1.7877e-09   -2.3675e-10
 7.124708978979e-03   +3.172843210885e-07   -3.2841e-34   +1.0129e-62   +1.6565e-47   -1.7909e-09   -2.3718e-10
 7.131115614284e-03   +3.181410101158e-07   -3.5014e-34   +1.1502e-62   +1.8210e-47   -1.7941e-09   -2.3761e-10
 7.137528010523e-03   +3.190000122612e-07   -3.7328e-34   +1.3059e-62   +2.0017e-47   -1.7974e-09   -2.3803e-10
 7.143946172876e-03   +3.198613337702e-07   -3.9792e-34   +1.4825e-62   +2.2000e-47   -1.8006e-09   -2.3846e-10
 7.150370106528e-03   +3.207249809053e-07   -4.2417e-34   +1.6828e-62   +2.4179e-47   -1.8038e-09   -2.3889e-10
 7.156799816669e-03   +3.215909599458e-07   -4.5212e-34   +1.9100e-62   +2.6571e-47   -1.8071e-09   -2.3932e-10
 7.163235308492e-03   +3.224592771880e-07   -4.8189e-34   +2.1676e-62   +2.9197e-47   -1.8103e-09   -2.3975e-10
