# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in Escudero 2001.04466, JCAP 05 (2020) 048
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.044
# O_nu/mnu (eV) = 93.07
# s0 (cm^-3)    = 2906.92
# g_s0          = 3.930
# g_*0          = 3.383
# Definitions: a is the dimensionless scale factor, z_gam = a T_gam/m_e , z_nu = a T_nu/m_e, N is defined in Eq A.17 in 2001.04466
# t (s)        T_gam (MeV)    T_gam/T_nue    T_gam/T_numu   g*             gs             a              z_gam          z_nue          z_numu         N              
1.2412022E+01  2.6061535E-01  1.0750154E+00  1.0763541E+00  8.4505912E+00  8.5849017E+00  2.1125158E+00  1.0774052E+00  1.0022231E+00  1.0009765E+00  8.0154470E-04  
1.2670178E+01  2.5822602E-01  1.0763157E+00  1.0776592E+00  8.4165068E+00  8.5537352E+00  2.1346492E+00  1.0787122E+00  1.0022266E+00  1.0009772E+00  7.8578937E-04  
1.2934075E+01  2.5585859E-01  1.0776349E+00  1.0789832E+00  8.3820897E+00  8.5222714E+00  2.1570490E+00  1.0800382E+00  1.0022301E+00  1.0009778E+00  7.7014358E-04  
1.3203849E+01  2.5351286E-01  1.0789732E+00  1.0803262E+00  8.3473417E+00  8.4905120E+00  2.1797191E+00  1.0813832E+00  1.0022336E+00  1.0009784E+00  7.5461393E-04  
1.3479642E+01  2.5118864E-01  1.0803308E+00  1.0816885E+00  8.3122648E+00  8.4584587E+00  2.2026632E+00  1.0827475E+00  1.0022370E+00  1.0009790E+00  7.3923047E-04  
1.3761598E+01  2.4888573E-01  1.0817078E+00  1.0830703E+00  8.2768616E+00  8.4261136E+00  2.2258852E+00  1.0841313E+00  1.0022404E+00  1.0009796E+00  7.2400891E-04  
1.4049864E+01  2.4660393E-01  1.0831043E+00  1.0844716E+00  8.2411343E+00  8.3934787E+00  2.2493890E+00  1.0855346E+00  1.0022438E+00  1.0009802E+00  7.0894467E-04  
1.4344592E+01  2.4434306E-01  1.0845207E+00  1.0858927E+00  8.2050858E+00  8.3605564E+00  2.2731784E+00  1.0869577E+00  1.0022471E+00  1.0009807E+00  6.9403696E-04  
1.4645936E+01  2.4210290E-01  1.0859569E+00  1.0873336E+00  8.1687189E+00  8.3273490E+00  2.2972576E+00  1.0884006E+00  1.0022503E+00  1.0009813E+00  6.7928839E-04  
1.4954056E+01  2.3988329E-01  1.0874132E+00  1.0887947E+00  8.1320368E+00  8.2938593E+00  2.3216304E+00  1.0898637E+00  1.0022535E+00  1.0009818E+00  6.6470116E-04  
1.5269114E+01  2.3768403E-01  1.0888896E+00  1.0902759E+00  8.0950426E+00  8.2600899E+00  2.3463011E+00  1.0913469E+00  1.0022567E+00  1.0009824E+00  6.5027763E-04  
1.5591278E+01  2.3550493E-01  1.0903864E+00  1.0917774E+00  8.0577400E+00  8.2260440E+00  2.3712737E+00  1.0928506E+00  1.0022598E+00  1.0009829E+00  6.3601854E-04  
1.5920717E+01  2.3334581E-01  1.0919038E+00  1.0932995E+00  8.0201325E+00  8.1917246E+00  2.3965524E+00  1.0943747E+00  1.0022629E+00  1.0009834E+00  6.2192412E-04  
1.6257608E+01  2.3120648E-01  1.0934417E+00  1.0948422E+00  7.9822242E+00  8.1571350E+00  2.4221415E+00  1.0959194E+00  1.0022660E+00  1.0009839E+00  6.0799465E-04  
1.6602130E+01  2.2908677E-01  1.0950004E+00  1.0964056E+00  7.9440190E+00  8.1222788E+00  2.4480454E+00  1.0974849E+00  1.0022690E+00  1.0009844E+00  5.9422799E-04  
1.6954466E+01  2.2698649E-01  1.0965800E+00  1.0979899E+00  7.9055215E+00  8.0871597E+00  2.4742682E+00  1.0990713E+00  1.0022719E+00  1.0009849E+00  5.8062158E-04  
1.7314806E+01  2.2490546E-01  1.0981805E+00  1.0995952E+00  7.8667360E+00  8.0517815E+00  2.5008145E+00  1.1006787E+00  1.0022749E+00  1.0009854E+00  5.6717569E-04  
1.7683341E+01  2.2284351E-01  1.0998023E+00  1.1012217E+00  7.8276674E+00  8.0161483E+00  2.5276887E+00  1.1023073E+00  1.0022777E+00  1.0009859E+00  5.5388855E-04  
1.8060270E+01  2.2080047E-01  1.1014452E+00  1.1028693E+00  7.7883206E+00  7.9802644E+00  2.5548952E+00  1.1039571E+00  1.0022806E+00  1.0009863E+00  5.4076329E-04  
1.8445795E+01  2.1877616E-01  1.1031095E+00  1.1045383E+00  7.7487008E+00  7.9441341E+00  2.5824387E+00  1.1056282E+00  1.0022833E+00  1.0009868E+00  5.2780496E-04  
1.8840123E+01  2.1677041E-01  1.1047952E+00  1.1062288E+00  7.7088134E+00  7.9077622E+00  2.6103237E+00  1.1073208E+00  1.0022861E+00  1.0009872E+00  5.1501823E-04  
1.9243467E+01  2.1478305E-01  1.1065024E+00  1.1079407E+00  7.6686641E+00  7.8711535E+00  2.6385549E+00  1.1090350E+00  1.0022888E+00  1.0009876E+00  5.0241424E-04  
1.9656043E+01  2.1281390E-01  1.1082312E+00  1.1096743E+00  7.6282587E+00  7.8343129E+00  2.6671370E+00  1.1107707E+00  1.0022915E+00  1.0009880E+00  4.9001870E-04  
2.0078076E+01  2.1086281E-01  1.1099818E+00  1.1114295E+00  7.5876033E+00  7.7972456E+00  2.6960746E+00  1.1125281E+00  1.0022941E+00  1.0009885E+00  4.7782873E-04  
2.0509791E+01  2.0892961E-01  1.1117540E+00  1.1132065E+00  7.5467041E+00  7.7599572E+00  2.7253727E+00  1.1143073E+00  1.0022967E+00  1.0009889E+00  4.6580810E-04  
2.0951423E+01  2.0701413E-01  1.1135481E+00  1.1150053E+00  7.5055677E+00  7.7224531E+00  2.7550359E+00  1.1161084E+00  1.0022992E+00  1.0009893E+00  4.5391607E-04  
2.1403211E+01  2.0511622E-01  1.1153640E+00  1.1168260E+00  7.4642007E+00  7.6847391E+00  2.7850693E+00  1.1179313E+00  1.0023017E+00  1.0009896E+00  4.4218061E-04  
2.1865398E+01  2.0323570E-01  1.1172019E+00  1.1186686E+00  7.4226102E+00  7.6468213E+00  2.8154777E+00  1.1197761E+00  1.0023042E+00  1.0009900E+00  4.3062420E-04  
2.2338236E+01  2.0137242E-01  1.1190617E+00  1.1205331E+00  7.3808032E+00  7.6087057E+00  2.8462661E+00  1.1216429E+00  1.0023066E+00  1.0009904E+00  4.1925603E-04  
2.2821979E+01  1.9952623E-01  1.1209434E+00  1.1224196E+00  7.3387871E+00  7.5703988E+00  2.8774395E+00  1.1235316E+00  1.0023089E+00  1.0009907E+00  4.0805666E-04  
2.3316889E+01  1.9769696E-01  1.1228472E+00  1.1243281E+00  7.2965696E+00  7.5319071E+00  2.9090029E+00  1.1254424E+00  1.0023113E+00  1.0009911E+00  3.9700594E-04  
2.3823235E+01  1.9588447E-01  1.1247729E+00  1.1262585E+00  7.2541584E+00  7.4932373E+00  2.9409615E+00  1.1273751E+00  1.0023136E+00  1.0009914E+00  3.8612744E-04  
2.4341291E+01  1.9408859E-01  1.1267205E+00  1.1282109E+00  7.2115615E+00  7.4543965E+00  2.9733203E+00  1.1293298E+00  1.0023158E+00  1.0009918E+00  3.7545299E-04  
2.4871336E+01  1.9230917E-01  1.1286902E+00  1.1301853E+00  7.1687871E+00  7.4153916E+00  3.0060845E+00  1.1313065E+00  1.0023180E+00  1.0009921E+00  3.6498557E-04  
2.5413658E+01  1.9054607E-01  1.1306817E+00  1.1321815E+00  7.1258437E+00  7.3762300E+00  3.0392593E+00  1.1333051E+00  1.0023202E+00  1.0009924E+00  3.5469589E-04  
2.5968548E+01  1.8879913E-01  1.1326952E+00  1.1341997E+00  7.0827399E+00  7.3369192E+00  3.0728499E+00  1.1353256E+00  1.0023223E+00  1.0009927E+00  3.4455812E-04  
2.6536308E+01  1.8706821E-01  1.1347304E+00  1.1362397E+00  7.0394845E+00  7.2974669E+00  3.1068616E+00  1.1373680E+00  1.0023244E+00  1.0009930E+00  3.3458679E-04  
2.7117242E+01  1.8535316E-01  1.1367874E+00  1.1383014E+00  6.9960864E+00  7.2578809E+00  3.1412996E+00  1.1394321E+00  1.0023264E+00  1.0009933E+00  3.2479628E-04  
2.7711665E+01  1.8365383E-01  1.1388661E+00  1.1403849E+00  6.9525550E+00  7.2181693E+00  3.1761693E+00  1.1415179E+00  1.0023285E+00  1.0009936E+00  3.1518496E-04  
2.8319895E+01  1.8197009E-01  1.1409664E+00  1.1424899E+00  6.9088996E+00  7.1783401E+00  3.2114759E+00  1.1436253E+00  1.0023304E+00  1.0009939E+00  3.0574837E-04  
2.8942259E+01  1.8030177E-01  1.1430882E+00  1.1446163E+00  6.8651297E+00  7.1384019E+00  3.2472249E+00  1.1457542E+00  1.0023324E+00  1.0009941E+00  2.9648834E-04  
2.9579091E+01  1.7864876E-01  1.1452312E+00  1.1467641E+00  6.8212552E+00  7.0983630E+00  3.2834216E+00  1.1479045E+00  1.0023342E+00  1.0009944E+00  2.8740619E-04  
3.0230732E+01  1.7701090E-01  1.1473955E+00  1.1489332E+00  6.7772858E+00  7.0582323E+00  3.3200715E+00  1.1500760E+00  1.0023361E+00  1.0009947E+00  2.7850200E-04  
3.0897529E+01  1.7538805E-01  1.1495809E+00  1.1511233E+00  6.7332319E+00  7.0180186E+00  3.3571798E+00  1.1522685E+00  1.0023379E+00  1.0009949E+00  2.6977389E-04  
3.1579839E+01  1.7378008E-01  1.1517871E+00  1.1533342E+00  6.6891034E+00  6.9777309E+00  3.3947520E+00  1.1544820E+00  1.0023397E+00  1.0009951E+00  2.6121948E-04  
3.2278023E+01  1.7218686E-01  1.1540141E+00  1.1555659E+00  6.6449110E+00  6.9373783E+00  3.4327935E+00  1.1567161E+00  1.0023414E+00  1.0009954E+00  2.5283475E-04  
3.2992451E+01  1.7060824E-01  1.1562615E+00  1.1578180E+00  6.6006651E+00  6.8969701E+00  3.4713099E+00  1.1589708E+00  1.0023431E+00  1.0009956E+00  2.4462305E-04  
3.3723502E+01  1.6904409E-01  1.1585292E+00  1.1600905E+00  6.5563764E+00  6.8565158E+00  3.5103064E+00  1.1612457E+00  1.0023448E+00  1.0009958E+00  2.3658426E-04  
3.4471559E+01  1.6749429E-01  1.1608170E+00  1.1623829E+00  6.5120558E+00  6.8160250E+00  3.5497885E+00  1.1635407E+00  1.0023464E+00  1.0009961E+00  2.2871964E-04  
3.5237017E+01  1.6595869E-01  1.1631245E+00  1.1646951E+00  6.4677142E+00  6.7755073E+00  3.5897617E+00  1.1658555E+00  1.0023480E+00  1.0009963E+00  2.2102886E-04  
3.6020275E+01  1.6443717E-01  1.1654515E+00  1.1670269E+00  6.4233627E+00  6.7349726E+00  3.6302313E+00  1.1681898E+00  1.0023495E+00  1.0009965E+00  2.1350999E-04  
3.6821741E+01  1.6292960E-01  1.1677978E+00  1.1693778E+00  6.3790125E+00  6.6944309E+00  3.6712028E+00  1.1705433E+00  1.0023510E+00  1.0009967E+00  2.0616318E-04  
3.7641831E+01  1.6143586E-01  1.1701629E+00  1.1717476E+00  6.3346749E+00  6.6538921E+00  3.7126815E+00  1.1729157E+00  1.0023525E+00  1.0009968E+00  1.9899254E-04  
3.8480970E+01  1.5995580E-01  1.1725466E+00  1.1741360E+00  6.2903613E+00  6.6133664E+00  3.7546729E+00  1.1753067E+00  1.0023539E+00  1.0009970E+00  1.9199252E-04  
3.9339588E+01  1.5848932E-01  1.1749485E+00  1.1765426E+00  6.2460831E+00  6.5728641E+00  3.7971822E+00  1.1777159E+00  1.0023553E+00  1.0009972E+00  1.8515447E-04  
4.0218126E+01  1.5703628E-01  1.1773683E+00  1.1789671E+00  6.2018520E+00  6.5323955E+00  3.8402148E+00  1.1801429E+00  1.0023567E+00  1.0009974E+00  1.7845392E-04  
4.1117031E+01  1.5559656E-01  1.1798055E+00  1.1814089E+00  6.1576796E+00  6.4919710E+00  3.8837759E+00  1.1825875E+00  1.0023580E+00  1.0009975E+00  1.7192017E-04  
4.2036758E+01  1.5417005E-01  1.1822597E+00  1.1838678E+00  6.1135776E+00  6.4516011E+00  3.9278709E+00  1.1850490E+00  1.0023593E+00  1.0009977E+00  1.6556140E-04  
4.2977771E+01  1.5275661E-01  1.1847305E+00  1.1863433E+00  6.0695576E+00  6.4112964E+00  3.9725049E+00  1.1875271E+00  1.0023606E+00  1.0009979E+00  1.5939330E-04  
4.3940541E+01  1.5135612E-01  1.1872175E+00  1.1888349E+00  6.0256316E+00  6.3710674E+00  4.0176831E+00  1.1900214E+00  1.0023618E+00  1.0009980E+00  1.5338933E-04  
4.4925547E+01  1.4996848E-01  1.1897201E+00  1.1913422E+00  5.9818113E+00  6.3309250E+00  4.0634105E+00  1.1925313E+00  1.0023630E+00  1.0009982E+00  1.4752475E-04  
4.5933278E+01  1.4859356E-01  1.1922378E+00  1.1938646E+00  5.9381087E+00  6.2908796E+00  4.1096924E+00  1.1950564E+00  1.0023641E+00  1.0009983E+00  1.4181148E-04  
4.6964227E+01  1.4723125E-01  1.1947702E+00  1.1964016E+00  5.8945354E+00  6.2509422E+00  4.1565336E+00  1.1975962E+00  1.0023652E+00  1.0009984E+00  1.3625550E-04  
4.8018899E+01  1.4588143E-01  1.1973167E+00  1.1989527E+00  5.8511035E+00  6.2111233E+00  4.2039392E+00  1.2001500E+00  1.0023663E+00  1.0009986E+00  1.3085875E-04  
4.9097803E+01  1.4454398E-01  1.1998767E+00  1.2015174E+00  5.8078247E+00  6.1714339E+00  4.2519139E+00  1.2027173E+00  1.0023674E+00  1.0009987E+00  1.2561341E-04  
5.0201460E+01  1.4321879E-01  1.2024497E+00  1.2040949E+00  5.7647110E+00  6.1318847E+00  4.3004626E+00  1.2052976E+00  1.0023684E+00  1.0009988E+00  1.2051526E-04  
5.1330396E+01  1.4190575E-01  1.2050349E+00  1.2066847E+00  5.7217741E+00  6.0924864E+00  4.3495901E+00  1.2078901E+00  1.0023694E+00  1.0009989E+00  1.1556544E-04  
5.2485145E+01  1.4060475E-01  1.2076318E+00  1.2092862E+00  5.6790257E+00  6.0532498E+00  4.3993009E+00  1.2104943E+00  1.0023704E+00  1.0009990E+00  1.1076353E-04  
5.3666250E+01  1.3931568E-01  1.2102397E+00  1.2118987E+00  5.6364777E+00  6.0141857E+00  4.4495996E+00  1.2131096E+00  1.0023713E+00  1.0009992E+00  1.0610766E-04  
5.4874259E+01  1.3803843E-01  1.2128580E+00  1.2145215E+00  5.5941416E+00  5.9753047E+00  4.5004908E+00  1.2157352E+00  1.0023722E+00  1.0009993E+00  1.0159724E-04  
5.6109731E+01  1.3677288E-01  1.2154859E+00  1.2171540E+00  5.5520290E+00  5.9366174E+00  4.5519787E+00  1.2183703E+00  1.0023731E+00  1.0009994E+00  9.7236318E-05  
5.7373229E+01  1.3551894E-01  1.2181227E+00  1.2197953E+00  5.5101515E+00  5.8981346E+00  4.6040676E+00  1.2210144E+00  1.0023739E+00  1.0009994E+00  9.3016789E-05  
5.8665326E+01  1.3427650E-01  1.2207676E+00  1.2224448E+00  5.4685204E+00  5.8598666E+00  4.6567618E+00  1.2236666E+00  1.0023747E+00  1.0009995E+00  8.8925562E-05  
5.9986601E+01  1.3304544E-01  1.2234200E+00  1.2251016E+00  5.4271470E+00  5.8218240E+00  4.7100652E+00  1.2263262E+00  1.0023755E+00  1.0009996E+00  8.4960120E-05  
6.1337640E+01  1.3182567E-01  1.2260789E+00  1.2277650E+00  5.3860426E+00  5.7840171E+00  4.7639819E+00  1.2289924E+00  1.0023763E+00  1.0009997E+00  8.1124631E-05  
6.2719036E+01  1.3061709E-01  1.2287436E+00  1.2304342E+00  5.3452182E+00  5.7464563E+00  4.8185156E+00  1.2316643E+00  1.0023770E+00  1.0009998E+00  7.7420678E-05  
6.4131390E+01  1.2941958E-01  1.2314132E+00  1.2331082E+00  5.3046846E+00  5.7091516E+00  4.8736700E+00  1.2343412E+00  1.0023777E+00  1.0009999E+00  7.3844521E-05  
6.5575308E+01  1.2823306E-01  1.2340870E+00  1.2357864E+00  5.2644527E+00  5.6721131E+00  4.9294488E+00  1.2370221E+00  1.0023784E+00  1.0009999E+00  7.0391651E-05  
6.7051404E+01  1.2705741E-01  1.2367639E+00  1.2384677E+00  5.2245330E+00  5.6353508E+00  4.9858555E+00  1.2397062E+00  1.0023790E+00  1.0010000E+00  6.7060686E-05  
6.8560298E+01  1.2589254E-01  1.2394432E+00  1.2411514E+00  5.1849360E+00  5.5988745E+00  5.0428932E+00  1.2423926E+00  1.0023797E+00  1.0010001E+00  6.3850077E-05  
7.0102616E+01  1.2473835E-01  1.2421238E+00  1.2438364E+00  5.1456719E+00  5.5626937E+00  5.1005652E+00  1.2450804E+00  1.0023803E+00  1.0010001E+00  6.0757284E-05  
7.1678990E+01  1.2359474E-01  1.2448050E+00  1.2465219E+00  5.1067509E+00  5.5268180E+00  5.1588747E+00  1.2477687E+00  1.0023809E+00  1.0010002E+00  5.7779531E-05  
7.3290059E+01  1.2246162E-01  1.2474856E+00  1.2492069E+00  5.0681827E+00  5.4912567E+00  5.2178244E+00  1.2504564E+00  1.0023814E+00  1.0010003E+00  5.4914070E-05  
7.4936467E+01  1.2133889E-01  1.2501649E+00  1.2518904E+00  5.0299770E+00  5.4560190E+00  5.2774172E+00  1.2531427E+00  1.0023819E+00  1.0010003E+00  5.2158752E-05  
7.6618864E+01  1.2022644E-01  1.2528417E+00  1.2545715E+00  4.9921432E+00  5.4211138E+00  5.3376557E+00  1.2558265E+00  1.0023825E+00  1.0010004E+00  4.9509940E-05  
7.8337906E+01  1.1912420E-01  1.2555151E+00  1.2572491E+00  4.9546905E+00  5.3865498E+00  5.3985423E+00  1.2585069E+00  1.0023829E+00  1.0010004E+00  4.6966087E-05  
8.0094253E+01  1.1803206E-01  1.2581841E+00  1.2599224E+00  4.9176279E+00  5.3523356E+00  5.4600795E+00  1.2611829E+00  1.0023834E+00  1.0010005E+00  4.4524508E-05  
8.1888573E+01  1.1694994E-01  1.2608477E+00  1.2625901E+00  4.8809641E+00  5.3184796E+00  5.5222694E+00  1.2638534E+00  1.0023839E+00  1.0010005E+00  4.2182804E-05  
8.3721536E+01  1.1587774E-01  1.2635048E+00  1.2652514E+00  4.8447075E+00  5.2849899E+00  5.5851140E+00  1.2665173E+00  1.0023843E+00  1.0010006E+00  3.9937998E-05  
8.5593819E+01  1.1481536E-01  1.2661544E+00  1.2679051E+00  4.8088662E+00  5.2518743E+00  5.6486152E+00  1.2691738E+00  1.0023847E+00  1.0010006E+00  3.7787328E-05  
8.7506103E+01  1.1376273E-01  1.2687955E+00  1.2705503E+00  4.7734482E+00  5.2191405E+00  5.7127749E+00  1.2718216E+00  1.0023851E+00  1.0010006E+00  3.5728497E-05  
8.9459074E+01  1.1271975E-01  1.2714269E+00  1.2731858E+00  4.7384611E+00  5.1867959E+00  5.7775945E+00  1.2744599E+00  1.0023855E+00  1.0010007E+00  3.3759589E-05  
9.1453424E+01  1.1168632E-01  1.2740477E+00  1.2758106E+00  4.7039122E+00  5.1548477E+00  5.8430756E+00  1.2770874E+00  1.0023858E+00  1.0010007E+00  3.1878989E-05  
9.3489846E+01  1.1066238E-01  1.2766568E+00  1.2784237E+00  4.6698086E+00  5.1233026E+00  5.9092195E+00  1.2797031E+00  1.0023861E+00  1.0010007E+00  3.0084451E-05  
9.5569042E+01  1.0964782E-01  1.2792531E+00  1.2810240E+00  4.6361568E+00  5.0921673E+00  5.9760274E+00  1.2823060E+00  1.0023865E+00  1.0010008E+00  2.8371252E-05  
9.7691715E+01  1.0864256E-01  1.2818356E+00  1.2836104E+00  4.6029635E+00  5.0614481E+00  6.0435002E+00  1.2848950E+00  1.0023868E+00  1.0010008E+00  2.6733760E-05  
9.9858574E+01  1.0764652E-01  1.2844031E+00  1.2861818E+00  4.5702346E+00  5.0311511E+00  6.1116389E+00  1.2874690E+00  1.0023871E+00  1.0010008E+00  2.5169971E-05  
1.0207033E+02  1.0665961E-01  1.2869546E+00  1.2887372E+00  4.5379758E+00  5.0012819E+00  6.1804444E+00  1.2900270E+00  1.0023873E+00  1.0010009E+00  2.3681559E-05  
1.0432771E+02  1.0568175E-01  1.2894891E+00  1.2912755E+00  4.5061928E+00  4.9718460E+00  6.2499172E+00  1.2925679E+00  1.0023876E+00  1.0010009E+00  2.2267090E-05  
1.0663142E+02  1.0471285E-01  1.2920055E+00  1.2937956E+00  4.4748904E+00  4.9428486E+00  6.3200579E+00  1.2950906E+00  1.0023878E+00  1.0010009E+00  2.0921436E-05  
1.0898219E+02  1.0375284E-01  1.2945028E+00  1.2962966E+00  4.4440735E+00  4.9142943E+00  6.3908669E+00  1.2975941E+00  1.0023881E+00  1.0010009E+00  1.9640098E-05  
1.1138076E+02  1.0280163E-01  1.2969799E+00  1.2987774E+00  4.4137465E+00  4.8861878E+00  6.4623446E+00  1.3000774E+00  1.0023883E+00  1.0010010E+00  1.8423700E-05  
1.1382785E+02  1.0185914E-01  1.2994357E+00  1.3012369E+00  4.3839135E+00  4.8585332E+00  6.5344912E+00  1.3025394E+00  1.0023885E+00  1.0010010E+00  1.7272240E-05  
1.1632422E+02  1.0092529E-01  1.3018694E+00  1.3036742E+00  4.3545782E+00  4.8313344E+00  6.6073068E+00  1.3049792E+00  1.0023887E+00  1.0010010E+00  1.6179839E-05  
1.1887059E+02  1.0000000E-01  1.3042799E+00  1.3060882E+00  4.3257440E+00  4.8045948E+00  6.6807916E+00  1.3073956E+00  1.0023889E+00  1.0010010E+00  1.5141333E-05  
1.2146773E+02  9.9083194E-02  1.3066661E+00  1.3084780E+00  4.2974138E+00  4.7783177E+00  6.7549453E+00  1.3097878E+00  1.0023890E+00  1.0010010E+00  1.4158203E-05  
1.2411638E+02  9.8174794E-02  1.3090272E+00  1.3108426E+00  4.2695903E+00  4.7525060E+00  6.8297681E+00  1.3121548E+00  1.0023892E+00  1.0010010E+00  1.3231666E-05  
1.2681731E+02  9.7274722E-02  1.3113622E+00  1.3131810E+00  4.2422758E+00  4.7271621E+00  6.9052598E+00  1.3144956E+00  1.0023893E+00  1.0010010E+00  1.2356486E-05  
1.2957128E+02  9.6382902E-02  1.3136703E+00  1.3154924E+00  4.2154723E+00  4.7022883E+00  6.9814201E+00  1.3168093E+00  1.0023895E+00  1.0010011E+00  1.1526833E-05  
1.3237906E+02  9.5499259E-02  1.3159504E+00  1.3177758E+00  4.1891813E+00  4.6778863E+00  7.0582490E+00  1.3190950E+00  1.0023896E+00  1.0010011E+00  1.0743507E-05  
1.3524144E+02  9.4623716E-02  1.3182017E+00  1.3200304E+00  4.1634041E+00  4.6539577E+00  7.1357460E+00  1.3213519E+00  1.0023898E+00  1.0010011E+00  1.0009195E-05  
1.3815918E+02  9.3756201E-02  1.3204234E+00  1.3222553E+00  4.1381415E+00  4.6305037E+00  7.2139111E+00  1.3235791E+00  1.0023899E+00  1.0010011E+00  9.3154153E-06  
1.4113309E+02  9.2896639E-02  1.3226147E+00  1.3244498E+00  4.1133939E+00  4.6075250E+00  7.2927440E+00  1.3257757E+00  1.0023900E+00  1.0010011E+00  8.6603467E-06  
1.4416397E+02  9.2044957E-02  1.3247748E+00  1.3266130E+00  4.0891617E+00  4.5850221E+00  7.3722444E+00  1.3279411E+00  1.0023901E+00  1.0010011E+00  8.0454102E-06  
1.4725263E+02  9.1201084E-02  1.3269030E+00  1.3287443E+00  4.0654445E+00  4.5629952E+00  7.4524122E+00  1.3300745E+00  1.0023902E+00  1.0010011E+00  7.4713472E-06  
1.5039987E+02  9.0364947E-02  1.3289984E+00  1.3308427E+00  4.0422418E+00  4.5414442E+00  7.5332471E+00  1.3321751E+00  1.0023903E+00  1.0010011E+00  6.9297335E-06  
1.5360653E+02  8.9536477E-02  1.3310606E+00  1.3329079E+00  4.0195527E+00  4.5203683E+00  7.6147491E+00  1.3342423E+00  1.0023903E+00  1.0010011E+00  6.4193289E-06  
1.5687344E+02  8.8715601E-02  1.3330887E+00  1.3349389E+00  3.9973759E+00  4.4997669E+00  7.6969182E+00  1.3362754E+00  1.0023904E+00  1.0010011E+00  5.9427103E-06  
1.6020144E+02  8.7902252E-02  1.3350823E+00  1.3369353E+00  3.9757100E+00  4.4796386E+00  7.7797543E+00  1.3382738E+00  1.0023905E+00  1.0010012E+00  5.5001302E-06  
1.6359140E+02  8.7096359E-02  1.3370407E+00  1.3388966E+00  3.9545528E+00  4.4599821E+00  7.8632577E+00  1.3402370E+00  1.0023906E+00  1.0010012E+00  5.0820643E-06  
1.6704419E+02  8.6297855E-02  1.3389635E+00  1.3408220E+00  3.9339023E+00  4.4407954E+00  7.9474285E+00  1.3421644E+00  1.0023906E+00  1.0010012E+00  4.6910132E-06  
1.7056068E+02  8.5506671E-02  1.3408501E+00  1.3427113E+00  3.9137557E+00  4.4220764E+00  8.0322670E+00  1.3440556E+00  1.0023907E+00  1.0010012E+00  4.3285859E-06  
1.7414177E+02  8.4722741E-02  1.3427000E+00  1.3445639E+00  3.8941103E+00  4.4038226E+00  8.1177738E+00  1.3459101E+00  1.0023907E+00  1.0010012E+00  3.9907568E-06  
1.7778838E+02  8.3945999E-02  1.3445130E+00  1.3463795E+00  3.8749628E+00  4.3860312E+00  8.2039495E+00  1.3477275E+00  1.0023908E+00  1.0010012E+00  3.6722298E-06  
1.8150142E+02  8.3176377E-02  1.3462886E+00  1.3481576E+00  3.8563096E+00  4.3686992E+00  8.2907949E+00  1.3495074E+00  1.0023908E+00  1.0010012E+00  3.3773686E-06  
1.8528185E+02  8.2413812E-02  1.3480266E+00  1.3498981E+00  3.8381471E+00  4.3518233E+00  8.3783108E+00  1.3512496E+00  1.0023909E+00  1.0010012E+00  3.1083241E-06  
1.8913061E+02  8.1658237E-02  1.3497266E+00  1.3516005E+00  3.8204710E+00  4.3353998E+00  8.4664985E+00  1.3529537E+00  1.0023909E+00  1.0010012E+00  2.8529300E-06  
1.9304869E+02  8.0909590E-02  1.3513885E+00  1.3532647E+00  3.8032770E+00  4.3194246E+00  8.5553593E+00  1.3546196E+00  1.0023909E+00  1.0010012E+00  2.6149109E-06  
1.9703708E+02  8.0167806E-02  1.3530120E+00  1.3548905E+00  3.7865604E+00  4.3038938E+00  8.6448947E+00  1.3562471E+00  1.0023910E+00  1.0010012E+00  2.3986801E-06  
2.0109680E+02  7.9432823E-02  1.3545971E+00  1.3564778E+00  3.7703163E+00  4.2888027E+00  8.7351064E+00  1.3578359E+00  1.0023910E+00  1.0010012E+00  2.1965885E-06  
2.0522889E+02  7.8704579E-02  1.3561436E+00  1.3580265E+00  3.7545394E+00  4.2741467E+00  8.8259964E+00  1.3593862E+00  1.0023910E+00  1.0010012E+00  2.0054696E-06  
2.0943441E+02  7.7983011E-02  1.3576515E+00  1.3595365E+00  3.7392244E+00  4.2599209E+00  8.9175670E+00  1.3608977E+00  1.0023911E+00  1.0010012E+00  1.8334943E-06  
2.1371443E+02  7.7268059E-02  1.3591208E+00  1.3610079E+00  3.7243656E+00  4.2461199E+00  9.0098205E+00  1.3623705E+00  1.0023911E+00  1.0010012E+00  1.6755189E-06  
2.1807007E+02  7.6559661E-02  1.3605515E+00  1.3624406E+00  3.7099570E+00  4.2327385E+00  9.1027597E+00  1.3638047E+00  1.0023911E+00  1.0010012E+00  1.5255895E-06  
2.2250245E+02  7.5857758E-02  1.3619437E+00  1.3638348E+00  3.6959926E+00  4.2197709E+00  9.1963876E+00  1.3652003E+00  1.0023911E+00  1.0010012E+00  1.3903258E-06  
2.2701275E+02  7.5162289E-02  1.3632976E+00  1.3651906E+00  3.6824659E+00  4.2072113E+00  9.2907074E+00  1.3665574E+00  1.0023911E+00  1.0010012E+00  1.2690192E-06  
2.3160214E+02  7.4473197E-02  1.3646133E+00  1.3665081E+00  3.6693705E+00  4.1950537E+00  9.3857227E+00  1.3678763E+00  1.0023911E+00  1.0010012E+00  1.1523125E-06  
