# Standard Model Evoultion for 1 keV < T < 10 MeV as calculated in Escudero 2001.04466, JCAP 05 (2020) 048
# Includes NLO-QED thermal corrections, and the electron mass and spin-statistics in the collision terms
# Neff          = 3.044
# O_nu/mnu (eV) = 93.07
# s0 (cm^-3)    = 2906.92
# g_s0          = 3.930
# g_*0          = 3.383
# Definitions: a is the dimensionless scale factor, z_gam = a T_gam/m_e , z_nu = a T_nu/m_e, N is defined in Eq A.17 in 2001.04466
# t (s)        T_gam (MeV)    T_gam/T_nue    T_gam/T_numu   g*             gs             a              z_gam          z_nue          z_numu         N              
6.9928298E-02  3.2508730E+00  1.0000683E+00  1.0000967E+00  1.0728799E+01  1.0726247E+01  1.5723899E-01  1.0003209E+00  1.0002526E+00  1.0002241E+00  2.6661383E-03  
7.1229165E-02  3.2210688E+00  1.0000710E+00  1.0001004E+00  1.0728613E+01  1.0726024E+01  1.5869500E-01  1.0003278E+00  1.0002569E+00  1.0002274E+00  2.6946358E-03  
7.2554250E-02  3.1915379E+00  1.0000738E+00  1.0001043E+00  1.0728422E+01  1.0725795E+01  1.6016453E-01  1.0003349E+00  1.0002612E+00  1.0002306E+00  2.7231312E-03  
7.3904007E-02  3.1622777E+00  1.0000767E+00  1.0001082E+00  1.0728227E+01  1.0725562E+01  1.6164768E-01  1.0003422E+00  1.0002655E+00  1.0002339E+00  2.7516007E-03  
7.5278894E-02  3.1332857E+00  1.0000797E+00  1.0001123E+00  1.0728027E+01  1.0725323E+01  1.6314460E-01  1.0003496E+00  1.0002699E+00  1.0002373E+00  2.7800175E-03  
7.6679381E-02  3.1045596E+00  1.0000828E+00  1.0001166E+00  1.0727821E+01  1.0725079E+01  1.6465541E-01  1.0003572E+00  1.0002744E+00  1.0002406E+00  2.8083888E-03  
7.8105945E-02  3.0760968E+00  1.0000860E+00  1.0001209E+00  1.0727611E+01  1.0724829E+01  1.6618024E-01  1.0003650E+00  1.0002790E+00  1.0002440E+00  2.8367111E-03  
7.9559074E-02  3.0478950E+00  1.0000893E+00  1.0001255E+00  1.0727395E+01  1.0724574E+01  1.6771922E-01  1.0003729E+00  1.0002836E+00  1.0002474E+00  2.8649710E-03  
8.1039262E-02  3.0199517E+00  1.0000928E+00  1.0001301E+00  1.0727174E+01  1.0724313E+01  1.6927248E-01  1.0003810E+00  1.0002882E+00  1.0002509E+00  2.8931865E-03  
8.2547014E-02  2.9922646E+00  1.0000964E+00  1.0001350E+00  1.0726947E+01  1.0724046E+01  1.7084015E-01  1.0003893E+00  1.0002929E+00  1.0002543E+00  2.9213225E-03  
8.4082845E-02  2.9648314E+00  1.0001001E+00  1.0001400E+00  1.0726715E+01  1.0723773E+01  1.7242238E-01  1.0003978E+00  1.0002977E+00  1.0002578E+00  2.9493931E-03  
8.5647279E-02  2.9376497E+00  1.0001039E+00  1.0001451E+00  1.0726477E+01  1.0723493E+01  1.7401930E-01  1.0004065E+00  1.0003025E+00  1.0002613E+00  2.9773495E-03  
8.7240850E-02  2.9107171E+00  1.0001079E+00  1.0001505E+00  1.0726233E+01  1.0723208E+01  1.7563104E-01  1.0004154E+00  1.0003074E+00  1.0002649E+00  3.0051979E-03  
8.8864101E-02  2.8840315E+00  1.0001120E+00  1.0001560E+00  1.0725982E+01  1.0722916E+01  1.7725774E-01  1.0004245E+00  1.0003124E+00  1.0002684E+00  3.0329253E-03  
9.0517588E-02  2.8575905E+00  1.0001163E+00  1.0001617E+00  1.0725726E+01  1.0722617E+01  1.7889955E-01  1.0004338E+00  1.0003174E+00  1.0002720E+00  3.0605291E-03  
9.2201874E-02  2.8313920E+00  1.0001207E+00  1.0001676E+00  1.0725463E+01  1.0722312E+01  1.8055660E-01  1.0004433E+00  1.0003225E+00  1.0002757E+00  3.0879965E-03  
9.3917534E-02  2.8054336E+00  1.0001253E+00  1.0001736E+00  1.0725194E+01  1.0722000E+01  1.8222903E-01  1.0004530E+00  1.0003277E+00  1.0002793E+00  3.1153255E-03  
9.5665154E-02  2.7797133E+00  1.0001300E+00  1.0001799E+00  1.0724918E+01  1.0721681E+01  1.8391700E-01  1.0004629E+00  1.0003329E+00  1.0002830E+00  3.1425067E-03  
9.7445332E-02  2.7542287E+00  1.0001348E+00  1.0001863E+00  1.0724635E+01  1.0721354E+01  1.8562065E-01  1.0004730E+00  1.0003382E+00  1.0002866E+00  3.1695347E-03  
9.9258675E-02  2.7289778E+00  1.0001399E+00  1.0001930E+00  1.0724344E+01  1.0721020E+01  1.8734012E-01  1.0004834E+00  1.0003435E+00  1.0002904E+00  3.1964036E-03  
1.0110580E-01  2.7039584E+00  1.0001451E+00  1.0001999E+00  1.0724047E+01  1.0720679E+01  1.8907557E-01  1.0004940E+00  1.0003489E+00  1.0002941E+00  3.2230975E-03  
1.0298735E-01  2.6791683E+00  1.0001505E+00  1.0002070E+00  1.0723743E+01  1.0720330E+01  1.9082713E-01  1.0005049E+00  1.0003544E+00  1.0002978E+00  3.2495908E-03  
1.0490395E-01  2.6546056E+00  1.0001561E+00  1.0002143E+00  1.0723430E+01  1.0719973E+01  1.9259497E-01  1.0005160E+00  1.0003599E+00  1.0003016E+00  3.2758769E-03  
1.0685626E-01  2.6302680E+00  1.0001618E+00  1.0002219E+00  1.0723110E+01  1.0719608E+01  1.9437923E-01  1.0005274E+00  1.0003655E+00  1.0003054E+00  3.3019515E-03  
1.0884496E-01  2.6061535E+00  1.0001678E+00  1.0002297E+00  1.0722782E+01  1.0719235E+01  1.9618008E-01  1.0005390E+00  1.0003711E+00  1.0003092E+00  3.3278225E-03  
1.1087072E-01  2.5822602E+00  1.0001739E+00  1.0002377E+00  1.0722446E+01  1.0718854E+01  1.9799766E-01  1.0005508E+00  1.0003768E+00  1.0003131E+00  3.3534750E-03  
1.1293424E-01  2.5585859E+00  1.0001803E+00  1.0002460E+00  1.0722102E+01  1.0718464E+01  1.9983213E-01  1.0005630E+00  1.0003826E+00  1.0003169E+00  3.3789006E-03  
1.1503621E-01  2.5351286E+00  1.0001868E+00  1.0002545E+00  1.0721749E+01  1.0718065E+01  2.0168366E-01  1.0005754E+00  1.0003885E+00  1.0003208E+00  3.4040856E-03  
1.1717736E-01  2.5118864E+00  1.0001936E+00  1.0002633E+00  1.0721388E+01  1.0717657E+01  2.0355240E-01  1.0005881E+00  1.0003944E+00  1.0003247E+00  3.4290112E-03  
1.1935843E-01  2.4888573E+00  1.0002006E+00  1.0002723E+00  1.0721017E+01  1.0717240E+01  2.0543851E-01  1.0006010E+00  1.0004004E+00  1.0003286E+00  3.4536546E-03  
1.2158015E-01  2.4660393E+00  1.0002078E+00  1.0002817E+00  1.0720638E+01  1.0716814E+01  2.0734216E-01  1.0006143E+00  1.0004064E+00  1.0003325E+00  3.4780257E-03  
1.2384329E-01  2.4434306E+00  1.0002153E+00  1.0002913E+00  1.0720249E+01  1.0716378E+01  2.0926351E-01  1.0006279E+00  1.0004125E+00  1.0003365E+00  3.5021283E-03  
1.2614862E-01  2.4210290E+00  1.0002230E+00  1.0003012E+00  1.0719851E+01  1.0715933E+01  2.1120273E-01  1.0006418E+00  1.0004187E+00  1.0003405E+00  3.5259777E-03  
1.2849694E-01  2.3988329E+00  1.0002309E+00  1.0003114E+00  1.0719443E+01  1.0715477E+01  2.1315998E-01  1.0006559E+00  1.0004249E+00  1.0003444E+00  3.5495310E-03  
1.3088904E-01  2.3768403E+00  1.0002391E+00  1.0003219E+00  1.0719025E+01  1.0715011E+01  2.1513544E-01  1.0006704E+00  1.0004312E+00  1.0003484E+00  3.5727703E-03  
1.3332575E-01  2.3550493E+00  1.0002476E+00  1.0003327E+00  1.0718597E+01  1.0714535E+01  2.1712928E-01  1.0006853E+00  1.0004376E+00  1.0003524E+00  3.5956862E-03  
1.3580790E-01  2.3334581E+00  1.0002563E+00  1.0003438E+00  1.0718158E+01  1.0714048E+01  2.1914167E-01  1.0007004E+00  1.0004440E+00  1.0003565E+00  3.6182824E-03  
1.3833635E-01  2.3120648E+00  1.0002653E+00  1.0003553E+00  1.0717709E+01  1.0713551E+01  2.2117279E-01  1.0007159E+00  1.0004505E+00  1.0003605E+00  3.6405471E-03  
1.4091195E-01  2.2908677E+00  1.0002746E+00  1.0003670E+00  1.0717249E+01  1.0713042E+01  2.2322281E-01  1.0007317E+00  1.0004570E+00  1.0003646E+00  3.6624854E-03  
1.4353559E-01  2.2698649E+00  1.0002842E+00  1.0003792E+00  1.0716777E+01  1.0712522E+01  2.2529191E-01  1.0007479E+00  1.0004636E+00  1.0003686E+00  3.6841086E-03  
1.4620817E-01  2.2490546E+00  1.0002941E+00  1.0003916E+00  1.0716295E+01  1.0711991E+01  2.2738027E-01  1.0007645E+00  1.0004703E+00  1.0003727E+00  3.7053900E-03  
1.4893061E-01  2.2284351E+00  1.0003042E+00  1.0004045E+00  1.0715800E+01  1.0711447E+01  2.2948808E-01  1.0007814E+00  1.0004770E+00  1.0003768E+00  3.7262953E-03  
1.5170384E-01  2.2080047E+00  1.0003147E+00  1.0004176E+00  1.0715294E+01  1.0710892E+01  2.3161551E-01  1.0007987E+00  1.0004838E+00  1.0003809E+00  3.7468165E-03  
1.5452882E-01  2.1877616E+00  1.0003255E+00  1.0004312E+00  1.0714776E+01  1.0710324E+01  2.3376275E-01  1.0008164E+00  1.0004907E+00  1.0003850E+00  3.7669660E-03  
1.5740651E-01  2.1677041E+00  1.0003367E+00  1.0004452E+00  1.0714245E+01  1.0709744E+01  2.3592999E-01  1.0008345E+00  1.0004976E+00  1.0003891E+00  3.7867510E-03  
1.6033790E-01  2.1478305E+00  1.0003481E+00  1.0004595E+00  1.0713701E+01  1.0709151E+01  2.3811742E-01  1.0008529E+00  1.0005046E+00  1.0003933E+00  3.8061602E-03  
1.6332399E-01  2.1281390E+00  1.0003600E+00  1.0004742E+00  1.0713145E+01  1.0708545E+01  2.4032522E-01  1.0008718E+00  1.0005116E+00  1.0003974E+00  3.8251683E-03  
1.6636582E-01  2.1086281E+00  1.0003722E+00  1.0004894E+00  1.0712575E+01  1.0707926E+01  2.4255360E-01  1.0008911E+00  1.0005188E+00  1.0004015E+00  3.8437691E-03  
1.6946443E-01  2.0892961E+00  1.0003847E+00  1.0005049E+00  1.0711992E+01  1.0707293E+01  2.4480275E-01  1.0009108E+00  1.0005259E+00  1.0004057E+00  3.8619659E-03  
1.7262088E-01  2.0701413E+00  1.0003976E+00  1.0005209E+00  1.0711394E+01  1.0706646E+01  2.4707286E-01  1.0009310E+00  1.0005331E+00  1.0004099E+00  3.8797552E-03  
1.7583625E-01  2.0511622E+00  1.0004109E+00  1.0005373E+00  1.0710783E+01  1.0705985E+01  2.4936413E-01  1.0009516E+00  1.0005404E+00  1.0004140E+00  3.8971355E-03  
1.7911166E-01  2.0323570E+00  1.0004246E+00  1.0005542E+00  1.0710157E+01  1.0705309E+01  2.5167676E-01  1.0009726E+00  1.0005478E+00  1.0004182E+00  3.9141083E-03  
1.8244823E-01  2.0137242E+00  1.0004387E+00  1.0005715E+00  1.0709517E+01  1.0704619E+01  2.5401095E-01  1.0009942E+00  1.0005552E+00  1.0004224E+00  3.9306780E-03  
1.8584711E-01  1.9952623E+00  1.0004532E+00  1.0005893E+00  1.0708861E+01  1.0703914E+01  2.5636692E-01  1.0010162E+00  1.0005627E+00  1.0004266E+00  3.9468245E-03  
1.8930946E-01  1.9769696E+00  1.0004682E+00  1.0006076E+00  1.0708190E+01  1.0703193E+01  2.5874486E-01  1.0010386E+00  1.0005702E+00  1.0004307E+00  3.9625470E-03  
1.9283649E-01  1.9588447E+00  1.0004836E+00  1.0006264E+00  1.0707503E+01  1.0702456E+01  2.6114499E-01  1.0010616E+00  1.0005778E+00  1.0004349E+00  3.9778301E-03  
1.9642939E-01  1.9408859E+00  1.0004994E+00  1.0006456E+00  1.0706800E+01  1.0701704E+01  2.6356751E-01  1.0010851E+00  1.0005854E+00  1.0004391E+00  3.9926539E-03  
2.0008942E-01  1.9230917E+00  1.0005156E+00  1.0006654E+00  1.0706081E+01  1.0700935E+01  2.6601264E-01  1.0011090E+00  1.0005931E+00  1.0004433E+00  4.0070183E-03  
2.0381783E-01  1.9054607E+00  1.0005324E+00  1.0006857E+00  1.0705345E+01  1.0700150E+01  2.6848060E-01  1.0011335E+00  1.0006008E+00  1.0004475E+00  4.0209191E-03  
2.0761591E-01  1.8879913E+00  1.0005496E+00  1.0007065E+00  1.0704592E+01  1.0699347E+01  2.7097159E-01  1.0011586E+00  1.0006086E+00  1.0004517E+00  4.0343617E-03  
2.1148496E-01  1.8706821E+00  1.0005673E+00  1.0007279E+00  1.0703822E+01  1.0698527E+01  2.7348585E-01  1.0011841E+00  1.0006165E+00  1.0004559E+00  4.0473498E-03  
2.1542632E-01  1.8535316E+00  1.0005855E+00  1.0007498E+00  1.0703034E+01  1.0697690E+01  2.7602358E-01  1.0012102E+00  1.0006244E+00  1.0004601E+00  4.0598819E-03  
2.1944136E-01  1.8365383E+00  1.0006042E+00  1.0007723E+00  1.0702227E+01  1.0696835E+01  2.7858502E-01  1.0012369E+00  1.0006324E+00  1.0004643E+00  4.0719430E-03  
2.2353145E-01  1.8197009E+00  1.0006234E+00  1.0007953E+00  1.0701402E+01  1.0695961E+01  2.8117040E-01  1.0012642E+00  1.0006404E+00  1.0004685E+00  4.0835507E-03  
2.2769800E-01  1.8030177E+00  1.0006432E+00  1.0008190E+00  1.0700558E+01  1.0695068E+01  2.8377993E-01  1.0012921E+00  1.0006485E+00  1.0004727E+00  4.0947251E-03  
2.3194246E-01  1.7864876E+00  1.0006635E+00  1.0008432E+00  1.0699695E+01  1.0694157E+01  2.8641385E-01  1.0013205E+00  1.0006566E+00  1.0004769E+00  4.1054353E-03  
2.3626630E-01  1.7701090E+00  1.0006844E+00  1.0008681E+00  1.0698812E+01  1.0693225E+01  2.8907240E-01  1.0013496E+00  1.0006647E+00  1.0004811E+00  4.1156468E-03  
2.4067100E-01  1.7538805E+00  1.0007058E+00  1.0008936E+00  1.0697909E+01  1.0692274E+01  2.9175580E-01  1.0013793E+00  1.0006730E+00  1.0004853E+00  4.1253505E-03  
2.4515809E-01  1.7378008E+00  1.0007279E+00  1.0009197E+00  1.0696985E+01  1.0691303E+01  2.9446430E-01  1.0014096E+00  1.0006812E+00  1.0004895E+00  4.1345627E-03  
2.4972912E-01  1.7218686E+00  1.0007505E+00  1.0009465E+00  1.0696041E+01  1.0690311E+01  2.9719814E-01  1.0014406E+00  1.0006896E+00  1.0004936E+00  4.1433152E-03  
2.5438567E-01  1.7060824E+00  1.0007738E+00  1.0009739E+00  1.0695075E+01  1.0689298E+01  2.9995755E-01  1.0014722E+00  1.0006979E+00  1.0004978E+00  4.1515990E-03  
2.5912936E-01  1.6904409E+00  1.0007976E+00  1.0010020E+00  1.0694087E+01  1.0688264E+01  3.0274279E-01  1.0015045E+00  1.0007063E+00  1.0005020E+00  4.1594076E-03  
2.6396182E-01  1.6749429E+00  1.0008221E+00  1.0010308E+00  1.0693077E+01  1.0687207E+01  3.0555411E-01  1.0015375E+00  1.0007148E+00  1.0005062E+00  4.1667265E-03  
2.6888473E-01  1.6595869E+00  1.0008473E+00  1.0010604E+00  1.0692045E+01  1.0686129E+01  3.0839174E-01  1.0015712E+00  1.0007233E+00  1.0005103E+00  4.1735547E-03  
2.7389980E-01  1.6443717E+00  1.0008732E+00  1.0010906E+00  1.0690989E+01  1.0685027E+01  3.1125595E-01  1.0016056E+00  1.0007318E+00  1.0005145E+00  4.1798907E-03  
2.7900876E-01  1.6292960E+00  1.0008997E+00  1.0011216E+00  1.0689910E+01  1.0683903E+01  3.1414699E-01  1.0016408E+00  1.0007404E+00  1.0005186E+00  4.1857335E-03  
2.8421338E-01  1.6143586E+00  1.0009269E+00  1.0011533E+00  1.0688806E+01  1.0682754E+01  3.1706511E-01  1.0016767E+00  1.0007490E+00  1.0005227E+00  4.1910946E-03  
2.8951548E-01  1.5995580E+00  1.0009549E+00  1.0011858E+00  1.0687678E+01  1.0681582E+01  3.2001059E-01  1.0017133E+00  1.0007577E+00  1.0005269E+00  4.1959841E-03  
2.9491689E-01  1.5848932E+00  1.0009835E+00  1.0012191E+00  1.0686525E+01  1.0680385E+01  3.2298367E-01  1.0017507E+00  1.0007664E+00  1.0005310E+00  4.2004016E-03  
3.0041948E-01  1.5703628E+00  1.0010130E+00  1.0012532E+00  1.0685347E+01  1.0679164E+01  3.2598463E-01  1.0017889E+00  1.0007752E+00  1.0005351E+00  4.2043501E-03  
3.0602517E-01  1.5559656E+00  1.0010431E+00  1.0012881E+00  1.0684142E+01  1.0677916E+01  3.2901374E-01  1.0018279E+00  1.0007840E+00  1.0005392E+00  4.2078178E-03  
3.1173591E-01  1.5417005E+00  1.0010741E+00  1.0013238E+00  1.0682911E+01  1.0676643E+01  3.3207127E-01  1.0018678E+00  1.0007928E+00  1.0005433E+00  4.2107797E-03  
3.1755368E-01  1.5275661E+00  1.0011059E+00  1.0013603E+00  1.0681653E+01  1.0675344E+01  3.3515749E-01  1.0019084E+00  1.0008017E+00  1.0005473E+00  4.2132296E-03  
3.2348050E-01  1.5135612E+00  1.0011384E+00  1.0013978E+00  1.0680367E+01  1.0674017E+01  3.3827267E-01  1.0019499E+00  1.0008106E+00  1.0005514E+00  4.2151971E-03  
3.2951845E-01  1.4996848E+00  1.0011718E+00  1.0014360E+00  1.0679053E+01  1.0672663E+01  3.4141711E-01  1.0019923E+00  1.0008195E+00  1.0005554E+00  4.2167366E-03  
3.3566961E-01  1.4859356E+00  1.0012061E+00  1.0014752E+00  1.0677711E+01  1.0671281E+01  3.4459108E-01  1.0020356E+00  1.0008285E+00  1.0005595E+00  4.2178052E-03  
3.4193614E-01  1.4723125E+00  1.0012412E+00  1.0015153E+00  1.0676339E+01  1.0669871E+01  3.4779487E-01  1.0020797E+00  1.0008375E+00  1.0005635E+00  4.2183682E-03  
3.4832021E-01  1.4588143E+00  1.0012772E+00  1.0015564E+00  1.0674938E+01  1.0668431E+01  3.5102876E-01  1.0021248E+00  1.0008465E+00  1.0005675E+00  4.2184520E-03  
3.5482406E-01  1.4454398E+00  1.0013141E+00  1.0015983E+00  1.0673506E+01  1.0666962E+01  3.5429305E-01  1.0021708E+00  1.0008556E+00  1.0005715E+00  4.2180612E-03  
3.6144995E-01  1.4321879E+00  1.0013519E+00  1.0016413E+00  1.0672043E+01  1.0665463E+01  3.5758804E-01  1.0022177E+00  1.0008646E+00  1.0005755E+00  4.2172246E-03  
3.6820020E-01  1.4190575E+00  1.0013907E+00  1.0016852E+00  1.0670549E+01  1.0663933E+01  3.6091402E-01  1.0022657E+00  1.0008738E+00  1.0005795E+00  4.2159307E-03  
3.7507716E-01  1.4060475E+00  1.0014304E+00  1.0017301E+00  1.0669022E+01  1.0662372E+01  3.6427129E-01  1.0023146E+00  1.0008829E+00  1.0005835E+00  4.2141680E-03  
3.8208323E-01  1.3931568E+00  1.0014711E+00  1.0017761E+00  1.0667463E+01  1.0660779E+01  3.6766017E-01  1.0023645E+00  1.0008921E+00  1.0005874E+00  4.2119403E-03  
3.8922088E-01  1.3803843E+00  1.0015128E+00  1.0018230E+00  1.0665870E+01  1.0659154E+01  3.7108094E-01  1.0024155E+00  1.0009013E+00  1.0005913E+00  4.2092594E-03  
3.9649259E-01  1.3677288E+00  1.0015555E+00  1.0018711E+00  1.0664244E+01  1.0657496E+01  3.7453394E-01  1.0024674E+00  1.0009105E+00  1.0005952E+00  4.2061360E-03  
4.0390090E-01  1.3551894E+00  1.0015993E+00  1.0019202E+00  1.0662582E+01  1.0655804E+01  3.7801946E-01  1.0025205E+00  1.0009197E+00  1.0005991E+00  4.2025649E-03  
4.1144843E-01  1.3427650E+00  1.0016441E+00  1.0019704E+00  1.0660886E+01  1.0654078E+01  3.8153784E-01  1.0025746E+00  1.0009290E+00  1.0006030E+00  4.1985488E-03  
4.1913780E-01  1.3304544E+00  1.0016900E+00  1.0020218E+00  1.0659153E+01  1.0652317E+01  3.8508939E-01  1.0026299E+00  1.0009383E+00  1.0006069E+00  4.1940946E-03  
4.2697171E-01  1.3182567E+00  1.0017370E+00  1.0020743E+00  1.0657384E+01  1.0650520E+01  3.8867443E-01  1.0026863E+00  1.0009476E+00  1.0006107E+00  4.1891923E-03  
4.3495293E-01  1.3061709E+00  1.0017851E+00  1.0021279E+00  1.0655577E+01  1.0648688E+01  3.9229329E-01  1.0027438E+00  1.0009569E+00  1.0006146E+00  4.1838225E-03  
4.4308424E-01  1.2941958E+00  1.0018344E+00  1.0021827E+00  1.0653733E+01  1.0646818E+01  3.9594631E-01  1.0028025E+00  1.0009663E+00  1.0006184E+00  4.1780132E-03  
4.5136850E-01  1.2823306E+00  1.0018849E+00  1.0022388E+00  1.0651849E+01  1.0644912E+01  3.9963382E-01  1.0028624E+00  1.0009757E+00  1.0006222E+00  4.1717921E-03  
4.5980864E-01  1.2705741E+00  1.0019365E+00  1.0022961E+00  1.0649927E+01  1.0642967E+01  4.0335615E-01  1.0029235E+00  1.0009850E+00  1.0006260E+00  4.1651667E-03  
4.6840760E-01  1.2589254E+00  1.0019894E+00  1.0023546E+00  1.0647963E+01  1.0640983E+01  4.0711366E-01  1.0029858E+00  1.0009944E+00  1.0006297E+00  4.1581249E-03  
4.7716844E-01  1.2473835E+00  1.0020435E+00  1.0024144E+00  1.0645959E+01  1.0638959E+01  4.1090669E-01  1.0030494E+00  1.0010038E+00  1.0006335E+00  4.1506596E-03  
4.8609422E-01  1.2359474E+00  1.0020989E+00  1.0024755E+00  1.0643914E+01  1.0636896E+01  4.1473558E-01  1.0031142E+00  1.0010132E+00  1.0006372E+00  4.1427864E-03  
4.9518810E-01  1.2246162E+00  1.0021555E+00  1.0025379E+00  1.0641825E+01  1.0634791E+01  4.1860069E-01  1.0031804E+00  1.0010227E+00  1.0006409E+00  4.1345073E-03  
5.0445329E-01  1.2133889E+00  1.0022135E+00  1.0026017E+00  1.0639694E+01  1.0632645E+01  4.2250238E-01  1.0032479E+00  1.0010321E+00  1.0006446E+00  4.1258224E-03  
5.1389305E-01  1.2022644E+00  1.0022728E+00  1.0026668E+00  1.0637518E+01  1.0630456E+01  4.2644101E-01  1.0033168E+00  1.0010416E+00  1.0006482E+00  4.1167367E-03  
5.2351072E-01  1.1912420E+00  1.0023335E+00  1.0027333E+00  1.0635298E+01  1.0628224E+01  4.3041695E-01  1.0033870E+00  1.0010510E+00  1.0006519E+00  4.1072541E-03  
5.3330971E-01  1.1803206E+00  1.0023956E+00  1.0028013E+00  1.0633031E+01  1.0625948E+01  4.3443057E-01  1.0034586E+00  1.0010605E+00  1.0006555E+00  4.0973867E-03  
5.4329347E-01  1.1694994E+00  1.0024591E+00  1.0028707E+00  1.0630718E+01  1.0623628E+01  4.3848223E-01  1.0035317E+00  1.0010700E+00  1.0006591E+00  4.0871605E-03  
5.5346555E-01  1.1587774E+00  1.0025241E+00  1.0029416E+00  1.0628358E+01  1.0621261E+01  4.4257232E-01  1.0036062E+00  1.0010794E+00  1.0006627E+00  4.0765768E-03  
5.6382954E-01  1.1481536E+00  1.0025905E+00  1.0030140E+00  1.0625949E+01  1.0618849E+01  4.4670122E-01  1.0036822E+00  1.0010889E+00  1.0006663E+00  4.0656179E-03  
5.7438913E-01  1.1376273E+00  1.0026584E+00  1.0030879E+00  1.0623492E+01  1.0616389E+01  4.5086932E-01  1.0037598E+00  1.0010984E+00  1.0006698E+00  4.0542483E-03  
5.8514807E-01  1.1271975E+00  1.0027279E+00  1.0031634E+00  1.0620984E+01  1.0613881E+01  4.5507700E-01  1.0038388E+00  1.0011079E+00  1.0006733E+00  4.0425143E-03  
5.9611016E-01  1.1168632E+00  1.0027989E+00  1.0032404E+00  1.0618425E+01  1.0611324E+01  4.5932466E-01  1.0039194E+00  1.0011174E+00  1.0006768E+00  4.0304439E-03  
6.0727932E-01  1.1066238E+00  1.0028716E+00  1.0033191E+00  1.0615814E+01  1.0608718E+01  4.6361271E-01  1.0040017E+00  1.0011269E+00  1.0006803E+00  4.0180510E-03  
6.1865952E-01  1.0964782E+00  1.0029458E+00  1.0033994E+00  1.0613151E+01  1.0606061E+01  4.6794154E-01  1.0040855E+00  1.0011363E+00  1.0006838E+00  4.0053022E-03  
6.3025480E-01  1.0864256E+00  1.0030217E+00  1.0034814E+00  1.0610434E+01  1.0603352E+01  4.7231156E-01  1.0041710E+00  1.0011458E+00  1.0006872E+00  3.9922075E-03  
6.4206931E-01  1.0764652E+00  1.0030993E+00  1.0035651E+00  1.0607661E+01  1.0600591E+01  4.7672319E-01  1.0042582E+00  1.0011553E+00  1.0006906E+00  3.9787825E-03  
6.5410725E-01  1.0665961E+00  1.0031786E+00  1.0036505E+00  1.0604834E+01  1.0597777E+01  4.8117685E-01  1.0043471E+00  1.0011648E+00  1.0006940E+00  3.9650366E-03  
6.6637293E-01  1.0568175E+00  1.0032596E+00  1.0037377E+00  1.0601949E+01  1.0594908E+01  4.8567295E-01  1.0044377E+00  1.0011743E+00  1.0006974E+00  3.9509787E-03  
6.7887073E-01  1.0471285E+00  1.0033425E+00  1.0038267E+00  1.0599007E+01  1.0591984E+01  4.9021193E-01  1.0045302E+00  1.0011837E+00  1.0007008E+00  3.9366062E-03  
6.9160512E-01  1.0375284E+00  1.0034271E+00  1.0039175E+00  1.0596005E+01  1.0589004E+01  4.9479422E-01  1.0046244E+00  1.0011932E+00  1.0007041E+00  3.9219116E-03  
7.0458066E-01  1.0280163E+00  1.0035136E+00  1.0040102E+00  1.0592944E+01  1.0585967E+01  4.9942025E-01  1.0047205E+00  1.0012026E+00  1.0007074E+00  3.9069117E-03  
7.1780200E-01  1.0185914E+00  1.0036020E+00  1.0041048E+00  1.0589822E+01  1.0582872E+01  5.0409047E-01  1.0048184E+00  1.0012121E+00  1.0007107E+00  3.8916014E-03  
7.3127388E-01  1.0092529E+00  1.0036923E+00  1.0042013E+00  1.0586638E+01  1.0579718E+01  5.0880532E-01  1.0049183E+00  1.0012215E+00  1.0007140E+00  3.8759884E-03  
7.4500116E-01  1.0000000E+00  1.0037845E+00  1.0042998E+00  1.0583391E+01  1.0576503E+01  5.1356526E-01  1.0050201E+00  1.0012309E+00  1.0007172E+00  3.8600940E-03  
7.5898875E-01  9.9083194E-01  1.0038787E+00  1.0044003E+00  1.0580080E+01  1.0573228E+01  5.1837074E-01  1.0051239E+00  1.0012403E+00  1.0007204E+00  3.8439283E-03  
7.7324169E-01  9.8174794E-01  1.0039750E+00  1.0045028E+00  1.0576703E+01  1.0569890E+01  5.2322224E-01  1.0052297E+00  1.0012497E+00  1.0007236E+00  3.8274966E-03  
7.8776512E-01  9.7274722E-01  1.0040733E+00  1.0046074E+00  1.0573259E+01  1.0566489E+01  5.2812021E-01  1.0053375E+00  1.0012591E+00  1.0007268E+00  3.8108138E-03  
8.0256427E-01  9.6382902E-01  1.0041737E+00  1.0047141E+00  1.0569748E+01  1.0563023E+01  5.3306514E-01  1.0054475E+00  1.0012685E+00  1.0007299E+00  3.7938756E-03  
8.1764449E-01  9.5499259E-01  1.0042763E+00  1.0048229E+00  1.0566168E+01  1.0559492E+01  5.3805750E-01  1.0055595E+00  1.0012778E+00  1.0007331E+00  3.7766727E-03  
8.3301123E-01  9.4623716E-01  1.0043810E+00  1.0049339E+00  1.0562518E+01  1.0555895E+01  5.4309777E-01  1.0056738E+00  1.0012872E+00  1.0007362E+00  3.7591918E-03  
8.4867005E-01  9.3756201E-01  1.0044879E+00  1.0050472E+00  1.0558797E+01  1.0552229E+01  5.4818646E-01  1.0057902E+00  1.0012965E+00  1.0007393E+00  3.7414551E-03  
8.6462661E-01  9.2896639E-01  1.0045971E+00  1.0051627E+00  1.0555003E+01  1.0548495E+01  5.5332405E-01  1.0059089E+00  1.0013058E+00  1.0007423E+00  3.7234848E-03  
