# SM with evolving differently nu_e and nu_mu
# QED thermal corrections with m_e and stats in the collision terms
# Neff        = 3.05161     
# Tgam/Tnu_e  = 1.39351     
# Tgam/Tnu_mu = 1.39584     
#T_gamma (MeV)T_gam/T_nue  T_gam/T_numu R_tot/T_gam^4 P_tot/T_gam^4
1.0000000E+01  1.0         1.0         3.5316207E+00  1.1770659E+00
9.7666885E+00  1.0         1.000001    3.5316072E+00  1.1770546E+00
9.5388188E+00  1.0         1.000001    3.5315961E+00  1.1770437E+00
9.3162659E+00  1.0         1.000001    3.5315844E+00  1.1770323E+00
9.0989061E+00  1.0         1.000001    3.5315721E+00  1.1770204E+00
8.8866179E+00  1.000001    1.000001    3.5315592E+00  1.1770078E+00
8.6792831E+00  1.000001    1.000001    3.5315456E+00  1.1769947E+00
8.4767862E+00  1.000001    1.000001    3.5315313E+00  1.1769808E+00
8.2790142E+00  1.000001    1.000001    3.5315163E+00  1.1769663E+00
8.0858570E+00  1.000001    1.000001    3.5315005E+00  1.1769511E+00
7.8972071E+00  1.000001    1.000001    3.5314838E+00  1.1769351E+00
7.7129590E+00  1.000001    1.000002    3.5314663E+00  1.1769184E+00
7.5330102E+00  1.000001    1.000002    3.5314478E+00  1.1769008E+00
7.3572604E+00  1.000001    1.000002    3.5314283E+00  1.1768823E+00
7.1856116E+00  1.000002    1.000002    3.5314078E+00  1.1768629E+00
7.0179682E+00  1.000002    1.000003    3.5313862E+00  1.1768425E+00
6.8542367E+00  1.000002    1.000003    3.5313633E+00  1.1768210E+00
6.6943259E+00  1.000002    1.000003    3.5313393E+00  1.1767985E+00
6.5381467E+00  1.000003    1.000004    3.5313139E+00  1.1767749E+00
6.3856121E+00  1.000003    1.000004    3.5312871E+00  1.1767501E+00
6.2366368E+00  1.000003    1.000005    3.5312588E+00  1.1767240E+00
6.0911380E+00  1.000004    1.000005    3.5312289E+00  1.1766966E+00
5.9490346E+00  1.000004    1.000006    3.5311974E+00  1.1766677E+00
5.8102475E+00  1.000004    1.000007    3.5311640E+00  1.1766374E+00
5.6746991E+00  1.000005    1.000007    3.5311287E+00  1.1766056E+00
5.5423141E+00  1.000006    1.000008    3.5310913E+00  1.1765721E+00
5.4130185E+00  1.000006    1.000009    3.5310518E+00  1.1765369E+00
5.2867404E+00  1.000007    1.00001     3.5310100E+00  1.1764998E+00
5.1634094E+00  1.000008    1.000011    3.5309658E+00  1.1764608E+00
5.0429568E+00  1.000009    1.000013    3.5309188E+00  1.1764198E+00
4.9253153E+00  1.00001     1.000014    3.5308691E+00  1.1763767E+00
4.8104195E+00  1.000011    1.000016    3.5308164E+00  1.1763312E+00
4.6982053E+00  1.000012    1.000018    3.5307605E+00  1.1762834E+00
4.5886102E+00  1.000013    1.00002     3.5307011E+00  1.1762331E+00
4.4815731E+00  1.000015    1.000022    3.5306381E+00  1.1761801E+00
4.3770344E+00  1.000017    1.000024    3.5305713E+00  1.1761243E+00
4.2749359E+00  1.000019    1.000027    3.5305003E+00  1.1760655E+00
4.1752205E+00  1.000021    1.00003     3.5304248E+00  1.1760035E+00
4.0778328E+00  1.000023    1.000034    3.5303445E+00  1.1759382E+00
3.9827185E+00  1.000026    1.000037    3.5302592E+00  1.1758694E+00
3.8898246E+00  1.000029    1.000041    3.5301685E+00  1.1757969E+00
3.7990994E+00  1.000032    1.000046    3.5300719E+00  1.1757205E+00
3.7104922E+00  1.000035    1.000051    3.5299692E+00  1.1756399E+00
3.6239537E+00  1.000039    1.000056    3.5298599E+00  1.1755549E+00
3.5394358E+00  1.000043    1.000062    3.5297434E+00  1.1754653E+00
3.4568913E+00  1.000048    1.000069    3.5296195E+00  1.1753708E+00
3.3762741E+00  1.000053    1.000076    3.5294875E+00  1.1752711E+00
3.2975395E+00  1.000059    1.000084    3.5293469E+00  1.1751659E+00
3.2206436E+00  1.000065    1.000092    3.5291971E+00  1.1750550E+00
3.1455435E+00  1.000072    1.000102    3.5290376E+00  1.1749379E+00
3.0721974E+00  1.00008     1.000112    3.5288676E+00  1.1748143E+00
3.0005644E+00  1.000088    1.000123    3.5286865E+00  1.1746840E+00
2.9306046E+00  1.000097    1.000136    3.5284936E+00  1.1745464E+00
2.8622790E+00  1.000107    1.000149    3.5282881E+00  1.1744013E+00
2.7955496E+00  1.000117    1.000163    3.5280692E+00  1.1742481E+00
2.7303792E+00  1.000129    1.000179    3.5278360E+00  1.1740865E+00
2.6667315E+00  1.000142    1.000196    3.5275876E+00  1.1739159E+00
2.6045710E+00  1.000156    1.000214    3.5273230E+00  1.1737359E+00
2.5438632E+00  1.000171    1.000234    3.5270414E+00  1.1735459E+00
2.4845742E+00  1.000188    1.000256    3.5267416E+00  1.1733455E+00
2.4266709E+00  1.000206    1.000279    3.5264225E+00  1.1731341E+00
2.3701212E+00  1.000225    1.000305    3.5260829E+00  1.1729110E+00
2.3148934E+00  1.000247    1.000332    3.5257216E+00  1.1726757E+00
2.2609569E+00  1.00027     1.000361    3.5253373E+00  1.1724275E+00
2.2082816E+00  1.000294    1.000393    3.5249287E+00  1.1721657E+00
2.1568382E+00  1.000321    1.000427    3.5244943E+00  1.1718897E+00
2.1065979E+00  1.00035     1.000463    3.5240327E+00  1.1715987E+00
2.0575328E+00  1.000382    1.000502    3.5235423E+00  1.1712919E+00
2.0096156E+00  1.000416    1.000544    3.5230214E+00  1.1709686E+00
1.9628195E+00  1.000452    1.00059     3.5224684E+00  1.1706278E+00
1.9171185E+00  1.000492    1.000638    3.5218815E+00  1.1702688E+00
