# interacting QED pressure, [p^{(n)}] = MeV^4 (n = order of perturbative correction)
# results from Escudero, Jackson, Laine and Sandner ArXiv:2511.XXXXX with me = 0.51099895 MeV, alpha = 1/137.035999084
# columns: T_ga [MeV],   p^{(0)},   p^{(2)non-log},   p^{(2)log},   p^{(3)},   p^{(4)},   p^{(5)}
 6.011617654748e-03   +2.864525128904e-10   -2.8491e-48   +5.1248e-83   +1.1806e-64   -3.8399e-15   -5.0854e-16
 6.017023383181e-03   +2.874842314479e-10   -3.0849e-48   +5.9812e-83   +1.3260e-64   -3.8538e-15   -5.1037e-16
 6.022433972520e-03   +2.885196659552e-10   -3.3400e-48   +6.9798e-83   +1.4892e-64   -3.8676e-15   -5.1221e-16
 6.027849427133e-03   +2.895588297962e-10   -3.6159e-48   +8.1439e-83   +1.6722e-64   -3.8816e-15   -5.1406e-16
 6.033269751398e-03   +2.906017364028e-10   -3.9144e-48   +9.5009e-83   +1.8776e-64   -3.8955e-15   -5.1591e-16
 6.038694949691e-03   +2.916483992554e-10   -4.2372e-48   +1.1083e-82   +2.1080e-64   -3.9096e-15   -5.1777e-16
 6.044125026397e-03   +2.926988318829e-10   -4.5863e-48   +1.2926e-82   +2.3664e-64   -3.9237e-15   -5.1963e-16
 6.049559985902e-03   +2.937530478629e-10   -4.9639e-48   +1.5073e-82   +2.6562e-64   -3.9378e-15   -5.2150e-16
 6.054999832596e-03   +2.948110608219e-10   -5.3721e-48   +1.7575e-82   +2.9812e-64   -3.9520e-15   -5.2338e-16
 6.060444570875e-03   +2.958728844356e-10   -5.8135e-48   +2.0490e-82   +3.3457e-64   -3.9662e-15   -5.2527e-16
 6.065894205136e-03   +2.969385324288e-10   -6.2908e-48   +2.3884e-82   +3.7543e-64   -3.9805e-15   -5.2716e-16
 6.071348739783e-03   +2.980080185759e-10   -6.8068e-48   +2.7837e-82   +4.2124e-64   -3.9948e-15   -5.2906e-16
 6.076808179221e-03   +2.990813567007e-10   -7.3646e-48   +3.2440e-82   +4.7259e-64   -4.0092e-15   -5.3096e-16
 6.082272527862e-03   +3.001585606770e-10   -7.9676e-48   +3.7799e-82   +5.3014e-64   -4.0237e-15   -5.3287e-16
 6.087741790119e-03   +3.012396444284e-10   -8.6194e-48   +4.4037e-82   +5.9465e-64   -4.0382e-15   -5.3479e-16
 6.093215970412e-03   +3.023246219287e-10   -9.3238e-48   +5.1298e-82   +6.6693e-64   -4.0527e-15   -5.3672e-16
 6.098695073161e-03   +3.034135072021e-10   -1.0085e-47   +5.9748e-82   +7.4793e-64   -4.0673e-15   -5.3865e-16
 6.104179102795e-03   +3.045063143233e-10   -1.0908e-47   +6.9581e-82   +8.3867e-64   -4.0819e-15   -5.4059e-16
 6.109668063743e-03   +3.056030574175e-10   -1.1797e-47   +8.1020e-82   +9.4034e-64   -4.0966e-15   -5.4254e-16
 6.115161960439e-03   +3.067037506611e-10   -1.2758e-47   +9.4328e-82   +1.0542e-63   -4.1114e-15   -5.4449e-16
 6.120660797322e-03   +3.078084082814e-10   -1.3796e-47   +1.0981e-81   +1.1818e-63   -4.1262e-15   -5.4646e-16
 6.126164578834e-03   +3.089170445568e-10   -1.4917e-47   +1.2781e-81   +1.3246e-63   -4.1411e-15   -5.4842e-16
 6.131673309421e-03   +3.100296738172e-10   -1.6129e-47   +1.4874e-81   +1.4846e-63   -4.1560e-15   -5.5040e-16
 6.137186993534e-03   +3.111463104444e-10   -1.7438e-47   +1.7308e-81   +1.6637e-63   -4.1709e-15   -5.5238e-16
 6.142705635626e-03   +3.122669688716e-10   -1.8851e-47   +2.0137e-81   +1.8642e-63   -4.1860e-15   -5.5437e-16
 6.148229240157e-03   +3.133916635842e-10   -2.0378e-47   +2.3425e-81   +2.0887e-63   -4.2010e-15   -5.5637e-16
 6.153757811588e-03   +3.145204091198e-10   -2.2027e-47   +2.7247e-81   +2.3400e-63   -4.2162e-15   -5.5837e-16
 6.159291354385e-03   +3.156532200681e-10   -2.3808e-47   +3.1688e-81   +2.6213e-63   -4.2314e-15   -5.6038e-16
 6.164829873020e-03   +3.167901110717e-10   -2.5732e-47   +3.6849e-81   +2.9361e-63   -4.2466e-15   -5.6240e-16
 6.170373371966e-03   +3.179310968258e-10   -2.7809e-47   +4.2843e-81   +3.2883e-63   -4.2619e-15   -5.6443e-16
 6.175921855702e-03   +3.190761920783e-10   -3.0051e-47   +4.9806e-81   +3.6825e-63   -4.2772e-15   -5.6646e-16
 6.181475328709e-03   +3.202254116306e-10   -3.2472e-47   +5.7894e-81   +4.1235e-63   -4.2927e-15   -5.6850e-16
 6.187033795476e-03   +3.213787703371e-10   -3.5086e-47   +6.7285e-81   +4.6168e-63   -4.3081e-15   -5.7055e-16
 6.192597260491e-03   +3.225362831059e-10   -3.7907e-47   +7.8189e-81   +5.1686e-63   -4.3236e-15   -5.7260e-16
 6.198165728250e-03   +3.236979648987e-10   -4.0953e-47   +9.0849e-81   +5.7858e-63   -4.3392e-15   -5.7466e-16
 6.203739203251e-03   +3.248638307311e-10   -4.4241e-47   +1.0554e-80   +6.4760e-63   -4.3548e-15   -5.7673e-16
 6.209317689996e-03   +3.260338956729e-10   -4.7789e-47   +1.2260e-80   +7.2479e-63   -4.3705e-15   -5.7881e-16
 6.214901192993e-03   +3.272081748479e-10   -5.1619e-47   +1.4239e-80   +8.1110e-63   -4.3863e-15   -5.8090e-16
 6.220489716752e-03   +3.283866834347e-10   -5.5751e-47   +1.6536e-80   +9.0759e-63   -4.4021e-15   -5.8299e-16
 6.226083265787e-03   +3.295694366663e-10   -6.0211e-47   +1.9200e-80   +1.0155e-62   -4.4179e-15   -5.8509e-16
 6.231681844617e-03   +3.307564498307e-10   -6.5023e-47   +2.2291e-80   +1.1361e-62   -4.4338e-15   -5.8719e-16
 6.237285457766e-03   +3.319477382710e-10   -7.0215e-47   +2.5877e-80   +1.2708e-62   -4.4498e-15   -5.8931e-16
 6.242894109761e-03   +3.331433173853e-10   -7.5816e-47   +3.0034e-80   +1.4214e-62   -4.4658e-15   -5.9143e-16
 6.248507805131e-03   +3.343432026277e-10   -8.1859e-47   +3.4855e-80   +1.5898e-62   -4.4819e-15   -5.9356e-16
 6.254126548413e-03   +3.355474095073e-10   -8.8378e-47   +4.0445e-80   +1.7778e-62   -4.4980e-15   -5.9570e-16
 6.259750344145e-03   +3.367559535895e-10   -9.5409e-47   +4.6925e-80   +1.9879e-62   -4.5143e-15   -5.9785e-16
 6.265379196871e-03   +3.379688504957e-10   -1.0299e-46   +5.4436e-80   +2.2227e-62   -4.5305e-15   -6.0000e-16
 6.271013111137e-03   +3.391861159034e-10   -1.1117e-46   +6.3141e-80   +2.4849e-62   -4.5468e-15   -6.0216e-16
 6.276652091497e-03   +3.404077655468e-10   -1.1999e-46   +7.3228e-80   +2.7777e-62   -4.5632e-15   -6.0433e-16
 6.282296142504e-03   +3.416338152165e-10   -1.2951e-46   +8.4915e-80   +3.1048e-62   -4.5796e-15   -6.0651e-16
 6.287945268718e-03   +3.428642807601e-10   -1.3977e-46   +9.8455e-80   +3.4701e-62   -4.5961e-15   -6.0869e-16
 6.293599474704e-03   +3.440991780825e-10   -1.5083e-46   +1.1414e-79   +3.8779e-62   -4.6127e-15   -6.1088e-16
 6.299258765029e-03   +3.453385231455e-10   -1.6275e-46   +1.3230e-79   +4.3332e-62   -4.6293e-15   -6.1308e-16
 6.304923144265e-03   +3.465823319686e-10   -1.7561e-46   +1.5334e-79   +4.8416e-62   -4.6460e-15   -6.1529e-16
 6.310592616988e-03   +3.478306206289e-10   -1.8947e-46   +1.7770e-79   +5.4090e-62   -4.6627e-15   -6.1751e-16
 6.316267187777e-03   +3.490834052617e-10   -2.0441e-46   +2.0590e-79   +6.0423e-62   -4.6795e-15   -6.1973e-16
 6.321946861218e-03   +3.503407020599e-10   -2.2051e-46   +2.3854e-79   +6.7491e-62   -4.6964e-15   -6.2196e-16
 6.327631641899e-03   +3.516025272752e-10   -2.3787e-46   +2.7632e-79   +7.5379e-62   -4.7133e-15   -6.2420e-16
 6.333321534412e-03   +3.528688972176e-10   -2.5657e-46   +3.2004e-79   +8.4181e-62   -4.7302e-15   -6.2645e-16
 6.339016543354e-03   +3.541398282558e-10   -2.7673e-46   +3.7064e-79   +9.4000e-62   -4.7473e-15   -6.2871e-16
 6.344716673325e-03   +3.554153368176e-10   -2.9845e-46   +4.2917e-79   +1.0496e-61   -4.7644e-15   -6.3097e-16
 6.350421928931e-03   +3.566954393899e-10   -3.2186e-46   +4.9689e-79   +1.1718e-61   -4.7815e-15   -6.3324e-16
 6.356132314780e-03   +3.579801525190e-10   -3.4708e-46   +5.7522e-79   +1.3081e-61   -4.7988e-15   -6.3553e-16
 6.361847835486e-03   +3.592694928108e-10   -3.7426e-46   +6.6581e-79   +1.4601e-61   -4.8160e-15   -6.3781e-16
 6.367568495666e-03   +3.605634769310e-10   -4.0353e-46   +7.7056e-79   +1.6296e-61   -4.8334e-15   -6.4011e-16
 6.373294299941e-03   +3.618621216052e-10   -4.3507e-46   +8.9168e-79   +1.8186e-61   -4.8508e-15   -6.4242e-16
 6.379025252938e-03   +3.631654436195e-10   -4.6904e-46   +1.0317e-78   +2.0294e-61   -4.8683e-15   -6.4473e-16
 6.384761359285e-03   +3.644734598202e-10   -5.0563e-46   +1.1936e-78   +2.2644e-61   -4.8858e-15   -6.4705e-16
 6.390502623618e-03   +3.657861871146e-10   -5.4504e-46   +1.3806e-78   +2.5263e-61   -4.9034e-15   -6.4938e-16
 6.396249050573e-03   +3.671036424704e-10   -5.8748e-46   +1.5968e-78   +2.8182e-61   -4.9211e-15   -6.5172e-16
 6.402000644794e-03   +3.684258429169e-10   -6.3319e-46   +1.8466e-78   +3.1436e-61   -4.9388e-15   -6.5407e-16
 6.407757410927e-03   +3.697528055445e-10   -6.8241e-46   +2.1352e-78   +3.5063e-61   -4.9566e-15   -6.5643e-16
 6.413519353622e-03   +3.710845475051e-10   -7.3541e-46   +2.4686e-78   +3.9103e-61   -4.9744e-15   -6.5879e-16
 6.419286477534e-03   +3.724210860126e-10   -7.9247e-46   +2.8537e-78   +4.3605e-61   -4.9923e-15   -6.6116e-16
 6.425058787323e-03   +3.737624383427e-10   -8.5391e-46   +3.2984e-78   +4.8621e-61   -5.0103e-15   -6.6354e-16
 6.430836287652e-03   +3.751086218334e-10   -9.2005e-46   +3.8119e-78   +5.4209e-61   -5.0284e-15   -6.6593e-16
 6.436618983187e-03   +3.764596538851e-10   -9.9125e-46   +4.4049e-78   +6.0433e-61   -5.0465e-15   -6.6833e-16
 6.442406878601e-03   +3.778155519609e-10   -1.0679e-45   +5.0894e-78   +6.7365e-61   -5.0647e-15   -6.7074e-16
 6.448199978569e-03   +3.791763335869e-10   -1.1504e-45   +5.8795e-78   +7.5084e-61   -5.0829e-15   -6.7315e-16
 6.453998287771e-03   +3.805420163521e-10   -1.2392e-45   +6.7914e-78   +8.3681e-61   -5.1012e-15   -6.7558e-16
 6.459801810893e-03   +3.819126179091e-10   -1.3347e-45   +7.8437e-78   +9.3253e-61   -5.1196e-15   -6.7801e-16
 6.465610552621e-03   +3.832881559738e-10   -1.4376e-45   +9.0580e-78   +1.0391e-60   -5.1380e-15   -6.8046e-16
 6.471424517648e-03   +3.846686483262e-10   -1.5482e-45   +1.0459e-77   +1.1577e-60   -5.1565e-15   -6.8291e-16
 6.477243710673e-03   +3.860541128102e-10   -1.6673e-45   +1.2075e-77   +1.2898e-60   -5.1751e-15   -6.8537e-16
 6.483068136395e-03   +3.874445673338e-10   -1.7954e-45   +1.3939e-77   +1.4368e-60   -5.1937e-15   -6.8783e-16
 6.488897799519e-03   +3.888400298699e-10   -1.9332e-45   +1.6088e-77   +1.6004e-60   -5.2124e-15   -6.9031e-16
 6.494732704756e-03   +3.902405184558e-10   -2.0815e-45   +1.8567e-77   +1.7824e-60   -5.2312e-15   -6.9280e-16
 6.500572856820e-03   +3.916460511938e-10   -2.2410e-45   +2.1425e-77   +1.9849e-60   -5.2501e-15   -6.9529e-16
 6.506418260427e-03   +3.930566462516e-10   -2.4125e-45   +2.4719e-77   +2.2103e-60   -5.2690e-15   -6.9780e-16
 6.512268920302e-03   +3.944723218621e-10   -2.5971e-45   +2.8517e-77   +2.4610e-60   -5.2880e-15   -7.0031e-16
 6.518124841169e-03   +3.958930963240e-10   -2.7956e-45   +3.2894e-77   +2.7399e-60   -5.3070e-15   -7.0283e-16
 6.523986027760e-03   +3.973189880019e-10   -3.0090e-45   +3.7938e-77   +3.0501e-60   -5.3261e-15   -7.0536e-16
 6.529852484809e-03   +3.987500153265e-10   -3.2386e-45   +4.3749e-77   +3.3951e-60   -5.3453e-15   -7.0790e-16
 6.535724217057e-03   +4.001861967950e-10   -3.4854e-45   +5.0445e-77   +3.7787e-60   -5.3645e-15   -7.1045e-16
 6.541601229246e-03   +4.016275509709e-10   -3.7508e-45   +5.8158e-77   +4.2053e-60   -5.3839e-15   -7.1301e-16
 6.547483526125e-03   +4.030740964850e-10   -4.0362e-45   +6.7042e-77   +4.6797e-60   -5.4033e-15   -7.1558e-16
 6.553371112445e-03   +4.045258520349e-10   -4.3431e-45   +7.7273e-77   +5.2070e-60   -5.4227e-15   -7.1816e-16
 6.559263992963e-03   +4.059828363857e-10   -4.6729e-45   +8.9054e-77   +5.7932e-60   -5.4422e-15   -7.2075e-16
 6.565162172439e-03   +4.074450683699e-10   -5.0275e-45   +1.0262e-76   +6.4448e-60   -5.4619e-15   -7.2334e-16
 6.571065655639e-03   +4.089125668880e-10   -5.4086e-45   +1.1823e-76   +7.1691e-60   -5.4815e-15   -7.2595e-16
 6.576974447331e-03   +4.103853509086e-10   -5.8183e-45   +1.3621e-76   +7.9739e-60   -5.5013e-15   -7.2856e-16
 6.582888552289e-03   +4.118634394684e-10   -6.2587e-45   +1.5690e-76   +8.8683e-60   -5.5211e-15   -7.3118e-16
 6.588807975290e-03   +4.133468516729e-10   -6.7319e-45   +1.8071e-76   +9.8621e-60   -5.5410e-15   -7.3382e-16
 6.594732721118e-03   +4.148356066963e-10   -7.2404e-45   +2.0810e-76   +1.0966e-59   -5.5609e-15   -7.3646e-16
 6.600662794557e-03   +4.163297237819e-10   -7.7869e-45   +2.3961e-76   +1.2193e-59   -5.5810e-15   -7.3911e-16
 6.606598200399e-03   +4.178292222423e-10   -8.3741e-45   +2.7587e-76   +1.3555e-59   -5.6010e-15   -7.4178e-16
 6.612538943439e-03   +4.193341214595e-10   -9.0050e-45   +3.1757e-76   +1.5069e-59   -5.6212e-15   -7.4445e-16
 6.618485028476e-03   +4.208444408857e-10   -9.6829e-45   +3.6553e-76   +1.6749e-59   -5.6415e-15   -7.4713e-16
 6.624436460314e-03   +4.223602000427e-10   -1.0411e-44   +4.2068e-76   +1.8616e-59   -5.6618e-15   -7.4982e-16
 6.630393243760e-03   +4.238814185229e-10   -1.1193e-44   +4.8409e-76   +2.0688e-59   -5.6822e-15   -7.5252e-16
 6.636355383627e-03   +4.254081159892e-10   -1.2034e-44   +5.5699e-76   +2.2989e-59   -5.7026e-15   -7.5523e-16
 6.642322884731e-03   +4.269403121753e-10   -1.2936e-44   +6.4079e-76   +2.5544e-59   -5.7232e-15   -7.5795e-16
 6.648295751893e-03   +4.284780268861e-10   -1.3906e-44   +7.3710e-76   +2.8380e-59   -5.7438e-15   -7.6068e-16
 6.654273989939e-03   +4.300212799975e-10   -1.4947e-44   +8.4778e-76   +3.1528e-59   -5.7645e-15   -7.6342e-16
 6.660257603698e-03   +4.315700914574e-10   -1.6065e-44   +9.7496e-76   +3.5021e-59   -5.7852e-15   -7.6617e-16
 6.666246598004e-03   +4.331244812852e-10   -1.7266e-44   +1.1211e-75   +3.8899e-59   -5.8061e-15   -7.6893e-16
 6.672240977695e-03   +4.346844695727e-10   -1.8555e-44   +1.2889e-75   +4.3201e-59   -5.8270e-15   -7.7170e-16
 6.678240747614e-03   +4.362500764838e-10   -1.9939e-44   +1.4818e-75   +4.7975e-59   -5.8480e-15   -7.7448e-16
 6.684245912608e-03   +4.378213222553e-10   -2.1426e-44   +1.7032e-75   +5.3271e-59   -5.8691e-15   -7.7727e-16
 6.690256477528e-03   +4.393982271966e-10   -2.3021e-44   +1.9575e-75   +5.9147e-59   -5.8902e-15   -7.8007e-16
 6.696272447229e-03   +4.409808116904e-10   -2.4734e-44   +2.2495e-75   +6.5665e-59   -5.9114e-15   -7.8288e-16
 6.702293826573e-03   +4.425690961928e-10   -2.6573e-44   +2.5847e-75   +7.2894e-59   -5.9327e-15   -7.8570e-16
 6.708320620423e-03   +4.441631012336e-10   -2.8547e-44   +2.9695e-75   +8.0911e-59   -5.9541e-15   -7.8853e-16
 6.714352833647e-03   +4.457628474165e-10   -3.0666e-44   +3.4112e-75   +8.9802e-59   -5.9755e-15   -7.9137e-16
 6.720390471120e-03   +4.473683554194e-10   -3.2939e-44   +3.9181e-75   +9.9661e-59   -5.9970e-15   -7.9422e-16
 6.726433537719e-03   +4.489796459947e-10   -3.5379e-44   +4.4998e-75   +1.1059e-58   -6.0186e-15   -7.9708e-16
 6.732482038326e-03   +4.505967399696e-10   -3.7998e-44   +5.1672e-75   +1.2271e-58   -6.0403e-15   -7.9995e-16
 6.738535977827e-03   +4.522196582463e-10   -4.0807e-44   +5.9328e-75   +1.3614e-58   -6.0621e-15   -8.0283e-16
 6.744595361112e-03   +4.538484218020e-10   -4.3822e-44   +6.8111e-75   +1.5104e-58   -6.0839e-15   -8.0572e-16
 6.750660193078e-03   +4.554830516900e-10   -4.7057e-44   +7.8184e-75   +1.6754e-58   -6.1058e-15   -8.0862e-16
 6.756730478623e-03   +4.571235690389e-10   -5.0527e-44   +8.9736e-75   +1.8583e-58   -6.1278e-15   -8.1154e-16
 6.762806222651e-03   +4.587699950537e-10   -5.4251e-44   +1.0298e-74   +2.0610e-58   -6.1499e-15   -8.1446e-16
 6.768887430071e-03   +4.604223510157e-10   -5.8244e-44   +1.1817e-74   +2.2856e-58   -6.1720e-15   -8.1739e-16
 6.774974105796e-03   +4.620806582828e-10   -6.2528e-44   +1.3558e-74   +2.5344e-58   -6.1943e-15   -8.2034e-16
 6.781066254742e-03   +4.637449382899e-10   -6.7123e-44   +1.5553e-74   +2.8101e-58   -6.2166e-15   -8.2329e-16
 6.787163881831e-03   +4.654152125491e-10   -7.2052e-44   +1.7841e-74   +3.1155e-58   -6.2390e-15   -8.2626e-16
 6.793266991990e-03   +4.670915026499e-10   -7.7337e-44   +2.0462e-74   +3.4537e-58   -6.2614e-15   -8.2923e-16
 6.799375590149e-03   +4.687738302596e-10   -8.3005e-44   +2.3465e-74   +3.8283e-58   -6.2840e-15   -8.3222e-16
 6.805489681242e-03   +4.704622171236e-10   -8.9083e-44   +2.6906e-74   +4.2431e-58   -6.3066e-15   -8.3522e-16
 6.811609270209e-03   +4.721566850656e-10   -9.5601e-44   +3.0847e-74   +4.7025e-58   -6.3293e-15   -8.3822e-16
 6.817734361994e-03   +4.738572559877e-10   -1.0259e-43   +3.5362e-74   +5.2111e-58   -6.3521e-15   -8.4124e-16
 6.823864961545e-03   +4.755639518713e-10   -1.1008e-43   +4.0533e-74   +5.7742e-58   -6.3750e-15   -8.4427e-16
 6.830001073814e-03   +4.772767947766e-10   -1.1811e-43   +4.6454e-74   +6.3976e-58   -6.3979e-15   -8.4731e-16
 6.836142703759e-03   +4.789958068433e-10   -1.2672e-43   +5.3233e-74   +7.0877e-58   -6.4210e-15   -8.5037e-16
 6.842289856341e-03   +4.807210102911e-10   -1.3595e-43   +6.0995e-74   +7.8514e-58   -6.4441e-15   -8.5343e-16
 6.848442536527e-03   +4.824524274194e-10   -1.4585e-43   +6.9880e-74   +8.6967e-58   -6.4673e-15   -8.5650e-16
 6.854600749286e-03   +4.841900806082e-10   -1.5645e-43   +8.0049e-74   +9.6321e-58   -6.4906e-15   -8.5959e-16
 6.860764499594e-03   +4.859339923179e-10   -1.6782e-43   +9.1687e-74   +1.0667e-57   -6.5140e-15   -8.6268e-16
 6.866933792430e-03   +4.876841850899e-10   -1.8000e-43   +1.0501e-73   +1.1812e-57   -6.5375e-15   -8.6579e-16
 6.873108632779e-03   +4.894406815467e-10   -1.9305e-43   +1.2024e-73   +1.3079e-57   -6.5610e-15   -8.6891e-16
 6.879289025628e-03   +4.912035043923e-10   -2.0703e-43   +1.3767e-73   +1.4481e-57   -6.5846e-15   -8.7204e-16
 6.885474975970e-03   +4.929726764127e-10   -2.2202e-43   +1.5762e-73   +1.6031e-57   -6.6084e-15   -8.7518e-16
 6.891666488803e-03   +4.947482204756e-10   -2.3808e-43   +1.8042e-73   +1.7746e-57   -6.6322e-15   -8.7833e-16
 6.897863569128e-03   +4.965301595313e-10   -2.5528e-43   +2.0650e-73   +1.9642e-57   -6.6560e-15   -8.8149e-16
 6.904066221953e-03   +4.983185166128e-10   -2.7371e-43   +2.3633e-73   +2.1739e-57   -6.6800e-15   -8.8467e-16
 6.910274452288e-03   +5.001133148358e-10   -2.9345e-43   +2.7043e-73   +2.4058e-57   -6.7041e-15   -8.8786e-16
 6.916488265147e-03   +5.019145773995e-10   -3.1460e-43   +3.0941e-73   +2.6622e-57   -6.7282e-15   -8.9105e-16
 6.922707665552e-03   +5.037223275865e-10   -3.3725e-43   +3.5397e-73   +2.9456e-57   -6.7525e-15   -8.9426e-16
 6.928932658526e-03   +5.055365887635e-10   -3.6151e-43   +4.0490e-73   +3.2589e-57   -6.7768e-15   -8.9748e-16
 6.935163249099e-03   +5.073573843810e-10   -3.8749e-43   +4.6311e-73   +3.6052e-57   -6.8012e-15   -9.0072e-16
 6.941399442304e-03   +5.091847379742e-10   -4.1532e-43   +5.2961e-73   +3.9880e-57   -6.8257e-15   -9.0396e-16
 6.947641243178e-03   +5.110186731632e-10   -4.4511e-43   +6.0560e-73   +4.4110e-57   -6.8503e-15   -9.0722e-16
 6.953888656765e-03   +5.128592136527e-10   -4.7702e-43   +6.9240e-73   +4.8785e-57   -6.8749e-15   -9.1048e-16
 6.960141688111e-03   +5.147063832333e-10   -5.1118e-43   +7.9155e-73   +5.3950e-57   -6.8997e-15   -9.1376e-16
 6.966400342268e-03   +5.165602057809e-10   -5.4776e-43   +9.0479e-73   +5.9656e-57   -6.9246e-15   -9.1705e-16
 6.972664624292e-03   +5.184207052576e-10   -5.8692e-43   +1.0341e-72   +6.5960e-57   -6.9495e-15   -9.2036e-16
 6.978934539244e-03   +5.202879057119e-10   -6.2884e-43   +1.1818e-72   +7.2924e-57   -6.9745e-15   -9.2367e-16
 6.985210092189e-03   +5.221618312785e-10   -6.7371e-43   +1.3504e-72   +8.0616e-57   -6.9996e-15   -9.2700e-16
 6.991491288196e-03   +5.240425061795e-10   -7.2175e-43   +1.5428e-72   +8.9112e-57   -7.0248e-15   -9.3034e-16
 6.997778132340e-03   +5.259299547240e-10   -7.7316e-43   +1.7625e-72   +9.8494e-57   -7.0502e-15   -9.3369e-16
 7.004070629700e-03   +5.278242013087e-10   -8.2819e-43   +2.0132e-72   +1.0885e-56   -7.0756e-15   -9.3705e-16
 7.010368785359e-03   +5.297252704181e-10   -8.8709e-43   +2.2994e-72   +1.2029e-56   -7.1010e-15   -9.4043e-16
 7.016672604406e-03   +5.316331866249e-10   -9.5011e-43   +2.6258e-72   +1.3292e-56   -7.1266e-15   -9.4381e-16
 7.022982091932e-03   +5.335479745905e-10   -1.0175e-42   +2.9983e-72   +1.4686e-56   -7.1523e-15   -9.4721e-16
 7.029297253036e-03   +5.354696590649e-10   -1.0897e-42   +3.4232e-72   +1.6226e-56   -7.1780e-15   -9.5062e-16
 7.035618092819e-03   +5.373982648874e-10   -1.1669e-42   +3.9079e-72   +1.7924e-56   -7.2039e-15   -9.5405e-16
 7.041944616386e-03   +5.393338169865e-10   -1.2496e-42   +4.4606e-72   +1.9799e-56   -7.2298e-15   -9.5748e-16
 7.048276828850e-03   +5.412763403808e-10   -1.3379e-42   +5.0910e-72   +2.1868e-56   -7.2559e-15   -9.6093e-16
 7.054614735325e-03   +5.432258601788e-10   -1.4325e-42   +5.8097e-72   +2.4152e-56   -7.2820e-15   -9.6439e-16
 7.060958340933e-03   +5.451824015796e-10   -1.5336e-42   +6.6292e-72   +2.6671e-56   -7.3082e-15   -9.6787e-16
 7.067307650796e-03   +5.471459898730e-10   -1.6418e-42   +7.5633e-72   +2.9450e-56   -7.3346e-15   -9.7135e-16
 7.073662670046e-03   +5.491166504397e-10   -1.7575e-42   +8.6281e-72   +3.2517e-56   -7.3610e-15   -9.7485e-16
 7.080023403815e-03   +5.510944087520e-10   -1.8813e-42   +9.8416e-72   +3.5899e-56   -7.3875e-15   -9.7836e-16
 7.086389857243e-03   +5.530792903741e-10   -2.0137e-42   +1.1224e-71   +3.9630e-56   -7.4141e-15   -9.8189e-16
 7.092762035472e-03   +5.550713209618e-10   -2.1552e-42   +1.2800e-71   +4.3744e-56   -7.4408e-15   -9.8542e-16
 7.099139943651e-03   +5.570705262638e-10   -2.3066e-42   +1.4595e-71   +4.8282e-56   -7.4676e-15   -9.8897e-16
 7.105523586932e-03   +5.590769321213e-10   -2.4684e-42   +1.6640e-71   +5.3286e-56   -7.4945e-15   -9.9253e-16
 7.111912970471e-03   +5.610905644686e-10   -2.6415e-42   +1.8970e-71   +5.8803e-56   -7.5215e-15   -9.9611e-16
 7.118308099432e-03   +5.631114493334e-10   -2.8265e-42   +2.1623e-71   +6.4886e-56   -7.5486e-15   -9.9970e-16
 7.124708978979e-03   +5.651396128371e-10   -3.0243e-42   +2.4644e-71   +7.1591e-56   -7.5758e-15   -1.0033e-15
 7.131115614284e-03   +5.671750811953e-10   -3.2358e-42   +2.8084e-71   +7.8983e-56   -7.6031e-15   -1.0069e-15
 7.137528010523e-03   +5.692178807179e-10   -3.4619e-42   +3.2000e-71   +8.7131e-56   -7.6304e-15   -1.0105e-15
 7.143946172876e-03   +5.712680378097e-10   -3.7035e-42   +3.6459e-71   +9.6110e-56   -7.6579e-15   -1.0142e-15
 7.150370106528e-03   +5.733255789706e-10   -3.9618e-42   +4.1533e-71   +1.0601e-55   -7.6855e-15   -1.0178e-15
 7.156799816669e-03   +5.753905307956e-10   -4.2378e-42   +4.7309e-71   +1.1691e-55   -7.7132e-15   -1.0215e-15
 7.163235308492e-03   +5.774629199760e-10   -4.5328e-42   +5.3882e-71   +1.2893e-55   -7.7410e-15   -1.0252e-15
