#time (s)      Tγ/mϕ         Tν/Tγ           μν/Tγ             Tϕ/Tγ          μϕ/Tγ         H/Tγ2        rhotot/Tγ4      ptot/Tγ4      ρnu/Tγ4        ρϕ/Tγ4            pϕ/Tγ4            nnu/Tγ3        nϕ/Tγ3
3.537251e6      0.6092911      0.7650704      -0.259154      0.7650227      -0.5169057      3.064557      1.121029      0.370244      0.4277817      0.03527334      0.008325515      0.1795739      0.01096878
3.642885e6      0.6003785      0.7644681      -0.2556841      0.7644225      -0.5099848      3.064765      1.121181      0.3702663      0.4281951      0.03501235      0.008210098      0.1798647      0.01082334
3.751675e6      0.591596      0.7638656      -0.2521984      0.7638219      -0.5030315      3.064975      1.121335      0.3702904      0.4286183      0.03474275      0.008093149      0.18016      0.01067571
3.863713e6      0.5829419      0.7632633      -0.2486986      0.7632214      -0.4960498      3.065186      1.121489      0.3703164      0.4290513      0.03446444      0.007974697      0.1804596      0.01052592
3.979097e6      0.5744141      0.7626616      -0.245187      0.7626215      -0.4890441      3.065399      1.121645      0.3703441      0.4294944      0.03417728      0.007854777      0.1807634      0.010374
4.097926e6      0.5660109      0.762061      -0.2416658      0.7620227      -0.4820187      3.065614      1.121802      0.3703738      0.4299474      0.03388117      0.007733425      0.1810714      0.01021999
4.220305e6      0.5577305      0.7614621      -0.2381372      0.7614255      -0.4749782      3.06583      1.12196      0.3704054      0.4304104      0.03357601      0.007610682      0.1813835      0.01006395
4.346338e6      0.549571      0.7608654      -0.2346037      0.7608303      -0.4679274      3.066046      1.122119      0.370439      0.4308835      0.03326172      0.007486592      0.1816996      0.009905904
4.476135e6      0.5415307      0.7602714      -0.2310676      0.7602378      -0.4608713      3.066264      1.122278      0.3704746      0.4313666      0.03293823      0.007361204      0.1820196      0.009745924
4.609808e6      0.5336079      0.7596806      -0.2275317      0.7596485      -0.4538149      3.066484      1.122439      0.3705123      0.4318597      0.03260547      0.007234567      0.1823433      0.009584065
4.747472e6      0.5258009      0.7590937      -0.2239984      0.7590629      -0.4467636      3.066703      1.1226      0.3705522      0.4323627      0.03226342      0.007106739      0.1826706      0.009420393
4.889248e6      0.5181079      0.7585111      -0.2204705      0.7584816      -0.4397227      3.066924      1.122761      0.3705942      0.4328757      0.03191203      0.006977777      0.1830015      0.009254978
5.035258e6      0.5105273      0.7579335      -0.2169507      0.7579053      -0.4326978      3.067145      1.122923      0.3706384      0.4333984      0.03155131      0.006847746      0.1833356      0.009087898
5.185629e6      0.5030575      0.7573615      -0.213442      0.7573344      -0.4256945      3.067367      1.123086      0.3706849      0.4339309      0.03118127      0.006716712      0.183673      0.008919234
5.34049e6      0.4956969      0.7567956      -0.2099471      0.7567697      -0.4187187      3.067589      1.123249      0.3707336      0.434473      0.03080193      0.006584746      0.1840133      0.008749077
5.499975e6      0.4884438      0.7562364      -0.206469      0.7562116      -0.4117762      3.067812      1.123411      0.3707846      0.4350245      0.03041334      0.006451924      0.1843564      0.008577519
5.664224e6      0.4812967      0.7556846      -0.2030106      0.7556608      -0.404873      3.068034      1.123574      0.370838      0.4355853      0.03001559      0.006318323      0.1847021      0.00840466
5.833377e6      0.4742541      0.7551408      -0.1995751      0.755118      -0.3980152      3.068257      1.123738      0.3708936      0.4361551      0.02960876      0.006184025      0.1850502      0.008230607
6.007582e6      0.4673145      0.7546055      -0.1961655      0.7545836      -0.3912088      3.068479      1.1239      0.3709516      0.4367338      0.02919297      0.006049118      0.1854005      0.008055471
6.18699e6      0.4604762      0.7540793      -0.1927848      0.7540583      -0.3844601      3.068702      1.124063      0.3710119      0.4373211      0.02876836      0.00591369      0.1857527      0.007879369
6.371755e6      0.4537379      0.7535629      -0.1894361      0.7535427      -0.3777752      3.068923      1.124226      0.3710746      0.4379168      0.0283351      0.005777836      0.1861066      0.007702424
6.562037e6      0.4470981      0.7530568      -0.1861225      0.7530374      -0.3711603      3.069144      1.124387      0.3711397      0.4385204      0.02789338      0.005641651      0.1864619      0.007524764
6.758003e6      0.4405554      0.7525616      -0.1828471      0.752543      -0.3646215      3.069365      1.124549      0.371207      0.4391318      0.02744342      0.005505235      0.1868184      0.007346523
6.95982e6      0.4341083      0.7520778      -0.1796129      0.7520599      -0.358165      3.069584      1.12471      0.3712767      0.4397505      0.02698546      0.005368691      0.1871757      0.007167838
7.167665e6      0.4277555      0.7516061      -0.1764229      0.7515888      -0.3517968      3.069802      1.12487      0.3713487      0.4403762      0.02651978      0.005232125      0.1875337      0.006988852
7.381716e6      0.4214956      0.7511468      -0.1732802      0.7511302      -0.3455229      3.070019      1.125029      0.371423      0.4410084      0.02604666      0.005095644      0.187892      0.006809712
7.60216e6      0.4153272      0.7507006      -0.1701876      0.7506846      -0.3393492      3.070235      1.125187      0.3714995      0.4416467      0.02556643      0.00495936      0.1882503      0.00663057
7.829187e6      0.409249      0.750268      -0.1671481      0.7502525      -0.3332814      3.070449      1.125344      0.3715782      0.4422907      0.02507945      0.004823383      0.1886083      0.006451579
8.062994e6      0.4032597      0.7498492      -0.1641644      0.7498343      -0.3273251      3.070662      1.1255      0.371659      0.4429399      0.02458608      0.004687828      0.1889656      0.006272896
8.303783e6      0.397358      0.7494449      -0.1612391      0.7494306      -0.3214856      3.070872      1.125654      0.3717419      0.4435937      0.02408672      0.00455281      0.1893221      0.006094683
8.551763e6      0.3915427      0.7490554      -0.158375      0.7490415      -0.3157683      3.071081      1.125807      0.3718269      0.4442516      0.02358181      0.004418445      0.1896772      0.0059171
8.807148e6      0.3858124      0.7486811      -0.1555744      0.7486677      -0.3101779      3.071288      1.125958      0.3719138      0.4449131      0.02307178      0.00428485      0.1900308      0.005740312
9.07016e6      0.3801659      0.7483223      -0.1528397      0.7483093      -0.3047193      3.071492      1.126108      0.3720025      0.4455775      0.02255712      0.004152141      0.1903825      0.005564482
9.341027e6      0.3746021      0.7479792      -0.1501732      0.7479667      -0.299397      3.071694      1.126256      0.3720931      0.4462444      0.0220383      0.004020436      0.1907319      0.005389777
9.619982e6      0.3691196      0.7476523      -0.1475773      0.7476401      -0.2942155      3.071893      1.126402      0.3721854      0.4469129      0.02151585      0.003889848      0.1910787      0.005216357
9.907269e6      0.3637174      0.7473416      -0.1450533      0.7473299      -0.2891782      3.07209      1.126547      0.3722792      0.4475826      0.0209903      0.003760496      0.1914226      0.005044391
1.020313e7      0.3583942      0.7470474      -0.1426031      0.747036      -0.2842881      3.072283      1.126689      0.3723746      0.4482528      0.0204622      0.003632492      0.1917633      0.004874041
1.050784e7      0.3531489      0.7467697      -0.1402283      0.7467586      -0.279549      3.072474      1.126829      0.3724714      0.4489228      0.01993212      0.003505948      0.1921004      0.004705466
1.082164e7      0.3479803      0.7465087      -0.1379305      0.746498      -0.2749636      3.072662      1.126966      0.3725695      0.449592      0.01940062      0.003380972      0.1924337      0.004538822
1.114481e7      0.3428875      0.7462644      -0.1357107      0.746254      -0.2705344      3.072846      1.127102      0.3726687      0.4502596      0.01886831      0.003257671      0.1927629      0.004374264
1.147763e7      0.3378691      0.7460368      -0.1335701      0.7460267      -0.2662633      3.073027      1.127234      0.372769      0.450925      0.01833576      0.003136149      0.1930875      0.004211942
1.182039e7      0.3329242      0.7458258      -0.1315094      0.7458161      -0.2621521      3.073205      1.127365      0.3728702      0.4515875      0.0178036      0.003016506      0.1934074      0.004052
1.217339e7      0.3280517      0.7456315      -0.1295293      0.745622      -0.2582021      3.073379      1.127492      0.3729722      0.4522464      0.01727243      0.002898838      0.1937222      0.003894581
1.253693e7      0.3232505      0.7454535      -0.1276302      0.7454444      -0.2544141      3.07355      1.127618      0.3730748      0.4529011      0.01674287      0.002783237      0.1940318      0.003739817
1.291133e7      0.3185196      0.7452919      -0.1258124      0.745283      -0.2507886      3.073716      1.12774      0.3731779      0.4535508      0.01621552      0.002669791      0.1943357      0.003587836
1.32969e7      0.313858      0.7451462      -0.1240759      0.7451376      -0.2473257      3.073879      1.12786      0.3732814      0.4541949      0.01569099      0.002558582      0.1946339      0.003438761
1.3694e7      0.3092647      0.7450163      -0.1224205      0.745008      -0.2440249      3.074038      1.127976      0.3733852      0.4548328      0.01516989      0.002449687      0.194926      0.003292705
1.410295e7      0.3047387      0.7449019      -0.1208458      0.7448939      -0.2408856      3.074194      1.12809      0.373489      0.4554637      0.01465282      0.002343177      0.1952118      0.003149774
1.452411e7      0.3002789      0.7448026      -0.1193513      0.7447948      -0.2379066      3.074345      1.128201      0.3735927      0.4560871      0.01414035      0.002239118      0.1954913      0.003010066
1.495785e7      0.2958845      0.744718      -0.1179362      0.7447104      -0.2350862      3.074492      1.128309      0.3736962      0.4567023      0.01363307      0.002137572      0.195764      0.002873672
1.540454e7      0.2915543      0.7446477      -0.1165995      0.7446404      -0.2324228      3.074635      1.128414      0.3737994      0.4573088      0.01313153      0.002038591      0.19603      0.002740671
1.586458e7      0.2872876      0.7445912      -0.11534      0.7445841      -0.2299137      3.074774      1.128516      0.3739021      0.4579059      0.01263628      0.001942223      0.1962891      0.002611136
1.633835e7      0.2830834      0.7445481      -0.1141565      0.7445413      -0.2275566      3.074908      1.128615      0.3740041      0.4584932      0.01214784      0.00184851      0.1965411      0.002485132
1.682627e7      0.2789408      0.7445178      -0.1130475      0.7445112      -0.2253485      3.075039      1.128711      0.3741054      0.4590702      0.01166673      0.001757489      0.196786      0.002362715
1.732876e7      0.2748589      0.7444998      -0.1120115      0.7444935      -0.2232862      3.075165      1.128803      0.3742058      0.4596362      0.01119342      0.001669188      0.1970236      0.002243929
1.784626e7      0.2708368      0.7444936      -0.1110469      0.7444876      -0.221367      3.075287      1.128893      0.3743051      0.4601909      0.01072837      0.001583628      0.1972538      0.002128807
1.837921e7      0.2668737      0.7444986      -0.1101515      0.7444927      -0.2195858      3.075405      1.128979      0.3744033      0.4607338      0.01027202      0.001500825      0.1974766      0.002017379
1.892808e7      0.2629685      0.7445141      -0.1093232      0.7445085      -0.2179388      3.075519      1.129063      0.3745002      0.4612646      0.009824771      0.001420791      0.1976921      0.001909663
1.949333e7      0.2591206      0.7445396      -0.1085599      0.7445342      -0.216422      3.075628      1.129144      0.3745957      0.4617829      0.009387009      0.001343528      0.1979001      0.001805668
2.007547e7      0.2553291      0.7445744      -0.1078597      0.7445692      -0.2150312      3.075734      1.129221      0.3746897      0.4622883      0.008959083      0.001269034      0.1981006      0.001705393
2.0675e7      0.2515931      0.744618      -0.1072203      0.744613      -0.2137618      3.075835      1.129295      0.374782      0.4627805      0.008541314      0.0011973      0.1982937      0.001608831
2.129242e7      0.2479119      0.7446696      -0.1066389      0.7446648      -0.2126087      3.075933      1.129367      0.3748726      0.4632593      0.008133995      0.001128313      0.1984795      0.001515966
2.192829e7      0.2442846      0.7447287      -0.1061134      0.7447241      -0.211567      3.076026      1.129435      0.3749614      0.4637244      0.007737387      0.001062052      0.1986579      0.001426773
2.258314e7      0.2407105      0.7447946      -0.1056412      0.7447902      -0.210632      3.076115      1.129501      0.3750483      0.4641757      0.00735172      0.0009984925      0.198829      0.00134122
2.325756e7      0.2371887      0.7448666      -0.1052197      0.7448625      -0.2097983      3.076201      1.129564      0.3751332      0.464613      0.006977191      0.0009376044      0.1989929      0.001259268
2.395211e7      0.2337186      0.7449443      -0.1048463      0.7449403      -0.2090607      3.076283      1.129624      0.375216      0.4650363      0.006613969      0.0008793524      0.1991497      0.001180871
2.46674e7      0.2302993      0.7450268      -0.1045184      0.745023      -0.2084142      3.076361      1.129681      0.3752967      0.4654453      0.00626219      0.0008236971      0.1992995      0.001105977
2.540406e7      0.2269301      0.7451137      -0.1042337      0.7451101      -0.2078538      3.076435      1.129736      0.3753752      0.4658401      0.005921957      0.0007705945      0.1994424      0.001034527
2.616271e7      0.2236103      0.7452043      -0.1039894      0.7452008      -0.2073743      3.076506      1.129788      0.3754514      0.4662207      0.005593338      0.0007199954      0.1995786      0.0009664554
2.694402e7      0.2203391      0.7452981      -0.1037827      0.7452948      -0.2069697      3.076573      1.129837      0.3755254      0.4665871      0.005276392      0.0006718506      0.1997082      0.000901695
2.774866e7      0.2171159      0.7453946      -0.1036117      0.7453915      -0.2066365      3.076637      1.129884      0.3755971      0.4669392      0.004971118      0.0006261026      0.1998312      0.0008401688
2.857733e7      0.2139399      0.7454931      -0.1034736      0.7454902      -0.206369      3.076697      1.129928      0.3756663      0.4672772      0.004677505      0.0005826938      0.199948      0.0007817987
2.943075e7      0.2108104      0.7455932      -0.103366      0.7455904      -0.2061625      3.076754      1.12997      0.3757331      0.4676011      0.004395511      0.0005415631      0.2000585      0.0007265022
3.030966e7      0.2077268      0.7456943      -0.1032863      0.7456917      -0.2060116      3.076808      1.13001      0.3757976      0.4679112      0.004125066      0.0005026472      0.2001631      0.0006741933
3.121481e7      0.2046884      0.7457961      -0.1032323      0.7457937      -0.2059122      3.076859      1.130047      0.3758596      0.4682076      0.003866078      0.0004658807      0.2002619      0.0006247831
3.214699e7      0.2016945      0.745898      -0.1032018      0.7458957      -0.2058594      3.076907      1.130083      0.3759192      0.4684905      0.003618426      0.0004311959      0.2003551      0.0005781801
3.310701e7      0.1987446      0.7459997      -0.1031925      0.7459976      -0.205849      3.076952      1.130116      0.3759764      0.4687601      0.003381969      0.0003985241      0.2004428      0.0005342909
3.40957e7      0.1958379      0.7461008      -0.1032021      0.7460988      -0.2058766      3.076995      1.130147      0.3760312      0.4690167      0.003156539      0.0003677949      0.2005254      0.0004930197
3.511392e7      0.1929737      0.7462008      -0.1032289      0.7461989      -0.2059379      3.077035      1.130176      0.3760837      0.4692606      0.002941944      0.000338936      0.2006029      0.0004542687
3.616254e7      0.1901515      0.7462995      -0.1032706      0.7462978      -0.2060295      3.077072      1.130204      0.3761338      0.469492      0.002737975      0.0003118754      0.2006755      0.0004179399
3.724248e7      0.1873706      0.7463966      -0.1033256      0.7463949      -0.2061469      3.077107      1.130229      0.3761815      0.4697113      0.00254441      0.0002865407      0.2007435      0.0003839355
3.835467e7      0.1846304      0.7464918      -0.1033921      0.7464903      -0.2062883      3.07714      1.130253      0.376227      0.4699187      0.002361011      0.00026286      0.2008071      0.0003521575
3.950008e7      0.1819305      0.7465847      -0.1034684      0.7465833      -0.2064481      3.07717      1.130276      0.3762702      0.4701146      0.002187521      0.0002407609      0.2008664      0.0003225081
4.067969e7      0.1792701      0.7466753      -0.1035529      0.746674      -0.2066248      3.077199      1.130297      0.3763112      0.4702994      0.002023671      0.0002201714      0.2009217      0.0002948896
4.189452e7      0.1766486      0.7467632      -0.1036445      0.746762      -0.206815      3.077225      1.130316      0.3763499      0.4704731      0.001869174      0.0002010194      0.200973      0.0002692045
4.314564e7      0.1740656      0.7468485      -0.1037415      0.7468473      -0.2070166      3.077249      1.130334      0.3763866      0.4706365      0.00172374      0.0001832345      0.2010207      0.0002453575
4.443412e7      0.1715204      0.7469307      -0.103843      0.7469297      -0.2072265      3.077272      1.13035      0.3764212      0.4707896      0.001587064      0.0001667469      0.2010648      0.0002232541
4.576108e7      0.1690124      0.74701      -0.1039467      0.747009      -0.2074409      3.077293      1.130366      0.3764539      0.4709337      0.001458845      0.0001514889      0.2011059      0.0002028028
4.712766e7      0.1665412      0.7470861      -0.1040532      0.7470853      -0.2076611      3.077312      1.13038      0.3764845      0.4710677      0.00133876      0.0001373926      0.2011436      0.000183912
4.853506e7      0.1641062      0.7471591      -0.1041605      0.7471583      -0.2078825      3.07733      1.130393      0.3765133      0.4711931      0.001226493      0.0001243929      0.2011784      0.0001664938
4.998448e7      0.1617069      0.7472288      -0.104268      0.747228      -0.2081041      3.077346      1.130405      0.3765403      0.4713099      0.001121722      0.000112426      0.2012105      0.0001504621
5.14772e7      0.1593427      0.7472952      -0.1043749      0.7472945      -0.2083244      3.077361      1.130416      0.3765655      0.4714186      0.001024121      0.0001014298      0.20124      0.000135733
5.301448e7      0.1570131      0.7473583      -0.1044804      0.7473577      -0.208542      3.077375      1.130426      0.376589      0.4715195      0.0009333644      0.00009134387      0.201267      0.0001222254
5.459768e7      0.1547177      0.7474182      -0.1045841      0.7474176      -0.2087557      3.077388      1.130436      0.376611      0.471613      0.0008491278      0.00008211015      0.2012917      0.0001098608
5.622816e7      0.1524558      0.7474748      -0.1046853      0.7474743      -0.2089644      3.077399      1.130444      0.3766314      0.4716995      0.0007710893      0.00007367259      0.2013143      0.00009856389
5.790733e7      0.150227      0.7475282      -0.1047836      0.7475277      -0.2091672      3.07741      1.130452      0.3766503      0.4717794      0.0006989307      0.00006597738      0.2013349      0.00008826223
5.963664e7      0.1480309      0.7475784      -0.1048786      0.747578      -0.2093633      3.07742      1.130459      0.3766679      0.4718531      0.0006323381      0.00005897288      0.2013537      0.0000788864
6.14176e7      0.1458669      0.7476255      -0.1049701      0.7476251      -0.2095522      3.077428      1.130465      0.3766841      0.4719208      0.0005710024      0.00005260967      0.2013707      0.00007036994
6.325174e7      0.1437346      0.7476696      -0.1050577      0.7476693      -0.2097334      3.077436      1.130471      0.3766991      0.471983      0.0005146204      0.00004684058      0.2013862      0.00006264949
6.514066e7      0.1416336      0.7477108      -0.1051414      0.7477105      -0.2099065      3.077443      1.130477      0.3767128      0.47204      0.0004628962      0.00004162072      0.2014001      0.00005566476
6.708599e7      0.1395633      0.7477492      -0.1052209      0.7477489      -0.2100711      3.07745      1.130481      0.3767255      0.4720921      0.0004155424      0.00003690757      0.2014127      0.00004935866
6.908941e7      0.1375233      0.7477848      -0.1052961      0.7477845      -0.2102273      3.077456      1.130485      0.3767371      0.4721396      0.0003722789      0.00003266076      0.2014241      0.00004367702
7.115266e7      0.1355132      0.7478178      -0.1053671      0.7478176      -0.2103747      3.077461      1.130489      0.3767477      0.4721828      0.0003328352      0.00002884222      0.2014343      0.00003856877
7.327753e7      0.1335325      0.7478483      -0.1054338      0.7478481      -0.2105135      3.077466      1.130493      0.3767574      0.4722222      0.00029695      0.00002541607      0.2014435      0.00003398579
7.546585e7      0.1315807      0.7478764      -0.1054963      0.7478762      -0.2106437      3.07747      1.130496      0.3767662      0.4722579      0.0002643729      0.00002234869      0.2014517      0.00002988301
7.771952e7      0.1296575      0.7479023      -0.1055545      0.7479021      -0.2107654      3.077474      1.130499      0.3767742      0.4722902      0.000234864      0.00001960857      0.201459      0.0000262182
8.00405e7      0.1277624      0.747926      -0.1056087      0.7479258      -0.210879      3.077477      1.130501      0.3767815      0.4723193      0.0002081944      0.00001716635      0.2014656      0.00002295202
8.243078e7      0.1258952      0.7479476      -0.105659      0.7479475      -0.2109845      3.07748      1.130503      0.376788      0.4723455      0.0001841454      0.00001499459      0.2014714      0.00002004771
8.489245e7      0.1240553      0.7479673      -0.1057052      0.7479671      -0.2110819      3.077482      1.130505      0.3767939      0.4723689      0.0001625078      0.00001306766      0.2014765      0.00001747095
8.742764e7      0.1222423      0.7479851      -0.1057477      0.7479851      -0.2111719      3.077484      1.130507      0.3767992      0.4723898      0.0001430861      0.00001136204      0.201481      0.00001519023
9.003853e7      0.1204558      0.7480014      -0.1057868      0.7480013      -0.2112549      3.077486      1.130508      0.3768039      0.4724086      0.0001256932      9.855807e-6      0.201485      0.00001317621
9.27274e7      0.1186954      0.7480162      -0.1058227      0.7480161      -0.2113314      3.077488      1.130509      0.3768083      0.4724256      0.0001101552      8.528895e-6      0.2014886      0.00001140204
9.549656e7      0.1169608      0.7480295      -0.1058554      0.7480294      -0.2114015      3.07749      1.130511      0.3768121      0.4724406      0.00009630748      7.362775e-6      0.2014917      9.842908e-6
9.834842e7      0.1152516      0.7480415      -0.1058851      0.7480415      -0.2114655      3.077491      1.130512      0.3768155      0.472454      0.00008399671      6.340508e-6      0.2014944      8.476154e-6
1.012854e8      0.1135674      0.7480522      -0.1059119      0.7480521      -0.2115235      3.077492      1.130512      0.3768185      0.4724657      0.0000730792      5.446562e-6      0.2014968      7.281e-6
1.043102e8      0.1119078      0.7480619      -0.1059363      0.7480619      -0.2115768      3.077493      1.130513      0.3768213      0.4724762      0.00006342224      4.666855e-6      0.2014989      6.238599e-6
1.074252e8      0.1102725      0.7480703      -0.1059579      0.7480701      -0.2116243      3.077494      1.130514      0.3768236      0.4724852      0.00005490138      3.988475e-6      0.2015007      5.33169e-6
1.106333e8      0.1086611      0.7480784      -0.1059785      0.7480787      -0.2116699      3.077496      1.130515      0.3768259      0.4724939      0.000047404      3.399911e-6      0.2015024      4.544861e-6
1.139372e8      0.1070733      0.7480854      -0.1059965      0.7480853      -0.21171      3.077497      1.130516      0.3768278      0.4725012      0.00004082282      2.890491e-6      0.2015038      3.863854e-6
1.173398e8      0.1055087      0.7480914      -0.1060122      0.7480913      -0.2117456      3.077497      1.130516      0.3768295      0.4725074      0.00003506222      2.450824e-6      0.201505      3.276103e-6
1.20844e8      0.103967      0.7480966      -0.106026      0.7480966      -0.2117772      3.077498      1.130516      0.3768309      0.4725128      0.00003003346      2.072383e-6      0.201506      2.770208e-6
1.244528e8      0.1024479      0.7481013      -0.1060382      0.7481013      -0.2118058      3.077498      1.130517      0.3768321      0.4725175      0.00002565564      1.747543e-6      0.2015068      2.335971e-6
1.281694e8      0.1009509      0.7481053      -0.1060491      0.7481053      -0.2118314      3.077499      1.130517      0.3768332      0.4725216      0.00002185516      1.469493e-6      0.2015076      1.964286e-6
1.31997e8      0.09947587      0.7481089      -0.1060585      0.7481088      -0.2118543      3.077499      1.130517      0.3768341      0.4725251      0.00001856525      1.232172e-6      0.2015082      1.64705e-6
1.359389e8      0.09802239      0.748112      -0.1060669      0.748112      -0.2118749      3.077499      1.130517      0.376835      0.4725281      0.00001572551      1.0302e-6      0.2015087      1.377066e-6
1.399985e8      0.09659016      0.7481147      -0.1060742      0.7481147      -0.2118934      3.077499      1.130518      0.3768357      0.4725308      0.00001328149      8.588128e-7      0.2015092      1.14797e-6
1.441793e8      0.09517888      0.748117      -0.1060805      0.7481169      -0.2119096      3.0775      1.130518      0.3768362      0.472533      0.00001118425      7.138103e-7      0.2015096      9.541428e-7
1.48485e8      0.09378823      0.7481189      -0.1060859      0.7481189      -0.2119241      3.0775      1.130518      0.3768367      0.4725348      9.390024e-6      5.915017e-7      0.2015099      7.90652e-7
1.529193e8      0.09241791      0.7481206      -0.1060906      0.7481205      -0.2119371      3.0775      1.130518      0.3768372      0.4725364      7.859688e-6      4.886495e-7      0.2015102      6.531696e-7
1.57486e8      0.09106763      0.7481223      -0.1060951      0.7481221      -0.2119498      3.0775      1.130518      0.3768376      0.472538      6.558519e-6      4.024302e-7      0.2015104      5.379206e-7
1.621891e8      0.0897371      0.7481235      -0.1060984      0.7481232      -0.2119599      3.0775      1.130518      0.3768379      0.4725391      5.455617e-6      3.30378e-7      0.2015106      4.416091e-7
1.670326e8      0.08842604      0.7481244      -0.1061011      0.7481244      -0.2119688      3.0775      1.130518      0.3768381      0.47254      4.523812e-6      2.703612e-7      0.2015108      3.613854e-7
1.720208e8      0.08713413      0.7481254      -0.106104      0.7481255      -0.211978      3.0775      1.130518      0.3768384      0.4725409      3.739062e-6      2.205287e-7      0.2015109      2.94775e-7
1.771579e8      0.08586111      0.7481262      -0.1061061      0.7481262      -0.2119856      3.0775      1.130518      0.3768386      0.4725416      3.080317e-6      1.792878e-7      0.201511      2.396491e-7
1.824485e8      0.08460669      0.7481269      -0.1061082      0.7481271      -0.211993      3.0775      1.130518      0.3768388      0.4725423      2.529212e-6      1.452727e-7      0.2015111      1.941818e-7
1.87897e8      0.08337061      0.7481274      -0.1061096      0.7481276      -0.211999      3.0775      1.130518      0.3768389      0.4725427      2.069695e-6      1.173111e-7      0.2015112      1.568062e-7
1.935083e8      0.08215259      0.7481279      -0.1061108      0.748128      -0.2120047      3.0775      1.130518      0.376839      0.4725431      1.687863e-6      9.440483e-8      0.2015112      1.261881e-7
1.992871e8      0.08095239      0.7481282      -0.1061119      0.7481282      -0.2120101      3.0775      1.130518      0.3768391      0.4725434      1.371693e-6      7.570585e-8      0.2015113      1.011937e-7
2.052385e8      0.07976973      0.7481285      -0.1061128      0.7481285      -0.212015      3.0775      1.130518      0.3768392      0.4725437      1.110818e-6      6.049531e-8      0.2015113      8.08622e-8
2.113677e8      0.07860436      0.7481288      -0.1061136      0.7481288      -0.2120197      3.0775      1.130518      0.3768392      0.4725439      8.963391e-7      4.816692e-8      0.2015114      6.438319e-8
2.176798e8      0.07745602      0.748129      -0.1061142      0.748129      -0.2120241      3.0775      1.130518      0.3768393      0.4725441      7.206438e-7      3.82108e-8      0.2015114      5.107514e-8
